time	V(vin)	V(vout)
0.000000000000000e+000	0.000000e+000	3.305657e-002
2.535361323553947e-007	7.965072e-005	3.314256e-002
5.070722647107894e-007	1.593014e-004	3.331201e-002
7.606083970661840e-007	2.389522e-004	3.356494e-002
1.014144529421579e-006	3.186029e-004	3.390133e-002
1.267680661776973e-006	3.982536e-004	3.432120e-002
1.521216794132368e-006	4.779043e-004	3.482453e-002
1.774752926487762e-006	5.575551e-004	3.541133e-002
3.119699594004079e-006	9.800824e-004	3.864995e-002
7.851993024298881e-006	2.466774e-003	5.156660e-002
1.111472800062957e-004	3.499577e-002	3.377757e-001
2.144425669882926e-004	6.740299e-002	6.229168e-001
3.177378539702894e-004	9.968843e-002	9.069900e-001
4.210331409522863e-004	1.318521e-001	1.189995e+000
5.243284279342831e-004	1.638940e-001	1.471932e+000
6.276237149162799e-004	1.958141e-001	1.752802e+000
7.309190018982766e-004	2.276124e-001	2.032603e+000
9.489868299713811e-004	2.944610e-001	2.620836e+000
1.167054658044486e-003	3.591983e-001	3.190505e+000
1.385122486117590e-003	4.218240e-001	3.741610e+000
1.603190314190694e-003	4.823384e-001	4.274152e+000
1.821258142263799e-003	5.407412e-001	4.788131e+000
2.039325970336904e-003	5.970326e-001	5.283546e+000
2.257393798410007e-003	6.512126e-001	5.760397e+000
2.620717033696645e-003	7.348935e-001	6.496946e+000
2.984040268983283e-003	8.071964e-001	7.133403e+000
3.347363504269920e-003	8.681212e-001	7.669769e+000
3.710686739556558e-003	9.176679e-001	8.106044e+000
4.074009974843196e-003	9.558366e-001	8.442227e+000
4.437333210129834e-003	9.826271e-001	8.678318e+000
4.800656445416471e-003	9.980397e-001	8.814319e+000
5.200872684255758e-003	9.960952e-001	8.797649e+000
5.601088923095044e-003	9.798470e-001	8.655105e+000
6.001305161934331e-003	9.492950e-001	8.386688e+000
6.401521400773617e-003	9.044393e-001	7.992397e+000
6.801737639612904e-003	8.452799e-001	7.472231e+000
7.201953878452190e-003	7.718168e-001	6.826192e+000
7.602170117291476e-003	6.840500e-001	6.054278e+000
7.827838599192461e-003	6.298986e-001	5.577975e+000
8.053507081093446e-003	5.733291e-001	5.080380e+000
8.279175562994432e-003	5.143414e-001	4.561494e+000
8.504844044895417e-003	4.529355e-001	4.021316e+000
8.730512526796401e-003	3.891114e-001	3.459848e+000
8.956181008697387e-003	3.228692e-001	2.877088e+000
9.181849490598372e-003	2.542088e-001	2.273036e+000
9.294645192317539e-003	2.196748e-001	1.969210e+000
9.407440894036707e-003	1.849745e-001	1.663917e+000
9.520236595755875e-003	1.501079e-001	1.357157e+000
9.633032297475043e-003	1.150750e-001	1.048929e+000
9.745827999194210e-003	7.987586e-002	7.392341e-001
9.858623700913378e-003	4.451044e-002	4.280720e-001
9.971419402632546e-003	8.978738e-003	1.154427e-001
9.986408864655027e-003	4.269507e-003	7.400768e-002
1.000139832667751e-002	-4.395575e-004	3.257409e-002
1.001638778869999e-002	-5.148456e-003	-8.858107e-003
1.003137725072247e-002	-9.857189e-003	-5.028892e-002
1.004636671274495e-002	-1.456575e-002	-9.171834e-002
1.006135617476743e-002	-1.927416e-002	-1.331464e-001
1.007634563678991e-002	-2.398239e-002	-1.745730e-001
1.012448955292626e-002	-3.910820e-002	-3.080910e-001
1.017263346906261e-002	-5.421645e-002	-4.411881e-001
1.022077738519897e-002	-6.930711e-002	-5.738643e-001
1.026892130133532e-002	-8.438020e-002	-7.061197e-001
1.031706521747167e-002	-9.943572e-002	-8.379543e-001
1.036520913360802e-002	-1.144737e-001	-9.693681e-001
1.041335304974437e-002	-1.294940e-001	-1.100361e+000
1.041982179673457e-002	-1.315089e-001	-1.098332e+000
1.041987016964787e-002	-1.315239e-001	-1.098480e+000
1.041991854256116e-002	-1.315390e-001	-1.098746e+000
1.041996691547446e-002	-1.315541e-001	-1.099130e+000
1.042001528838775e-002	-1.315691e-001	-1.099633e+000
1.042006366130105e-002	-1.315842e-001	-1.100254e+000
1.042011203421435e-002	-1.315993e-001	-1.100993e+000
1.042016040712764e-002	-1.316143e-001	-1.101851e+000
1.042031823158244e-002	-1.316635e-001	-1.102303e+000
1.042110577027769e-002	-1.319087e-001	-1.102062e+000
1.042189330897294e-002	-1.321540e-001	-1.101820e+000
1.042268084766819e-002	-1.323992e-001	-1.101576e+000
1.042346838636344e-002	-1.326444e-001	-1.101331e+000
1.042425592505869e-002	-1.328897e-001	-1.101085e+000
1.042504346375394e-002	-1.331349e-001	-1.100837e+000
1.042583100244918e-002	-1.333801e-001	-1.100587e+000
1.042637891272862e-002	-1.335507e-001	-1.106273e+000
1.042692605463434e-002	-1.337210e-001	-1.119356e+000
1.042787055398896e-002	-1.340151e-001	-1.133940e+000
1.043057609689968e-002	-1.348573e-001	-1.149540e+000
1.063455763735978e-002	-1.980344e-001	-1.706069e+000
1.084738812042693e-002	-2.637075e-001	-2.283960e+000
1.106021860349407e-002	-3.275327e-001	-2.845604e+000
1.127304908656122e-002	-3.895099e-001	-3.391003e+000
1.148587956962837e-002	-4.496391e-001	-3.920155e+000
1.169871005269552e-002	-5.079203e-001	-4.433061e+000
1.191154053576266e-002	-5.643535e-001	-4.929721e+000
1.212437101882981e-002	-6.189387e-001	-5.410135e+000
1.247715907673073e-002	-7.036034e-001	-6.155328e+000
1.282994713463165e-002	-7.778052e-001	-6.808482e+000
1.318273519253257e-002	-8.415442e-001	-7.369599e+000
1.353552325043349e-002	-8.948204e-001	-7.838678e+000
1.388831130833440e-002	-9.376338e-001	-8.215719e+000
1.424109936623532e-002	-9.699844e-001	-8.500721e+000
1.459388742413624e-002	-9.918722e-001	-8.693686e+000
1.500979841743981e-002	-9.980818e-001	-8.748783e+000
1.542570941074337e-002	-9.886055e-001	-8.665846e+000
1.584162040404694e-002	-9.634434e-001	-8.444875e+000
1.625753139735051e-002	-9.225954e-001	-8.085869e+000
1.667344239065408e-002	-8.660616e-001	-7.588830e+000
1.708935338395764e-002	-7.938419e-001	-6.953756e+000
1.750526437726121e-002	-7.059364e-001	-6.180648e+000
1.773545410940408e-002	-6.521184e-001	-5.707288e+000
1.796564384154695e-002	-5.956705e-001	-5.210773e+000
1.819583357368982e-002	-5.365926e-001	-4.691102e+000
1.842602330583269e-002	-4.748848e-001	-4.148277e+000
1.865621303797556e-002	-4.105470e-001	-3.582296e+000
1.888640277011843e-002	-3.435793e-001	-2.993161e+000
1.911659250226130e-002	-2.739816e-001	-2.380870e+000
1.918440054311055e-002	-2.534092e-001	-2.199471e+000
1.925220858395980e-002	-2.327456e-001	-2.017517e+000
1.932001662480905e-002	-2.119909e-001	-1.835009e+000
1.938782466565831e-002	-1.911450e-001	-1.651945e+000
1.945563270650756e-002	-1.702079e-001	-1.468327e+000
1.952344074735681e-002	-1.491797e-001	-1.284154e+000
1.959124878820606e-002	-1.280604e-001	-1.099426e+000
1.959201380915928e-002	-1.278220e-001	-1.100032e+000
1.959277883011251e-002	-1.275836e-001	-1.100281e+000
1.959354385106573e-002	-1.273452e-001	-1.100173e+000
1.959430887201896e-002	-1.271069e-001	-1.099707e+000
1.959507389297218e-002	-1.268685e-001	-1.098885e+000
1.959583891392540e-002	-1.266301e-001	-1.097705e+000
1.959660393487863e-002	-1.263916e-001	-1.096168e+000
1.959860822775063e-002	-1.257670e-001	-1.079250e+000
1.997942519855009e-002	-6.463720e-003	-2.719271e-002
2.000525330090004e-002	1.650372e-003	4.420057e-002
2.010751150204066e-002	3.385172e-002	3.275321e-001
2.020976970318128e-002	6.593571e-002	6.098345e-001
2.031202790432190e-002	9.790236e-002	8.911078e-001
2.041428610546251e-002	1.297517e-001	1.171352e+000
2.051654430660313e-002	1.614836e-001	1.450567e+000
2.061880250774375e-002	1.930982e-001	1.728753e+000
2.072106070888437e-002	2.245955e-001	2.005910e+000
2.083860492978312e-002	2.605370e-001	2.322179e+000
2.095614915068187e-002	2.960042e-001	2.634279e+000
2.107369337158062e-002	3.309972e-001	2.942210e+000
2.119123759247938e-002	3.655160e-001	3.245974e+000
2.130878181337813e-002	3.995606e-001	3.545569e+000
2.142632603427688e-002	4.331309e-001	3.840996e+000
2.154387025517563e-002	4.662271e-001	4.132254e+000
2.154755998408277e-002	4.672522e-001	4.141275e+000
2.184590092143116e-002	5.492808e-001	4.863184e+000
2.214424185877956e-002	6.250296e-001	5.529860e+000
2.244258279612795e-002	6.944987e-001	6.141302e+000
2.274092373347635e-002	7.576880e-001	6.697512e+000
2.303926467082474e-002	8.145976e-001	7.198488e+000
2.333760560817314e-002	8.652275e-001	7.644232e+000
2.363594654552153e-002	9.095775e-001	8.034742e+000
2.415627305959946e-002	9.637547e-001	8.511993e+000
2.467659957367739e-002	9.924937e-001	8.765405e+000
2.519692608775532e-002	9.957945e-001	8.794980e+000
2.571725260183325e-002	9.736571e-001	8.600717e+000
2.623757911591118e-002	9.260815e-001	8.182617e+000
2.675790562998912e-002	8.530678e-001	7.540678e+000
2.727823214406704e-002	7.546159e-001	6.674902e+000
2.752368066527241e-002	7.008650e-001	6.202156e+000
2.776912918647778e-002	6.438636e-001	5.700794e+000
2.801457770768315e-002	5.836118e-001	5.170816e+000
2.826002622888852e-002	5.201097e-001	4.612223e+000
2.850547475009389e-002	4.533572e-001	4.025013e+000
2.875092327129926e-002	3.833542e-001	3.409188e+000
2.899637179250462e-002	3.101009e-001	2.764748e+000
2.912759737844213e-002	2.704832e-001	2.416205e+000
2.925882296437964e-002	2.305770e-001	2.065117e+000
2.939004855031715e-002	1.903820e-001	1.711484e+000
2.952127413625466e-002	1.498984e-001	1.355305e+000
2.965249972219217e-002	1.091262e-001	9.965809e-001
2.978372530812968e-002	6.806532e-002	6.353114e-001
2.991495089406718e-002	2.671579e-002	2.714966e-001
3.001565890187969e-002	-4.919369e-003	-6.850006e-003
3.007239193289730e-002	-2.275476e-002	-1.639696e-001
3.012912496391490e-002	-4.056880e-002	-3.207837e-001
3.018585799493251e-002	-5.836149e-002	-4.772925e-001
3.024259102595011e-002	-7.613281e-002	-6.334959e-001
3.029932405696772e-002	-9.388278e-002	-7.893939e-001
3.035605708798533e-002	-1.116114e-001	-9.449865e-001
3.041279011900293e-002	-1.293187e-001	-1.100274e+000
3.041852922522444e-002	-1.311063e-001	-1.098674e+000
3.041871484298068e-002	-1.311641e-001	-1.100605e+000
3.041900577747543e-002	-1.312547e-001	-1.101523e+000
3.042978337202894e-002	-1.346105e-001	-1.098204e+000
3.043006393901801e-002	-1.346979e-001	-1.101996e+000
3.043028833854057e-002	-1.347677e-001	-1.104117e+000
3.043549165842256e-002	-1.363873e-001	-1.102437e+000
3.043598770287049e-002	-1.365417e-001	-1.107285e+000
3.043645735683606e-002	-1.366879e-001	-1.126008e+000
3.043713593149333e-002	-1.368990e-001	-1.146623e+000
3.043804054772306e-002	-1.371806e-001	-1.161105e+000
3.043994046853581e-002	-1.377718e-001	-1.174237e+000
3.062811985510591e-002	-1.965407e-001	-1.692066e+000
3.081629924167601e-002	-2.541320e-001	-2.199384e+000
3.100447862824611e-002	-3.105457e-001	-2.696192e+000
3.119265801481621e-002	-3.657819e-001	-3.182489e+000
3.138083740138631e-002	-4.198405e-001	-3.658275e+000
3.156901678795641e-002	-4.727215e-001	-4.123551e+000
3.175719617452651e-002	-5.244249e-001	-4.578316e+000
3.202015965346264e-002	-5.928972e-001	-5.180940e+000
3.236407309022947e-002	-6.777834e-001	-5.928066e+000
3.270798652699630e-002	-7.529920e-001	-6.590063e+000
3.305189996376313e-002	-8.185231e-001	-7.166931e+000
3.339581340052995e-002	-8.743767e-001	-7.658671e+000
3.373972683729679e-002	-9.205528e-001	-8.065283e+000
3.408364027406362e-002	-9.570514e-001	-8.386765e+000
3.442755371083044e-002	-9.838725e-001	-8.623119e+000
3.485305594297331e-002	-9.971093e-001	-8.740060e+000
3.527855817511618e-002	-9.937334e-001	-8.710812e+000
3.570406040725906e-002	-9.737447e-001	-8.535374e+000
3.612956263940192e-002	-9.371432e-001	-8.213748e+000
3.655506487154479e-002	-8.839289e-001	-7.745931e+000
3.698056710368766e-002	-8.141019e-001	-7.131926e+000
3.740606933583053e-002	-7.276620e-001	-6.371731e+000
3.764236258359840e-002	-6.739263e-001	-5.899105e+000
3.787865583136627e-002	-6.173090e-001	-5.401109e+000
3.811494907913415e-002	-5.578102e-001	-4.877743e+000
3.835124232690202e-002	-4.954298e-001	-4.329008e+000
3.858753557466989e-002	-4.301679e-001	-3.754904e+000
3.882382882243776e-002	-3.620245e-001	-3.155431e+000
3.906012207020564e-002	-2.909995e-001	-2.530588e+000
3.913597083792589e-002	-2.680887e-001	-2.328741e+000
3.921181960564615e-002	-2.450585e-001	-2.126019e+000
3.928766837336641e-002	-2.219091e-001	-1.922422e+000
3.936351714108668e-002	-1.986403e-001	-1.717951e+000
3.943936590880694e-002	-1.752522e-001	-1.512605e+000
3.951521467652720e-002	-1.517448e-001	-1.306384e+000
3.959106344424745e-002	-1.281181e-001	-1.099288e+000
3.959181678479411e-002	-1.278834e-001	-1.099852e+000
3.959257012534078e-002	-1.276486e-001	-1.100082e+000
3.959332346588744e-002	-1.274139e-001	-1.099979e+000
3.959407680643411e-002	-1.271792e-001	-1.099543e+000
3.959483014698077e-002	-1.269444e-001	-1.098773e+000
3.959558348752743e-002	-1.267097e-001	-1.097670e+000
3.959633682807409e-002	-1.264749e-001	-1.096233e+000
3.959836792419950e-002	-1.258419e-001	-1.079744e+000
3.998980489356212e-002	-3.202882e-003	1.498022e-003
4.007604630899825e-002	2.393791e-002	2.403022e-001
4.016228772443437e-002	5.101160e-002	4.785185e-001
4.024852913987050e-002	7.801818e-002	7.161468e-001
4.033477055530661e-002	1.049577e-001	9.531872e-001
4.042101197074274e-002	1.318300e-001	1.189640e+000
4.050725338617886e-002	1.586353e-001	1.425504e+000
4.059349480161498e-002	1.853735e-001	1.660781e+000
4.079859457806884e-002	2.488804e-001	2.219606e+000
4.100369435452270e-002	3.107330e-001	2.763888e+000
4.120879413097656e-002	3.709312e-001	3.293627e+000
4.141389390743041e-002	4.294751e-001	3.808822e+000
4.161899368388427e-002	4.863645e-001	4.309474e+000
4.182409346033812e-002	5.415995e-001	4.795582e+000
4.202919323679198e-002	5.951802e-001	5.267147e+000
4.222157793276487e-002	6.429864e-001	5.687905e+000
4.241396262873776e-002	6.880691e-001	6.084710e+000
4.260634732471065e-002	7.304285e-001	6.457560e+000
4.279873202068354e-002	7.700644e-001	6.806456e+000
4.299111671665643e-002	8.069770e-001	7.131398e+000
4.318350141262933e-002	8.411662e-001	7.432386e+000
4.337588610860221e-002	8.726320e-001	7.709420e+000
4.338362572280802e-002	8.738169e-001	7.719851e+000
4.394189661633217e-002	9.443570e-001	8.341105e+000
4.450016750985632e-002	9.855767e-001	8.704366e+000
4.505843840338047e-002	9.974760e-001	8.809631e+000
4.561670929690462e-002	9.800550e-001	8.656903e+000
4.617498019042877e-002	9.333136e-001	8.246180e+000
4.673325108395292e-002	8.572519e-001	7.577462e+000
4.729152197747708e-002	7.518698e-001	6.650751e+000
4.753566260247709e-002	6.981996e-001	6.178713e+000
4.777980322747711e-002	6.413241e-001	5.678456e+000
4.802394385247712e-002	5.812431e-001	5.149980e+000
4.826808447747714e-002	5.179568e-001	4.593284e+000
4.851222510247716e-002	4.514652e-001	4.008369e+000
4.875636572747717e-002	3.817681e-001	3.395235e+000
4.900050635247719e-002	3.088657e-001	2.753881e+000
4.913173193841469e-002	2.692325e-001	2.405201e+000
4.926295752435220e-002	2.293128e-001	2.053996e+000
4.939418311028971e-002	1.891067e-001	1.700264e+000
4.952540869622722e-002	1.486141e-001	1.344005e+000
4.965663428216473e-002	1.078350e-001	9.852203e-001
4.978785986810224e-002	6.676938e-002	6.239093e-001
4.991908545403975e-002	2.541732e-002	2.600719e-001
5.001368994622725e-002	-4.300810e-003	-1.407509e-003
5.007069545562097e-002	-2.222214e-002	-1.592816e-001
5.012770096501470e-002	-4.012201e-002	-3.168499e-001
5.018470647440842e-002	-5.800042e-002	-4.741124e-001
5.024171198380214e-002	-7.585737e-002	-6.310692e-001
