time	V(vin)	V(vout)
0.000000000000000e+000	0.000000e+000	3.702141e-003
1.038911527787358e-007	3.263837e-005	3.709673e-003
2.077823055574715e-007	6.527674e-005	3.723859e-003
3.116734583362073e-007	9.791510e-005	3.744697e-003
4.155646111149430e-007	1.305535e-004	3.772188e-003
5.194557638936787e-007	1.631918e-004	3.806333e-003
6.233469166724145e-007	1.958302e-004	3.847130e-003
7.272380694511500e-007	2.284686e-004	3.894581e-003
9.944621248465724e-005	3.130817e-002	3.123814e-002
1.981651868998633e-004	6.228454e-002	5.849265e-002
2.968841613150694e-004	9.315755e-002	8.565812e-002
3.956031357302755e-004	1.239272e-001	1.127346e-001
4.943221101454816e-004	1.545936e-001	1.397219e-001
5.930410845606877e-004	1.851566e-001	1.666203e-001
6.917600589758935e-004	2.156162e-001	1.934296e-001
9.010234518330366e-004	2.799468e-001	2.500405e-001
1.110286844690180e-003	3.424169e-001	3.050144e-001
1.319550237547323e-003	4.030266e-001	3.583511e-001
1.528813630404466e-003	4.617757e-001	4.100508e-001
1.738077023261609e-003	5.186644e-001	4.601133e-001
1.947340416118752e-003	5.736927e-001	5.085387e-001
2.156603808975895e-003	6.268604e-001	5.553269e-001
2.505376130404466e-003	7.100276e-001	6.285176e-001
2.854148451833037e-003	7.828616e-001	6.926151e-001
3.202920773261609e-003	8.453626e-001	7.476195e-001
3.551693094690180e-003	8.975306e-001	7.935308e-001
3.900465416118752e-003	9.393655e-001	8.303489e-001
4.249237737547323e-003	9.708674e-001	8.580740e-001
4.598010058975893e-003	9.920362e-001	8.767059e-001
5.002585951833035e-003	9.986918e-001	8.825651e-001
5.407161844690176e-003	9.902926e-001	8.751758e-001
5.811737737547318e-003	9.668387e-001	8.545381e-001
6.216313630404459e-003	9.283301e-001	8.206519e-001
6.620889523261600e-003	8.747667e-001	7.735174e-001
7.025465416118743e-003	8.061485e-001	7.131344e-001
7.430041308975883e-003	7.224756e-001	6.395031e-001
7.653255594690168e-003	6.715439e-001	5.946849e-001
7.876469880404453e-003	6.180070e-001	5.475737e-001
8.099684166118738e-003	5.618649e-001	4.981693e-001
8.322898451833023e-003	5.031176e-001	4.464719e-001
8.546112737547308e-003	4.417651e-001	3.924813e-001
8.769327023261593e-003	3.778075e-001	3.361977e-001
8.992541308975878e-003	3.112447e-001	2.776210e-001
9.118099344690163e-003	2.733760e-001	2.442970e-001
9.243657380404448e-003	2.352317e-001	2.107303e-001
9.369215416118733e-003	1.968117e-001	1.769209e-001
9.494773451833019e-003	1.581160e-001	1.428689e-001
9.620331487547304e-003	1.191447e-001	1.085743e-001
9.745889523261589e-003	7.989766e-002	7.403701e-002
9.871447558975875e-003	4.037496e-002	3.925708e-002
1.016441630897587e-002	-5.162994e-002	-4.171170e-002
1.030392523754730e-002	-9.554246e-002	-8.035432e-002
1.044343416611873e-002	-1.390647e-001	-1.186539e-001
1.058294309469016e-002	-1.821967e-001	-1.566104e-001
1.072245202326159e-002	-2.249385e-001	-1.942238e-001
1.086196095183301e-002	-2.672900e-001	-2.314942e-001
1.100146988040444e-002	-3.092513e-001	-2.684215e-001
1.114097880897587e-002	-3.508223e-001	-3.050058e-001
1.139209488040444e-002	-4.245394e-001	-3.698776e-001
1.164321095183301e-002	-4.945937e-001	-4.315265e-001
1.189432702326158e-002	-5.609852e-001	-4.899524e-001
1.214544309469015e-002	-6.237137e-001	-5.451552e-001
1.239655916611872e-002	-6.827794e-001	-5.971352e-001
1.264767523754729e-002	-7.381823e-001	-6.458921e-001
