Freq.	V(vo)
Step Information: 1=1  (Run: 1/11)
1.38038426460288e+001	(2.86044924461005e+001dB,1.67252749242446e+002°)
1.41253754462275e+001	(2.85945392238537e+001dB,1.66965856258484e+002°)
1.44543977074592e+001	(2.85841413118868e+001dB,1.66672967657998e+002°)
1.47910838816820e+001	(2.85732799780013e+001dB,1.66373989399179e+002°)
1.51356124843620e+001	(2.85619358040137e+001dB,1.66068828111601e+002°)
1.54881661891247e+001	(2.85500886699741e+001dB,1.65757391272397e+002°)
1.58489319246110e+001	(2.85377177389142e+001dB,1.65439587393399e+002°)
1.62181009735892e+001	(2.85248014422312e+001dB,1.65115326219511e+002°)
1.65958690743755e+001	(2.85113174658227e+001dB,1.64784518938615e+002°)
1.69824365246173e+001	(2.84972427370958e+001dB,1.64447078403211e+002°)
1.73780082874936e+001	(2.84825534129809e+001dB,1.64102919364019e+002°)
1.77827941003891e+001	(2.84672248690928e+001dB,1.63751958715667e+002°)
1.81970085860997e+001	(2.84512316901842e+001dB,1.63394115754580e+002°)
1.86208713666286e+001	(2.84345476620509e+001dB,1.63029312449109e+002°)
1.90546071796323e+001	(2.84171457650525e+001dB,1.62657473721862e+002°)
1.94984459975803e+001	(2.83989981694212e+001dB,1.62278527744154e+002°)
1.99526231496887e+001	(2.83800762325394e+001dB,1.61892406242376e+002°)
2.04173794466952e+001	(2.83603504983720e+001dB,1.61499044816030e+002°)
2.08929613085403e+001	(2.83397906992474e+001dB,1.61098383267033e+002°)
2.13796208950222e+001	(2.83183657601845e+001dB,1.60690365939839e+002°)
2.18776162394954e+001	(2.82960438059685e+001dB,1.60274942071756e+002°)
2.23872113856832e+001	(2.82727921711806e+001dB,1.59852066152757e+002°)
2.29086765276776e+001	(2.82485774133886e+001dB,1.59421698293921e+002°)
2.34422881531991e+001	(2.82233653297041e+001dB,1.58983804603517e+002°)
2.39883291901947e+001	(2.81971209769127e+001dB,1.58538357569578e+002°)
2.45470891568501e+001	(2.81698086953759e+001dB,1.58085336447680e+002°)
2.51188643150956e+001	(2.81413921369003e+001dB,1.57624727652459e+002°)
2.57039578276885e+001	(2.81118342967589e+001dB,1.57156525151257e+002°)
2.63026799189536e+001	(2.80810975500391e+001dB,1.56680730858093e+002°)
2.69153480392690e+001	(2.80491436924765e+001dB,1.56197355026019e+002°)
2.75422870333815e+001	(2.80159339859177e+001dB,1.55706416635728e+002°)
2.81838293126443e+001	(2.79814292085329e+001dB,1.55207943778131e+002°)
2.88403150312659e+001	(2.79455897098764e+001dB,1.54701974028449e+002°)
2.95120922666636e+001	(2.79083754708660e+001dB,1.54188554809237e+002°)
3.01995172040199e+001	(2.78697461687208e+001dB,1.53667743739583e+002°)
3.09029543251357e+001	(2.78296612468629e+001dB,1.53139608967634e+002°)
3.16227766016836e+001	(2.77880799897514e+001dB,1.52604229483462e+002°)
3.23593656929626e+001	(2.77449616025769e+001dB,1.52061695409215e+002°)
3.31131121482589e+001	(2.77002652956983e+001dB,1.51512108263428e+002°)
3.38844156139200e+001	(2.76539503736625e+001dB,1.50955581196311e+002°)
3.46736850452529e+001	(2.76059763285925e+001dB,1.50392239192854e+002°)
3.54813389233573e+001	(2.75563029376836e+001dB,1.49822219240595e+002°)
3.63078054770099e+001	(2.75048903644940e+001dB,1.49245670458953e+002°)
3.71535229097170e+001	(2.74516992636606e+001dB,1.48662754187150e+002°)
3.80189396320558e+001	(2.73966908886226e+001dB,1.48073644027853e+002°)
3.89045144994278e+001	(2.73398272018785e+001dB,1.47478525843892e+002°)
3.98107170553494e+001	(2.72810709872536e+001dB,1.46877597705591e+002°)
4.07380277804110e+001	(2.72203859636063e+001dB,1.46271069786550e+002°)
4.16869383470332e+001	(2.71577368993541e+001dB,1.45659164206016e+002°)
4.26579518801589e+001	(2.70930897271619e+001dB,1.45042114816332e+002°)
4.36515832240163e+001	(2.70264116580949e+001dB,1.44420166934356e+002°)
4.46683592150960e+001	(2.69576712945107e+001dB,1.43793577016151e+002°)
4.57088189614871e+001	(2.68868387409396e+001dB,1.43162612274739e+002°)
4.67735141287194e+001	(2.68138857121866e+001dB,1.42527550241169e+002°)
4.78630092322634e+001	(2.67387856378791e+001dB,1.41888678269684e+002°)
4.89778819368442e+001	(2.66615137626854e+001dB,1.41246292988267e+002°)
5.01187233627268e+001	(2.65820472414393e+001dB,1.40600699696428e+002°)
5.12861383991361e+001	(2.65003652284227e+001dB,1.39952211712565e+002°)
5.24807460249768e+001	(2.64164489600906e+001dB,1.39301149673811e+002°)
5.37031796370248e+001	(2.63302818305563e+001dB,1.38647840791744e+002°)
5.49540873857620e+001	(2.62418494592069e+001dB,1.37992618067861e+002°)
5.62341325190344e+001	(2.61511397498718e+001dB,1.37335819473127e+002°)
5.75439937337152e+001	(2.60581429410331e+001dB,1.36677787096350e+002°)
5.88843655355584e+001	(2.59628516466393e+001dB,1.36018866266472e+002°)
6.02559586074353e+001	(2.58652608871617e+001dB,1.35359404654179e+002°)
6.16595001861477e+001	(2.57653681106164e+001dB,1.34699751358496e+002°)
6.30957344480188e+001	(2.56631732033652e+001dB,1.34040255984157e+002°)
6.45654229034650e+001	(2.55586784905962e+001dB,1.33381267715733e+002°)
6.60693448007590e+001	(2.54518887264826e+001dB,1.32723134394448e+002°)
6.76082975391976e+001	(2.53428110741054e+001dB,1.32066201603665e+002°)
6.91830970918930e+001	(2.52314550753216e+001dB,1.31410811768853e+002°)
7.07945784384132e+001	(2.51178326108451e+001dB,1.30757303277724e+002°)
7.24435960074984e+001	(2.50019578508943e+001dB,1.30106009625949e+002°)
7.41310241300911e+001	(2.48838471968368e+001dB,1.29457258593604e+002°)
7.58577575029177e+001	(2.47635192143384e+001dB,1.28811371457095e+002°)
7.76247116628685e+001	(2.46409945585838e+001dB,1.28168662240959e+002°)
7.94328234724274e+001	(2.45162958921987e+001dB,1.27529437013436e+002°)
8.12830516164092e+001	(2.43894477965474e+001dB,1.26893993229281e+002°)
8.31763771102664e+001	(2.42604766771220e+001dB,1.26262619122733e+002°)
8.51138038202369e+001	(2.41294106637656e+001dB,1.25635593153062e+002°)
8.70963589956073e+001	(2.39962795064953e+001dB,1.25013183504584e+002°)
8.91250938133737e+001	(2.38611144676986e+001dB,1.24395647642474e+002°)
9.12010839355901e+001	(2.37239482114795e+001dB,1.23783231925216e+002°)
9.33254300796982e+001	(2.35848146909210e+001dB,1.23176171273987e+002°)
9.54992586021427e+001	(2.34437490340194e+001dB,1.22574688898810e+002°)
9.77237220955802e+001	(2.33007874290153e+001dB,1.21978996080821e+002°)
9.99999999999991e+001	(2.31559670098246e+001dB,1.21389292009570e+002°)
1.02329299228074e+002	(2.30093257422289e+001dB,1.20805763673898e+002°)
1.04712854805089e+002	(2.28609023114489e+001dB,1.20228585804552e+002°)
1.07151930523760e+002	(2.27107360116774e+001dB,1.19657920866383e+002°)
1.09647819614317e+002	(2.25588666380996e+001dB,1.19093919097732e+002°)
1.12201845430195e+002	(2.24053343818776e+001dB,1.18536718594328e+002°)
1.14815362149687e+002	(2.22501797285251e+001dB,1.17986445434884e+002°)
1.17489755493952e+002	(2.20934433600440e+001dB,1.17443213845404e+002°)
1.20226443461740e+002	(2.19351660611410e+001dB,1.16907126399118e+002°)
1.23026877081237e+002	(2.17753886297924e+001dB,1.16378274248901e+002°)
1.25892541179416e+002	(2.16141517923721e+001dB,1.15856737388999e+002°)
1.28824955169312e+002	(2.14514961235100e+001dB,1.15342584942897e+002°)
1.31825673855639e+002	(2.12874619708019e+001dB,1.14835875474192e+002°)
1.34896288259164e+002	(2.11220893844464e+001dB,1.14336657317397e+002°)
1.38038426460287e+002	(2.09554180518443e+001dB,1.13844968925704e+002°)
1.41253754462274e+002	(2.07874872371588e+001dB,1.13360839232821e+002°)
1.44543977074591e+002	(2.06183357257995e+001dB,1.12884288026133e+002°)
1.47910838816819e+002	(2.04480017737616e+001dB,1.12415326328582e+002°)
1.51356124843619e+002	(2.02765230617261e+001dB,1.11953956786797e+002°)
1.54881661891247e+002	(2.01039366538003e+001dB,1.11500174063178e+002°)
1.58489319246110e+002	(1.99302789607587e+001dB,1.11053965229789e+002°)
1.62181009735891e+002	(1.97555857076258e+001dB,1.10615310162094e+002°)
1.65958690743754e+002	(1.95798919054282e+001dB,1.10184181930731e+002°)
1.69824365246173e+002	(1.94032318269305e+001dB,1.09760547189681e+002°)
1.73780082874936e+002	(1.92256389861634e+001dB,1.09344366559373e+002°)
1.77827941003890e+002	(1.90471461215415e+001dB,1.08935595003401e+002°)
1.81970085860996e+002	(1.88677851823684e+001dB,1.08534182197705e+002°)
1.86208713666285e+002	(1.86875873185208e+001dB,1.08140072891204e+002°)
1.90546071796323e+002	(1.85065828731072e+001dB,1.07753207257012e+002°)
1.94984459975802e+002	(1.83248013778928e+001dB,1.07373521233514e+002°)
1.99526231496886e+002	(1.81422715512900e+001dB,1.07000946854684e+002°)
2.04173794466951e+002	(1.79590212987161e+001dB,1.06635412569160e+002°)
2.08929613085402e+002	(1.77750777151224e+001dB,1.06276843547696e+002°)
2.13796208950221e+002	(1.75904670895103e+001dB,1.05925161978706e+002°)
2.18776162394953e+002	(1.74052149112515e+001dB,1.05580287351706e+002°)
2.23872113856832e+002	(1.72193458780391e+001dB,1.05242136728561e+002°)
2.29086765276775e+002	(1.70328839053060e+001dB,1.04910625002486e+002°)
2.34422881531990e+002	(1.68458521369502e+001dB,1.04585665144846e+002°)
2.39883291901946e+002	(1.66582729572194e+001dB,1.04267168439848e+002°)
2.45470891568500e+002	(1.64701680036151e+001dB,1.03955044707267e+002°)
2.51188643150955e+002	(1.62815581806809e+001dB,1.03649202513403e+002°)
2.57039578276884e+002	(1.60924636745541e+001dB,1.03349549370493e+002°)
2.63026799189535e+002	(1.59029039681633e+001dB,1.03055991924857e+002°)
2.69153480392689e+002	(1.57128978569645e+001dB,1.02768436134052e+002°)
2.75422870333814e+002	(1.55224634651171e+001dB,1.02486787433372e+002°)
2.81838293126442e+002	(1.53316182620061e+001dB,1.02210950892004e+002°)
2.88403150312657e+002	(1.51403790790280e+001dB,1.01940831359224e+002°)
2.95120922666635e+002	(1.49487621265608e+001dB,1.01676333600958e+002°)
3.01995172040198e+002	(1.47567830110488e+001dB,1.01417362427103e+002°)
3.09029543251356e+002	(1.45644567521375e+001dB,1.01163822809972e+002°)
3.16227766016834e+002	(1.43717977997994e+001dB,1.00915619994237e+002°)
3.23593656929625e+002	(1.41788200514000e+001dB,1.00672659598746e+002°)
3.31131121482587e+002	(1.39855368686546e+001dB,1.00434847710589e+002°)
3.38844156139199e+002	(1.37919610944362e+001dB,1.00202090971782e+002°)
3.46736850452528e+002	(1.35981050693955e+001dB,9.99742966589237e+001°)
3.54813389233572e+002	(1.34039806483604e+001dB,9.97513727561897e+001°)
3.63078054770097e+002	(1.32095992164872e+001dB,9.95332280220088e+001°)
3.71535229097168e+002	(1.30149717051371e+001dB,9.93197720497558e+001°)
3.80189396320557e+002	(1.28201086074575e+001dB,9.91109153227938e+001°)
3.89045144994276e+002	(1.26250199936495e+001dB,9.89065692641821e+001°)
3.98107170553493e+002	(1.24297155259063e+001dB,9.87066462813573e+001°)
4.07380277804108e+002	(1.22342044730099e+001dB,9.85110598060837e+001°)
4.16869383470331e+002	(1.20384957245764e+001dB,9.83197243299580e+001°)
