Freq.	V(vo)
9.33254300796989e-001	(2.89680512359737e+001dB,1.79022953825313e+002°)
9.54992586021434e-001	(2.89679917257067e+001dB,1.79000200063082e+002°)
9.77237220955809e-001	(2.89679294116811e+001dB,1.78976916624173e+002°)
9.99999999999998e-001	(2.89678641618443e+001dB,1.78953091194174e+002°)
1.02329299228075e+000	(2.89677958379281e+001dB,1.78928711173504e+002°)
1.04712854805090e+000	(2.89677242951570e+001dB,1.78903763670883e+002°)
1.07151930523760e+000	(2.89676493819421e+001dB,1.78878235496675e+002°)
1.09647819614318e+000	(2.89675709395612e+001dB,1.78852113156064e+002°)
1.12201845430196e+000	(2.89674888018233e+001dB,1.78825382842103e+002°)
1.14815362149688e+000	(2.89674027947180e+001dB,1.78798030428593e+002°)
1.17489755493953e+000	(2.89673127360482e+001dB,1.78770041462816e+002°)
1.20226443461741e+000	(2.89672184350457e+001dB,1.78741401158113e+002°)
1.23026877081238e+000	(2.89671196919684e+001dB,1.78712094386294e+002°)
1.25892541179416e+000	(2.89670162976795e+001dB,1.78682105669894e+002°)
1.28824955169313e+000	(2.89669080332062e+001dB,1.78651419174256e+002°)
1.31825673855640e+000	(2.89667946692780e+001dB,1.78620018699448e+002°)
1.34896288259165e+000	(2.89666759658440e+001dB,1.78587887672011e+002°)
1.38038426460288e+000	(2.89665516715668e+001dB,1.78555009136529e+002°)
1.41253754462275e+000	(2.89664215232934e+001dB,1.78521365747025e+002°)
1.44543977074592e+000	(2.89662852455010e+001dB,1.78486939758176e+002°)
1.47910838816820e+000	(2.89661425497173e+001dB,1.78451713016344e+002°)
1.51356124843620e+000	(2.89659931339136e+001dB,1.78415666950428e+002°)
1.54881661891248e+000	(2.89658366818694e+001dB,1.78378782562520e+002°)
1.58489319246111e+000	(2.89656728625081e+001dB,1.78341040418378e+002°)
1.62181009735892e+000	(2.89655013292010e+001dB,1.78302420637700e+002°)
1.65958690743756e+000	(2.89653217190394e+001dB,1.78262902884210e+002°)
1.69824365246174e+000	(2.89651336520728e+001dB,1.78222466355540e+002°)
1.73780082874937e+000	(2.89649367305115e+001dB,1.78181089772917e+002°)
1.77827941003892e+000	(2.89647305378927e+001dB,1.78138751370646e+002°)
1.81970085860998e+000	(2.89645146382071e+001dB,1.78095428885387e+002°)
1.86208713666286e+000	(2.89642885749858e+001dB,1.78051099545234e+002°)
1.90546071796324e+000	(2.89640518703446e+001dB,1.78005740058576e+002°)
1.94984459975804e+000	(2.89638040239841e+001dB,1.77959326602763e+002°)
1.99526231496887e+000	(2.89635445121435e+001dB,1.77911834812546e+002°)
2.04173794466952e+000	(2.89632727865062e+001dB,1.77863239768320e+002°)
2.08929613085403e+000	(2.89629882730547e+001dB,1.77813515984147e+002°)
2.13796208950223e+000	(2.89626903708734e+001dB,1.77762637395568e+002°)
2.18776162394955e+000	(2.89623784508949e+001dB,1.77710577347209e+002°)
2.23872113856833e+000	(2.89620518545903e+001dB,1.77657308580159e+002°)
2.29086765276777e+000	(2.89617098925982e+001dB,1.77602803219154e+002°)
2.34422881531991e+000	(2.89613518432909e+001dB,1.77547032759538e+002°)
2.39883291901948e+000	(2.89609769512754e+001dB,1.77489968054017e+002°)
2.45470891568502e+000	(2.89605844258257e+001dB,1.77431579299204e+002°)
2.51188643150957e+000	(2.89601734392426e+001dB,1.77371836021957e+002°)
2.57039578276886e+000	(2.89597431251401e+001dB,1.77310707065518e+002°)
2.63026799189537e+000	(2.89592925766526e+001dB,1.77248160575445e+002°)
2.69153480392691e+000	(2.89588208445609e+001dB,1.77184163985350e+002°)
2.75422870333816e+000	(2.89583269353334e+001dB,1.77118684002449e+002°)
2.81838293126444e+000	(2.89578098090781e+001dB,1.77051686592917e+002°)
2.88403150312660e+000	(2.89572683774021e+001dB,1.76983136967072e+002°)
2.95120922666637e+000	(2.89567015011746e+001dB,1.76912999564379e+002°)
3.01995172040200e+000	(2.89561079881891e+001dB,1.76841238038289e+002°)
3.09029543251358e+000	(2.89554865907204e+001dB,1.76767815240925e+002°)
3.16227766016837e+000	(2.89548360029722e+001dB,1.76692693207619e+002°)
3.23593656929627e+000	(2.89541548584100e+001dB,1.76615833141311e+002°)
3.31131121482590e+000	(2.89534417269762e+001dB,1.76537195396828e+002°)
3.38844156139201e+000	(2.89526951121796e+001dB,1.76456739465052e+002°)
3.46736850452530e+000	(2.89519134480574e+001dB,1.76374423956997e+002°)
3.54813389233574e+000	(2.89510950960016e+001dB,1.76290206587800e+002°)
3.63078054770100e+000	(2.89502383414460e+001dB,1.76204044160660e+002°)
3.71535229097171e+000	(2.89493413904075e+001dB,1.76115892550738e+002°)
3.80189396320560e+000	(2.89484023658760e+001dB,1.76025706689032e+002°)
3.89045144994279e+000	(2.89474193040460e+001dB,1.75933440546266e+002°)
3.98107170553496e+000	(2.89463901503860e+001dB,1.75839047116807e+002°)
4.07380277804111e+000	(2.89453127555357e+001dB,1.75742478402648e+002°)
4.16869383470334e+000	(2.89441848710282e+001dB,1.75643685397476e+002°)
4.26579518801591e+000	(2.89430041448270e+001dB,1.75542618070874e+002°)
4.36515832240164e+000	(2.89417681166740e+001dB,1.75439225352676e+002°)
4.46683592150961e+000	(2.89404742132382e+001dB,1.75333455117530e+002°)
4.57088189614873e+000	(2.89391197430608e+001dB,1.75225254169703e+002°)
4.67735141287196e+000	(2.89377018912866e+001dB,1.75114568228171e+002°)
4.78630092322636e+000	(2.89362177141766e+001dB,1.75001341912057e+002°)
4.89778819368444e+000	(2.89346641333913e+001dB,1.74885518726455e+002°)
5.01187233627270e+000	(2.89330379300397e+001dB,1.74767041048701e+002°)
5.12861383991363e+000	(2.89313357384836e+001dB,1.74645850115166e+002°)
5.24807460249770e+000	(2.89295540398905e+001dB,1.74521886008618e+002°)
5.37031796370250e+000	(2.89276891555268e+001dB,1.74395087646234e+002°)
5.49540873857622e+000	(2.89257372397818e+001dB,1.74265392768340e+002°)
5.62341325190346e+000	(2.89236942729170e+001dB,1.74132737927957e+002°)
5.75439937337154e+000	(2.89215560535292e+001dB,1.73997058481235e+002°)
5.88843655355586e+000	(2.89193181907214e+001dB,1.73858288578888e+002°)
6.02559586074355e+000	(2.89169760959733e+001dB,1.73716361158696e+002°)
6.16595001861479e+000	(2.89145249747017e+001dB,1.73571207939220e+002°)
6.30957344480190e+000	(2.89119598175052e+001dB,1.73422759414809e+002°)
6.45654229034652e+000	(2.89092753910840e+001dB,1.73270944852041e+002°)
6.60693448007593e+000	(2.89064662288281e+001dB,1.73115692287717e+002°)
6.76082975391978e+000	(2.89035266210669e+001dB,1.72956928528545e+002°)
6.91830970918933e+000	(2.89004506049731e+001dB,1.72794579152664e+002°)
7.07945784384134e+000	(2.88972319541163e+001dB,1.72628568513155e+002°)
7.24435960074986e+000	(2.88938641676579e+001dB,1.72458819743704e+002°)
7.41310241300914e+000	(2.88903404591863e+001dB,1.72285254766588e+002°)
7.58577575029180e+000	(2.88866537451850e+001dB,1.72107794303168e+002°)
7.76247116628688e+000	(2.88827966331318e+001dB,1.71926357887084e+002°)
7.94328234724277e+000	(2.88787614092276e+001dB,1.71740863880337e+002°)
8.12830516164095e+000	(2.88745400257521e+001dB,1.71551229492499e+002°)
8.31763771102667e+000	(2.88701240880486e+001dB,1.71357370803248e+002°)
8.51138038202372e+000	(2.88655048411373e+001dB,1.71159202788475e+002°)
8.70963589956076e+000	(2.88606731559626e+001dB,1.70956639350217e+002°)
8.91250938133741e+000	(2.88556195152787e+001dB,1.70749593350656e+002°)
9.12010839355905e+000	(2.88503339991793e+001dB,1.70537976650462e+002°)
9.33254300796986e+000	(2.88448062702826e+001dB,1.70321700151768e+002°)
9.54992586021431e+000	(2.88390255585825e+001dB,1.70100673846055e+002°)
9.77237220955806e+000	(2.88329806459795e+001dB,1.69874806867259e+002°)
9.99999999999995e+000	(2.88266598505092e+001dB,1.69644007550414e+002°)
1.02329299228075e+001	(2.88200510102892e+001dB,1.69408183496149e+002°)
1.04712854805089e+001	(2.88131414672063e+001dB,1.69167241641383e+002°)
1.07151930523760e+001	(2.88059180503738e+001dB,1.68921088336560e+002°)
1.09647819614318e+001	(2.87983670593880e+001dB,1.68669629429765e+002°)
1.12201845430196e+001	(2.87904742474209e+001dB,1.68412770358101e+002°)
1.14815362149688e+001	(2.87822248041892e+001dB,1.68150416246681e+002°)
1.17489755493952e+001	(2.87736033388441e+001dB,1.67882472015598e+002°)
1.20226443461741e+001	(2.87645938628341e+001dB,1.67608842495275e+002°)
1.23026877081237e+001	(2.87551797727943e+001dB,1.67329432550538e+002°)
1.25892541179416e+001	(2.87453438335275e+001dB,1.67044147213809e+002°)
1.28824955169313e+001	(2.87350681611423e+001dB,1.66752891827785e+002°)
1.31825673855640e+001	(2.87243342064258e+001dB,1.66455572197953e+002°)
1.34896288259165e+001	(2.87131227385316e+001dB,1.66152094755322e+002°)
1.38038426460288e+001	(2.87014138290724e+001dB,1.65842366729692e+002°)
1.41253754462275e+001	(2.86891868367143e+001dB,1.65526296333786e+002°)
1.44543977074592e+001	(2.86764203923779e+001dB,1.65203792958565e+002°)
1.47910838816820e+001	(2.86630923851577e+001dB,1.64874767379976e+002°)
1.51356124843620e+001	(2.86491799490816e+001dB,1.64539131977402e+002°)
1.54881661891247e+001	(2.86346594508399e+001dB,1.64196800964002e+002°)
1.58489319246110e+001	(2.86195064786207e+001dB,1.63847690629116e+002°)
1.62181009735892e+001	(2.86036958321987e+001dB,1.63491719592848e+002°)
1.65958690743755e+001	(2.85872015144311e+001dB,1.63128809072872e+002°)
1.69824365246173e+001	(2.85699967243244e+001dB,1.62758883163472e+002°)
1.73780082874936e+001	(2.85520538518412e+001dB,1.62381869126722e+002°)
1.77827941003891e+001	(2.85333444746268e+001dB,1.61997697695655e+002°)
1.81970085860997e+001	(2.85138393568390e+001dB,1.61606303389162e+002°)
1.86208713666286e+001	(2.84935084502736e+001dB,1.61207624838298e+002°)
1.90546071796323e+001	(2.84723208979827e+001dB,1.60801605123522e+002°)
1.94984459975803e+001	(2.84502450405852e+001dB,1.60388192122319e+002°)
1.99526231496887e+001	(2.84272484254770e+001dB,1.59967338866524e+002°)
2.04173794466952e+001	(2.84032978191446e+001dB,1.59539003908514e+002°)
2.08929613085403e+001	(2.83783592227906e+001dB,1.59103151695330e+002°)
2.13796208950222e+001	(2.83523978914765e+001dB,1.58659752949613e+002°)
2.18776162394954e+001	(2.83253783569834e+001dB,1.58208785056116e+002°)
2.23872113856832e+001	(2.82972644545885e+001dB,1.57750232452359e+002°)
2.29086765276776e+001	(2.82680193539439e+001dB,1.57284087021865e+002°)
2.34422881531991e+001	(2.82376055942371e+001dB,1.56810348488235e+002°)
2.39883291901947e+001	(2.82059851237949e+001dB,1.56329024808141e+002°)
2.45470891568501e+001	(2.81731193442799e+001dB,1.55840132561169e+002°)
2.51188643150956e+001	(2.81389691596057e+001dB,1.55343697334264e+002°)
2.57039578276885e+001	(2.81034950296773e+001dB,1.54839754098369e+002°)
2.63026799189536e+001	(2.80666570290326e+001dB,1.54328347574715e+002°)
2.69153480392690e+001	(2.80284149104356e+001dB,1.53809532588037e+002°)
2.75422870333815e+001	(2.79887281734355e+001dB,1.53283374403906e+002°)
2.81838293126443e+001	(2.79475561378705e+001dB,1.52749949047219e+002°)
2.88403150312659e+001	(2.79048580222555e+001dB,1.52209343598809e+002°)
2.95120922666636e+001	(2.78605930269491e+001dB,1.51661656467062e+002°)
3.01995172040199e+001	(2.78147204219506e+001dB,1.51106997631380e+002°)
3.09029543251357e+001	(2.77671996391294e+001dB,1.50545488854315e+002°)
3.16227766016836e+001	(2.77179903686374e+001dB,1.49977263859209e+002°)
3.23593656929626e+001	(2.76670526592059e+001dB,1.49402468470245e+002°)
3.31131121482589e+001	(2.76143470219735e+001dB,1.48821260711859e+002°)
3.38844156139200e+001	(2.75598345374394e+001dB,1.48233810864656e+002°)
3.46736850452529e+001	(2.75034769650842e+001dB,1.47640301475079e+002°)
3.54813389233573e+001	(2.74452368551472e+001dB,1.47040927316342e+002°)
3.63078054770099e+001	(2.73850776620024e+001dB,1.46435895298371e+002°)
3.71535229097170e+001	(2.73229638585262e+001dB,1.45825424324800e+002°)
3.80189396320558e+001	(2.72588610508086e+001dB,1.45209745095423e+002°)
3.89045144994278e+001	(2.71927360925218e+001dB,1.44589099852868e+002°)
3.98107170553494e+001	(2.71245571982270e+001dB,1.43963742072693e+002°)
4.07380277804110e+001	(2.70542940548748e+001dB,1.43333936096557e+002°)
4.16869383470332e+001	(2.69819179307356e+001dB,1.42699956708576e+002°)
4.26579518801589e+001	(2.69074017809866e+001dB,1.42062088655526e+002°)
4.36515832240163e+001	(2.68307203491787e+001dB,1.41420626112024e+002°)
4.46683592150960e+001	(2.67518502638153e+001dB,1.40775872092385e+002°)
4.57088189614871e+001	(2.66707701292892e+001dB,1.40128137811381e+002°)
4.67735141287194e+001	(2.65874606104516e+001dB,1.39477741996633e+002°)
4.78630092322634e+001	(2.65019045101233e+001dB,1.38825010155917e+002°)
4.89778819368442e+001	(2.64140868388999e+001dB,1.38170273803122e+002°)
5.01187233627268e+001	(2.63239948766612e+001dB,1.37513869647076e+002°)
5.12861383991361e+001	(2.62316182252537e+001dB,1.36856138747870e+002°)
5.24807460249768e+001	(2.61369488518885e+001dB,1.36197425645697e+002°)
5.37031796370248e+001	(2.60399811228700e+001dB,1.35538077467513e+002°)
5.49540873857620e+001	(2.59407118273579e+001dB,1.34878443017124e+002°)
5.62341325190344e+001	(2.58391401909492e+001dB,1.34218871854478e+002°)
5.75439937337152e+001	(2.57352678789578e+001dB,1.33559713370078e+002°)
5.88843655355584e+001	(2.56290989893634e+001dB,1.32901315860484e+002°)
6.02559586074353e+001	(2.55206400354924e+001dB,1.32244025610865e+002°)
6.16595001861477e+001	(2.54098999185853e+001dB,1.31588185990481e+002°)
6.30957344480188e+001	(2.52968898904973e+001dB,1.30934136566810e+002°)
6.45654229034650e+001	(2.51816235068603e+001dB,1.30282212243819e+002°)
6.60693448007590e+001	(2.50641165711191e+001dB,1.29632742429600e+002°)
6.76082975391976e+001	(2.49443870699267e+001dB,1.28986050238240e+002°)
6.91830970918930e+001	(2.48224551004525e+001dB,1.28342451730417e+002°)
7.07945784384132e+001	(2.46983427902161e+001dB,1.27702255196760e+002°)
7.24435960074984e+001	(2.45720742101096e+001dB,1.27065760487559e+002°)
7.41310241300911e+001	(2.44436752813141e+001dB,1.26433258391888e+002°)
7.58577575029177e+001	(2.43131736768470e+001dB,1.25805030068711e+002°)
7.76247116628685e+001	(2.41805987185008e+001dB,1.25181346531990e+002°)
7.94328234724274e+001	(2.40459812699445e+001dB,1.24562468191288e+002°)
8.12830516164092e+001	(2.39093536267650e+001dB,1.23948644448828e+002°)
8.31763771102664e+001	(2.37707494042195e+001dB,1.23340113353460e+002°)
8.51138038202369e+001	(2.36302034234555e+001dB,1.22737101311490e+002°)
8.70963589956073e+001	(2.34877515969353e+001dB,1.22139822853833e+002°)
8.91250938133737e+001	(2.33434308137728e+001dB,1.21548480458549e+002°)
9.12010839355901e+001	(2.31972788256549e+001dB,1.20963264427375e+002°)
9.33254300796982e+001	(2.30493341339817e+001dB,1.20384352814532e+002°)
9.54992586021427e+001	(2.28996358788147e+001dB,1.19811911405724e+002°)
9.77237220955802e+001	(2.27482237301737e+001dB,1.19246093744999e+002°)
9.99999999999991e+001	(2.25951377821751e+001dB,1.18687041206867e+002°)
1.02329299228074e+002	(2.24404184504495e+001dB,1.18134883110898e+002°)
1.04712854805089e+002	(2.22841063732256e+001dB,1.17589736875840e+002°)
1.07151930523760e+002	(2.21262423164139e+001dB,1.17051708210223e+002°)
1.09647819614317e+002	(2.19668670829698e+001dB,1.16520891336290e+002°)
1.12201845430195e+002	(2.18060214267686e+001dB,1.15997369244107e+002°)
1.14815362149687e+002	(2.16437459711681e+001dB,1.15481213972658e+002°)
1.17489755493952e+002	(2.14800811323962e+001dB,1.14972486914799e+002°)
1.20226443461740e+002	(2.13150670478477e+001dB,1.14471239142965e+002°)
1.23026877081237e+002	(2.11487435093392e+001dB,1.13977511752628e+002°)
1.25892541179416e+002	(2.09811499013282e+001dB,1.13491336220601e+002°)
1.28824955169312e+002	(2.08123251440686e+001dB,1.13012734775399e+002°)
1.31825673855639e+002	(2.06423076416443e+001dB,1.12541720777007e+002°)
1.34896288259164e+002	(2.04711352347904e+001dB,1.12078299103554e+002°)
1.38038426460287e+002	(2.02988451583906e+001dB,1.11622466542543e+002°)
1.41253754462274e+002	(2.01254740035141e+001dB,1.11174212184460e+002°)
1.44543977074591e+002	(1.99510576838392e+001dB,1.10733517816736e+002°)
1.47910838816819e+002	(1.97756314062943e+001dB,1.10300358316221e+002°)
1.51356124843619e+002	(1.95992296457337e+001dB,1.09874702038487e+002°)
1.54881661891247e+002	(1.94218861234582e+001dB,1.09456511202438e+002°)
1.58489319246110e+002	(1.92436337893813e+001dB,1.09045742268877e+002°)
1.62181009735891e+002	(1.90645048076368e+001dB,1.08642346311840e+002°)
1.65958690743754e+002	(1.88845305454229e+001dB,1.08246269381630e+002°)
1.69824365246173e+002	(1.87037415648756e+001dB,1.07857452858665e+002°)
1.73780082874936e+002	(1.85221676177647e+001dB,1.07475833797368e+002°)
1.77827941003890e+002	(1.83398376428094e+001dB,1.07101345259450e+002°)
1.81970085860996e+002	(1.81567797654144e+001dB,1.06733916636072e+002°)
1.86208713666285e+002	(1.79730212996294e+001dB,1.06373473958480e+002°)
1.90546071796323e+002	(1.77885887521456e+001dB,1.06019940196796e+002°)
1.94984459975802e+002	(1.76035078281447e+001dB,1.05673235546753e+002°)
1.99526231496886e+002	(1.74178034388252e+001dB,1.05333277704253e+002°)
2.04173794466951e+002	(1.72314997104390e+001dB,1.04999982127681e+002°)
2.08929613085402e+002	(1.70446199946780e+001dB,1.04673262288009e+002°)
2.13796208950221e+002	(1.68571868802594e+001dB,1.04353029906751e+002°)
2.18776162394953e+002	(1.66692222055665e+001dB,1.04039195181917e+002°)
2.23872113856832e+002	(1.64807470722106e+001dB,1.03731667002134e+002°)
2.29086765276775e+002	(1.62917818593876e+001dB,1.03430353149165e+002°)
2.34422881531990e+002	(1.61023462389114e+001dB,1.03135160489079e+002°)
2.39883291901946e+002	(1.59124591908147e+001dB,1.02845995152348e+002°)
2.45470891568500e+002	(1.57221390194146e+001dB,1.02562762703206e+002°)
2.51188643150955e+002	(1.55314033697506e+001dB,1.02285368298574e+002°)
2.57039578276884e+002	(1.53402692443063e+001dB,1.02013716836915e+002°)
2.63026799189535e+002	(1.51487530199370e+001dB,1.01747713097377e+002°)
2.69153480392689e+002	(1.49568704649303e+001dB,1.01487261869574e+002°)
2.75422870333814e+002	(1.47646367561331e+001dB,1.01232268074406e+002°)
2.81838293126442e+002	(1.45720664960852e+001dB,1.00982636876262e+002°)
2.88403150312657e+002	(1.43791737301067e+001dB,1.00738273787010e+002°)
2.95120922666635e+002	(1.41859719632886e+001dB,1.00499084762123e+002°)
3.01995172040198e+002	(1.39924741773445e+001dB,1.00264976289328e+002°)
3.09029543251356e+002	(1.37986928472854e+001dB,1.00035855470135e+002°)
3.16227766016834e+002	(1.36046399578817e+001dB,9.98116300945992e+001°)
3.23593656929625e+002	(1.34103270198843e+001dB,9.95922087096819e+001°)
3.31131121482587e+002	(1.32157650859774e+001dB,9.93775006815279e+001°)
3.38844156139199e+002	(1.30209647664422e+001dB,9.91674162520112e+001°)
3.46736850452528e+002	(1.28259362445105e+001dB,9.89618665898585e+001°)
3.54813389233572e+002	(1.26306892913938e+001dB,9.87607638366641e+001°)
3.63078054770097e+002	(1.24352332809736e+001dB,9.85640211480958e+001°)
3.71535229097168e+002	(1.22395772041427e+001dB,9.83715527305782e+001°)
3.80189396320557e+002	(1.20437296827885e+001dB,9.81832738737309e+001°)
3.89045144994276e+002	(1.18476989834128e+001dB,9.79991009788262e+001°)
3.98107170553493e+002	(1.16514930303830e+001dB,9.78189515835193e+001°)
4.07380277804108e+002	(1.14551194188128e+001dB,9.76427443830940e+001°)
4.16869383470331e+002	(1.12585854270696e+001dB,9.74703992484536e+001°)
4.26579518801588e+002	(1.10618980289111e+001dB,9.73018372410771e+001°)
4.36515832240161e+002	(1.08650639052512e+001dB,9.71369806251502e+001°)
4.46683592150958e+002	(1.06680894555573e+001dB,9.69757528770684e+001°)
4.57088189614870e+002	(1.04709808088840e+001dB,9.68180786925005e+001°)
