time	V(vin)	V(vout)
1.763602887427549e-002	-6.761406e-001	6.827393e+000
1.775918910027997e-002	-6.472043e-001	6.538391e+000
1.788234932628444e-002	-6.173229e-001	6.239932e+000
1.800550955228891e-002	-5.864964e-001	5.932017e+000
1.812866977829338e-002	-5.547249e-001	5.614645e+000
1.825183000429785e-002	-5.220083e-001	5.287817e+000
1.825488176211036e-002	-5.211903e-001	5.279646e+000
1.844256486757912e-002	-4.695161e-001	4.763406e+000
1.863024797304788e-002	-4.166812e-001	4.235535e+000
1.881793107851664e-002	-3.626854e-001	3.696032e+000
1.900561418398540e-002	-3.075288e-001	3.144898e+000
1.919329728945417e-002	-2.512113e-001	2.582132e+000
1.938098039492293e-002	-1.937331e-001	2.007734e+000
1.956866350039169e-002	-1.350940e-001	1.421705e+000
1.963275041445419e-002	-1.150987e-001	1.221868e+000
1.969683732851670e-002	-9.507709e-002	1.021765e+000
1.976092424257920e-002	-7.502912e-002	8.213940e-001
1.982501115664171e-002	-5.495482e-002	6.207566e-001
1.988909807070421e-002	-3.485418e-002	4.198525e-001
1.995318498476672e-002	-1.472721e-002	2.186815e-001
2.001727189882922e-002	5.426100e-003	1.724378e-002
2.002490129336047e-002	7.822893e-003	-6.713031e-003
2.011360971129871e-002	3.568397e-002	-2.851104e-001
2.011448914464819e-002	3.596007e-002	-2.848331e-001
2.011536857799767e-002	3.623617e-002	-2.845330e-001
2.011624801134715e-002	3.651227e-002	-2.842100e-001
2.011712744469663e-002	3.678837e-002	-2.838641e-001
2.011800687804611e-002	3.706446e-002	-2.834954e-001
2.011888631139559e-002	3.734055e-002	-2.831039e-001
2.011976574474507e-002	3.761664e-002	-2.826895e-001
2.012048493183804e-002	3.784242e-002	-2.856642e-001
2.012907823373055e-002	4.054001e-002	-2.819459e-001
2.012937286728216e-002	4.063250e-002	-2.838452e-001
2.012975320787286e-002	4.075189e-002	-2.875848e-001
2.013479578167995e-002	4.233469e-002	-2.852851e-001
2.013510275629685e-002	4.243104e-002	-2.851552e-001
2.013560609436343e-002	4.258903e-002	-2.901526e-001
2.013623755579892e-002	4.278722e-002	-3.061435e-001
2.013649014037312e-002	4.286650e-002	-3.120980e-001
2.013699530952151e-002	4.302506e-002	-3.221237e-001
2.013800564781830e-002	4.334217e-002	-3.379489e-001
2.013901806120507e-002	4.365993e-002	-3.493495e-001
2.014060163395345e-002	4.415694e-002	-3.620304e-001
2.014236164976562e-002	4.470932e-002	-3.717374e-001
2.014483991834398e-002	4.548710e-002	-3.820170e-001
2.014748301263094e-002	4.631658e-002	-3.911266e-001
2.015818072642655e-002	4.967349e-002	-4.250335e-001
2.030017670788615e-002	9.438134e-002	-8.719309e-001
2.044217268934575e-002	1.386834e-001	-1.314790e+000
2.058416867080535e-002	1.825797e-001	-1.753610e+000
2.072616465226495e-002	2.260703e-001	-2.188392e+000
2.086816063372455e-002	2.691551e-001	-2.619135e+000
2.101015661518415e-002	3.118341e-001	-3.045839e+000
2.115215259664375e-002	3.541074e-001	-3.468505e+000
2.145878967033167e-002	4.424173e-001	-4.351529e+000
2.175094872238057e-002	5.240164e-001	-5.167538e+000
2.204310777442947e-002	5.998036e-001	-5.925509e+000
2.233526682647837e-002	6.697791e-001	-6.625442e+000
2.262742587852728e-002	7.339427e-001	-7.267336e+000
2.291958493057618e-002	7.922945e-001	-7.851193e+000
2.321174398262508e-002	8.448344e-001	-8.377011e+000
2.350390303467398e-002	8.915625e-001	-8.844790e+000
2.404736438435887e-002	9.543848e-001	-9.474244e+000
2.459082573404377e-002	9.894500e-001	-9.826217e+000
2.513428708372867e-002	9.967581e-001	-9.900709e+000
2.567774843341356e-002	9.763090e-001	-9.697720e+000
2.622120978309846e-002	9.281028e-001	-9.217250e+000
2.676467113278335e-002	8.521395e-001	-8.459299e+000
2.730813248246825e-002	7.484190e-001	-7.423867e+000
2.754311783403076e-002	6.974638e-001	-6.915025e+000
2.777069177376292e-002	6.437176e-001	-6.378241e+000
2.799826571349507e-002	5.874395e-001	-5.816113e+000
2.822583965322723e-002	5.286296e-001	-5.228639e+000
2.845341359295939e-002	4.672879e-001	-4.615820e+000
2.868098753269155e-002	4.034144e-001	-3.977656e+000
2.890856147242370e-002	3.370090e-001	-3.314147e+000
2.913613541215586e-002	2.680719e-001	-2.625293e+000
2.924415729073869e-002	2.351328e-001	-2.296109e+000
2.935217916932152e-002	2.020191e-001	-1.965185e+000
2.946020104790435e-002	1.687309e-001	-1.632519e+000
2.956822292648718e-002	1.352681e-001	-1.298113e+000
2.967624480507001e-002	1.016307e-001	-9.619651e-001
2.978426668365284e-002	6.781867e-002	-6.240766e-001
2.989228856223566e-002	3.383209e-002	-2.844471e-001
2.989950721779653e-002	3.156549e-002	-2.866303e-001
2.989965131949506e-002	3.152025e-002	-2.866752e-001
2.989993952289214e-002	3.142975e-002	-2.856503e-001
2.990012914801890e-002	3.137021e-002	-2.842219e-001
2.990031771912309e-002	3.131099e-002	-2.835505e-001
2.990535749041941e-002	2.972844e-002	-2.852145e-001
2.990566467654066e-002	2.963198e-002	-2.853105e-001
2.990619257564117e-002	2.946621e-002	-2.817015e-001
2.990672161116075e-002	2.930008e-002	-2.726001e-001
2.990719504436204e-002	2.915141e-002	-2.647286e-001
2.990782301022784e-002	2.895421e-002	-2.567090e-001
2.990885358597301e-002	2.863058e-002	-2.458996e-001
2.990994565987762e-002	2.828763e-002	-2.375584e-001
2.991178012258269e-002	2.771154e-002	-2.269619e-001
2.991373362913559e-002	2.709806e-002	-2.186803e-001
2.991673258233489e-002	2.615625e-002	-2.079418e-001
2.991996093600271e-002	2.514236e-002	-1.975616e-001
2.998269499139436e-002	5.436502e-003	-4.933677e-004
3.003604884085008e-002	-1.133659e-002	1.671594e-001
3.008940269030580e-002	-2.809474e-002	3.346653e-001
3.014275653976152e-002	-4.483795e-002	5.020243e-001
3.019611038921725e-002	-6.156622e-002	6.692364e-001
3.024946423867297e-002	-7.827955e-002	8.363017e-001
3.030281808812869e-002	-9.497793e-002	1.003220e+000
3.035617193758441e-002	-1.116614e-001	1.169991e+000
3.046799575904640e-002	-1.466018e-001	1.519272e+000
3.057981958050839e-002	-1.812554e-001	1.865697e+000
3.069164340197038e-002	-2.156223e-001	2.209266e+000
3.080346722343236e-002	-2.497024e-001	2.549979e+000
3.091529104489435e-002	-2.834957e-001	2.887836e+000
3.102711486635634e-002	-3.170022e-001	3.222838e+000
3.113893868781833e-002	-3.502220e-001	3.554983e+000
3.114064406200185e-002	-3.507238e-001	3.560000e+000
3.139352669092896e-002	-4.249671e-001	4.302363e+000
3.164640931985607e-002	-4.954870e-001	5.007553e+000
3.189929194878319e-002	-5.622834e-001	5.675570e+000
3.215217457771030e-002	-6.253563e-001	6.306415e+000
3.240505720663742e-002	-6.847057e-001	6.900087e+000
3.265793983556452e-002	-7.403318e-001	7.456586e+000
3.291082246449164e-002	-7.922343e-001	7.975913e+000
3.353466041427333e-002	-8.965018e-001	9.019731e+000
3.415849836405501e-002	-9.642274e-001	9.698290e+000
3.478233631383670e-002	-9.954112e-001	1.001159e+001
3.540617426361838e-002	-9.900532e-001	9.959630e+000
3.603001221340007e-002	-9.481533e-001	9.542410e+000
3.665385016318176e-002	-8.697116e-001	8.759930e+000
3.727768811296344e-002	-7.547281e-001	7.612191e+000
3.747605237077589e-002	-7.124065e-001	7.189578e+000
3.770863991262851e-002	-6.584559e-001	6.650771e+000
3.794122745448113e-002	-6.017901e-001	6.084785e+000
3.817381499633375e-002	-5.424093e-001	5.491621e+000
3.840640253818636e-002	-4.803132e-001	4.871278e+000
3.863899008003898e-002	-4.155021e-001	4.223756e+000
3.887157762189160e-002	-3.479758e-001	3.549055e+000
3.910416516374422e-002	-2.777343e-001	2.847175e+000
3.922531659083133e-002	-2.408417e-001	2.478510e+000
3.934646801791845e-002	-2.037359e-001	2.107700e+000
3.946761944500557e-002	-1.664168e-001	1.734746e+000
3.958877087209269e-002	-1.288845e-001	1.359649e+000
3.970992229917980e-002	-9.113903e-002	9.824074e-001
3.983107372626692e-002	-5.318030e-002	6.030222e-001
3.995222515335404e-002	-1.500835e-002	2.214932e-001
4.001952931104767e-002	6.135276e-003	1.015688e-002
4.002612775788037e-002	8.208185e-003	-1.056263e-002
4.011376588442428e-002	3.573300e-002	-2.855830e-001
4.012188232398951e-002	3.828111e-002	-2.823237e-001
4.012223056574413e-002	3.839043e-002	-2.855965e-001
4.012245347622379e-002	3.846041e-002	-2.862788e-001
4.013317442469402e-002	4.182578e-002	-2.817461e-001
4.013346847252126e-002	4.191807e-002	-2.844793e-001
4.013369815023259e-002	4.199016e-002	-2.858801e-001
4.014470847804883e-002	4.544585e-002	-2.812055e-001
4.014481980289186e-002	4.548079e-002	-2.820039e-001
4.014494143648074e-002	4.551896e-002	-2.854206e-001
4.014508910155121e-002	4.556530e-002	-2.877778e-001
4.015024226553145e-002	4.718247e-002	-2.857853e-001
4.015069548948311e-002	4.732470e-002	-2.855956e-001
4.015125163787176e-002	4.749922e-002	-2.948931e-001
4.015181379274129e-002	4.767563e-002	-3.177342e-001
4.015223540889344e-002	4.780794e-002	-3.335901e-001
4.015279756376297e-002	4.798434e-002	-3.504250e-001
4.015321917991512e-002	4.811664e-002	-3.609735e-001
4.015378133478465e-002	4.829304e-002	-3.728454e-001
4.015490564452372e-002	4.864584e-002	-3.908802e-001
4.015637706949169e-002	4.910755e-002	-4.066485e-001
4.015805483960463e-002	4.963399e-002	-4.184781e-001
4.015995522211042e-002	5.023027e-002	-4.279155e-001
4.016235333777123e-002	5.098270e-002	-4.372184e-001
4.016543660603603e-002	5.195005e-002	-4.475879e-001
4.017618621506323e-002	5.532237e-002	-4.813854e-001
4.018693582409044e-002	5.869397e-002	-5.151557e-001
4.019768543311764e-002	6.206484e-002	-5.488989e-001
4.020843504214484e-002	6.543498e-002	-5.826150e-001
4.021918465117205e-002	6.880439e-002	-6.163039e-001
4.022993426019925e-002	7.217308e-002	-6.499657e-001
4.024068386922645e-002	7.554103e-002	-6.836003e-001
4.064199587329918e-002	2.003243e-001	-1.931002e+000
4.084838490396515e-002	2.640093e-001	-2.567688e+000
4.105477393463113e-002	3.259554e-001	-3.187027e+000
4.126116296529710e-002	3.861628e-001	-3.789021e+000
4.146755199596307e-002	4.446315e-001	-4.373670e+000
4.167394102662905e-002	5.013614e-001	-4.940972e+000
4.188033005729502e-002	5.563526e-001	-5.490928e+000
4.208671908796100e-002	6.096050e-001	-6.023539e+000
4.244789989162656e-002	6.970811e-001	-6.898566e+000
4.280908069529211e-002	7.736409e-001	-7.664537e+000
4.317026149895767e-002	8.392843e-001	-8.321453e+000
4.353144230262322e-002	8.940112e-001	-8.869314e+000
4.389262310628878e-002	9.378218e-001	-9.308119e+000
4.425380390995433e-002	9.707160e-001	-9.637870e+000
4.461498471361988e-002	9.926937e-001	-9.858564e+000
4.488501590921636e-002	9.990557e-001	-9.922913e+000
4.515504710481285e-002	9.984193e-001	-9.917300e+000
4.542507830040933e-002	9.907847e-001	-9.841726e+000
4.569510949600582e-002	9.761517e-001	-9.696190e+000
4.596514069160230e-002	9.545205e-001	-9.480692e+000
4.623517188719879e-002	9.258910e-001	-9.195233e+000
4.650520308279527e-002	8.902633e-001	-8.839812e+000
4.651741011404527e-002	8.885101e-001	-8.822319e+000
4.680165955600950e-002	8.428061e-001	-8.366187e+000
4.708590899797373e-002	7.915499e-001	-7.854510e+000
4.737015843993796e-002	7.347415e-001	-7.287287e+000
4.765440788190219e-002	6.723809e-001	-6.664520e+000
4.793865732386642e-002	6.044682e-001	-5.986207e+000
4.822290676583065e-002	5.310033e-001	-5.252349e+000
4.850715620779488e-002	4.519862e-001	-4.462945e+000
4.867609280098680e-002	4.036741e-001	-3.980253e+000
4.884502939417872e-002	3.545775e-001	-3.489694e+000
4.901396598737064e-002	3.046963e-001	-2.991269e+000
4.918290258056256e-002	2.540305e-001	-2.484978e+000
4.935183917375449e-002	2.025800e-001	-1.970822e+000
4.952077576694641e-002	1.503450e-001	-1.448799e+000
4.968971236013833e-002	9.732543e-002	-9.189101e-001
4.989215029815648e-002	3.387550e-002	-2.847450e-001
4.989248032226899e-002	3.377188e-002	-2.841696e-001
4.990081007347532e-002	3.115639e-002	-2.867550e-001
4.990095720819596e-002	3.111019e-002	-2.868007e-001
4.990125147763722e-002	3.101779e-002	-2.856051e-001
4.990144218561472e-002	3.095790e-002	-2.839820e-001
4.990163393848614e-002	3.089769e-002	-2.832200e-001
4.990668200803104e-002	2.931251e-002	-2.849036e-001
4.990698937413719e-002	2.921599e-002	-2.849997e-001
4.990749949886143e-002	2.905580e-002	-2.812825e-001
4.990801151140339e-002	2.889501e-002	-2.718293e-001
4.990846168825130e-002	2.875365e-002	-2.637127e-001
4.990906518960843e-002	2.856413e-002	-2.553373e-001
4.991000885556193e-002	2.826779e-002	-2.444965e-001
4.991104908247586e-002	2.794112e-002	-2.357240e-001
4.991278901954609e-002	2.739471e-002	-2.247436e-001
4.991464639944392e-002	2.681141e-002	-2.163125e-001
4.991744886506409e-002	2.593130e-002	-2.058805e-001
4.992045750220109e-002	2.498641e-002	-1.960560e-001
4.992890080715397e-002	2.233457e-002	-1.694816e-001
4.993734411210687e-002	1.968261e-002	-1.429214e-001
4.994578741705975e-002	1.703054e-002	-1.163756e-001
4.995423072201265e-002	1.437837e-002	-8.984411e-002
4.996267402696553e-002	1.172608e-002	-6.332689e-002
4.997111733191843e-002	9.073680e-003	-3.682396e-002
4.997956063687131e-002	6.421171e-003	-1.033533e-002
4.998718112509332e-002	4.027158e-003	1.359348e-002
5.022023490340451e-002	-6.913365e-002	7.448796e-001
5.037958467711226e-002	-1.192729e-001	1.246080e+000
5.053893445082001e-002	-1.688076e-001	1.741257e+000
5.069828422452776e-002	-2.177376e-001	2.230413e+000
5.085763399823551e-002	-2.660629e-001	2.713546e+000
5.101698377194326e-002	-3.137836e-001	3.190657e+000
5.117633354565102e-002	-3.608996e-001	3.661745e+000
5.133568331935876e-002	-4.074110e-001	4.126811e+000
5.161205264353427e-002	-4.862507e-001	4.915189e+000
5.188842196770978e-002	-5.601696e-001	5.654431e+000
5.216479129188530e-002	-6.291675e-001	6.344536e+000
5.244116061606081e-002	-6.932444e-001	6.985504e+000
5.271752994023633e-002	-7.524005e-001	7.577336e+000
5.299389926441184e-002	-8.066357e-001	8.120032e+000
5.327026858858735e-002	-8.559499e-001	8.613591e+000
5.338766440770612e-002	-8.744842e-001	8.799129e+000
5.350506022682490e-002	-8.917758e-001	8.972251e+000
5.362245604594367e-002	-9.078247e-001	9.132957e+000
5.373985186506244e-002	-9.226308e-001	9.281246e+000
5.385724768418122e-002	-9.361943e-001	9.417119e+000
5.397464350330000e-002	-9.485150e-001	9.540576e+000
5.409203932241877e-002	-9.595929e-001	9.651616e+000
5.411311036687599e-002	-9.614346e-001	9.670077e+000
5.457251110401641e-002	-9.892607e-001	9.949536e+000
5.503191184115683e-002	-9.974609e-001	1.003278e+001
5.549131257829725e-002	-9.860351e-001	9.919812e+000
5.595071331543767e-002	-9.549834e-001	9.610629e+000
5.641011405257809e-002	-9.043058e-001	9.105232e+000
5.686951478971852e-002	-8.340023e-001	8.403620e+000
5.732891552685893e-002	-7.440728e-001	7.505795e+000
5.756956842864459e-002	-6.906027e-001	6.971829e+000
5.781022133043023e-002	-6.340470e-001	6.406979e+000
5.805087423221589e-002	-5.744058e-001	5.811246e+000
5.829152713400154e-002	-5.116789e-001	5.184630e+000
5.853218003578720e-002	-4.458665e-001	4.527130e+000
5.877283293757284e-002	-3.769685e-001	3.838747e+000
5.901348583935850e-002	-3.049849e-001	3.119480e+000
5.912007938009508e-002	-2.728362e-001	2.798229e+000
5.922667292083166e-002	-2.404730e-001	2.474824e+000
5.933326646156824e-002	-2.078952e-001	2.149266e+000
5.943986000230481e-002	-1.751030e-001	1.821554e+000
5.954645354304140e-002	-1.420963e-001	1.491689e+000
5.965304708377797e-002	-1.088751e-001	1.159669e+000
5.975964062451455e-002	-7.543939e-002	8.254962e-001
5.976116650342080e-002	-7.496137e-002	8.207186e-001
6.002056591748323e-002	6.460928e-003	6.901857e-003
6.003124706982698e-002	9.816399e-003	-2.663736e-002
6.011361810101593e-002	3.568660e-002	-2.851865e-001
6.011456980291363e-002	3.598539e-002	-2.848908e-001
6.011552150481134e-002	3.628418e-002	-2.845700e-001
6.011647320670905e-002	3.658297e-002	-2.842239e-001
6.011742490860676e-002	3.688176e-002	-2.838526e-001
6.011837661050447e-002	3.718054e-002	-2.834562e-001
6.011932831240218e-002	3.747932e-002	-2.830345e-001
6.012028001429989e-002	3.777809e-002	-2.825876e-001
6.012096891817867e-002	3.799436e-002	-2.855988e-001
6.012217272564586e-002	3.837227e-002	-2.850448e-001
6.012337653311304e-002	3.875018e-002	-2.845017e-001
6.012458034058023e-002	3.912808e-002	-2.839697e-001
6.012578414804741e-002	3.950597e-002	-2.834488e-001
6.012698795551460e-002	3.988386e-002	-2.829388e-001
6.012819176298178e-002	4.026175e-002	-2.824399e-001
6.012939557044897e-002	4.063962e-002	-2.819521e-001
6.012983056008914e-002	4.077616e-002	-2.862388e-001
6.013485714858433e-002	4.235395e-002	-2.840156e-001
6.013516728995495e-002	4.245130e-002	-2.838844e-001
6.013567064302516e-002	4.260929e-002	-2.889799e-001
6.013630226848884e-002	4.280753e-002	-3.052768e-001
6.013655491867431e-002	4.288683e-002	-3.113425e-001
6.013706021904525e-002	4.304544e-002	-3.215508e-001
6.013807081978713e-002	4.336262e-002	-3.376486e-001
6.013907698495670e-002	4.367842e-002	-3.491605e-001
6.014064589759068e-002	4.417083e-002	-3.619247e-001
6.014239206525151e-002	4.471887e-002	-3.716928e-001
6.014484760777122e-002	4.548952e-002	-3.819796e-001
6.014746197350900e-002	4.630998e-002	-3.910352e-001
6.015798523285335e-002	4.961215e-002	-4.244188e-001
6.029964720009176e-002	9.421420e-002	-8.702589e-001
6.044130916733018e-002	1.384132e-001	-1.312088e+000
6.058297113456859e-002	1.822092e-001	-1.749905e+000
6.072463310180701e-002	2.256022e-001	-2.183711e+000
6.086629506904542e-002	2.685921e-001	-2.613505e+000
6.100795703628384e-002	3.111790e-001	-3.039288e+000
6.114961900352225e-002	3.533629e-001	-3.461060e+000
6.137660632554520e-002	4.198724e-001	-4.126091e+000
6.160359364756814e-002	4.834834e-001	-4.762187e+000
6.183058096959108e-002	5.441959e-001	-5.369348e+000
6.205756829161403e-002	6.020099e-001	-5.947573e+000
6.228455561363697e-002	6.569254e-001	-6.496864e+000
6.251154293565991e-002	7.089424e-001	-7.017220e+000
6.273853025768286e-002	7.580609e-001	-7.508641e+000
6.274874012919554e-002	7.601489e-001	-7.529533e+000
6.338892975413719e-002	8.759695e-001	-8.688821e+000
6.402911937907885e-002	9.533884e-001	-9.464273e+000
6.466930900402050e-002	9.924056e-001	-9.855892e+000
6.530949862896215e-002	9.930212e-001	-9.863675e+000
6.594968825390379e-002	9.552351e-001	-9.487623e+000
6.658987787884545e-002	8.790473e-001	-8.727737e+000
6.723006750378710e-002	7.644579e-001	-7.584016e+000
6.747464409418882e-002	7.118090e-001	-7.058281e+000
6.771922068459055e-002	6.558434e-001	-6.499351e+000
6.796379727499227e-002	5.965609e-001	-5.907225e+000
6.820837386539398e-002	5.339617e-001	-5.281905e+000
6.845295045579571e-002	4.680457e-001	-4.623391e+000
6.869752704619743e-002	3.988129e-001	-3.931681e+000
6.894210363659915e-002	3.262634e-001	-3.206776e+000
6.901687170300538e-002	3.039717e-001	-2.984029e+000
6.914189840588621e-002	2.661786e-001	-2.606374e+000
6.926692510876703e-002	2.281228e-001	-2.226080e+000
6.939195181164785e-002	1.898044e-001	-1.843148e+000
6.951697851452869e-002	1.512233e-001	-1.457577e+000
6.964200521740951e-002	1.123796e-001	-1.069367e+000
6.976703192029034e-002	7.327327e-002	-6.785193e-001
6.989205862317116e-002	3.390428e-002	-2.850327e-001
6.989252926488106e-002	3.375651e-002	-2.844114e-001
6.989945659746044e-002	3.158139e-002	-2.866029e-001
6.989962204771123e-002	3.152944e-002	-2.866543e-001
6.989995294821282e-002	3.142553e-002	-2.854013e-001
6.990016279123971e-002	3.135964e-002	-2.837931e-001
6.990036703429312e-002	3.129551e-002	-2.831274e-001
6.990550626031720e-002	2.968172e-002	-2.848454e-001
6.990582030312523e-002	2.958311e-002	-2.849436e-001
