Freq.	V(vout)/V(v1)
1.00000000000000e+001	(-1.11095180261678e+000dB,-6.36066718676388e-004°)
1.25892541179417e+001	(-1.11095180261506e+000dB,-8.00760555747916e-004°)
1.58489319246111e+001	(-1.11095180261236e+000dB,-1.00809781241279e-003°)
1.99526231496888e+001	(-1.11095180260808e+000dB,-1.26911995365910e-003°)
2.51188643150958e+001	(-1.11095180260128e+000dB,-1.59772736035336e-003°)
3.16227766016838e+001	(-1.11095180259053e+000dB,-2.01141957522110e-003°)
3.98107170553497e+001	(-1.11095180257347e+000dB,-2.53222721733218e-003°)
5.01187233627272e+001	(-1.11095180254643e+000dB,-3.18788519294706e-003°)
6.30957344480194e+001	(-1.11095180250358e+000dB,-4.01330968050208e-003°)
7.94328234724282e+001	(-1.11095180243567e+000dB,-5.05245754461510e-003°)
1.00000000000000e+002	(-1.11095180232803e+000dB,-6.36066719977858e-003°)
1.25892541179417e+002	(-1.11095180215745e+000dB,-8.00760558344696e-003°)
1.58489319246111e+002	(-1.11095180188708e+000dB,-1.00809781759403e-002°)
1.99526231496888e+002	(-1.11095180145859e+000dB,-1.26911996399705e-002°)
2.51188643150958e+002	(-1.11095180077948e+000dB,-1.59772738098029e-002°)
3.16227766016838e+002	(-1.11095179970314e+000dB,-2.01141961637720e-002°)
3.98107170553498e+002	(-1.11095179799730e+000dB,-2.53222729944941e-002°)
5.01187233627273e+002	(-1.11095179529375e+000dB,-3.18788535679253e-002°)
6.30957344480194e+002	(-1.11095179100894e+000dB,-4.01331000741666e-002°)
7.94328234724282e+002	(-1.11095178421814e+000dB,-5.05245819689541e-002°)
1.00000000000000e+003	(-1.11095177345579e+000dB,-6.36066850124876e-002°)
1.25892541179417e+003	(-1.11095175639956e+000dB,-8.00760818022082e-002°)
1.58489319246111e+003	(-1.11095172936955e+000dB,-1.00809833571837e-001°)
1.99526231496888e+003	(-1.11095168653567e+000dB,-1.26912099779045e-001°)
2.51188643150958e+003	(-1.11095161866309e+000dB,-1.59772944366756e-001°)
3.16227766016838e+003	(-1.11095151112883e+000dB,-2.01142373197384e-001°)
3.98107170553498e+003	(-1.11095134079026e+000dB,-2.53223551112678e-001°)
5.01187233627273e+003	(-1.11095107105234e+000dB,-3.18790174118746e-001°)
6.30957344480194e+003	(-1.11095064412555e+000dB,-4.01334269840726e-001°)
7.94328234724283e+003	(-1.11094996894655e+000dB,-5.05252342344286e-001°)
1.00000000000000e+004	(-1.11094890251321e+000dB,-6.36079864356851e-001°)
1.25892541179417e+004	(-1.11094722150682e+000dB,-8.00786784274538e-001°)
1.58489319246112e+004	(-1.11094458034172e+000dB,-1.00815014345087e+000°)
1.99526231496888e+004	(-1.11094045227743e+000dB,-1.26922436226425e+000°)
2.51188643150958e+004	(-1.11093405517586e+000dB,-1.59793566537693e+000°)
3.16227766016839e+004	(-1.11092428178218e+000dB,-2.01183514292953e+000°)
3.98107170553498e+004	(-1.11090970966870e+000dB,-2.53305620847998e+000°)
5.01187233627273e+004	(-1.11088891953675e+000dB,-3.18953869257365e+000°)
6.30957344480195e+004	(-1.11086175966316e+000dB,-4.01660708849276e+000°)
7.94328234724283e+004	(-1.11083325892862e+000dB,-5.05903117130483e+000°)
1.00000000000000e+005	(-1.11082462376766e+000dB,-6.37376565686226e+000°)
1.25892541179417e+005	(-1.11090271077403e+000dB,-8.03368438255934e+000°)
1.58489319246112e+005	(-1.11125697543250e+000dB,-1.01328337731936e+001°)
1.99526231496888e+005	(-1.11239726940462e+000dB,-1.27940950561896e+001°)
2.51188643150959e+005	(-1.11565704219913e+000dB,-1.61807459596567e+001°)
3.16227766016839e+005	(-1.12446208726206e+000dB,-2.05142492983467e+001°)
3.98107170553498e+005	(-1.14749049535335e+000dB,-2.61011049918138e+001°)
5.01187233627273e+005	(-1.20634976319504e+000dB,-3.33687673309537e+001°)
6.30957344480195e+005	(-1.35314368665697e+000dB,-4.28927851276830e+001°)
7.94328234724283e+005	(-1.70483836964054e+000dB,-5.53317834537736e+001°)
1.00000000000000e+006	(-2.48455568183795e+000dB,-7.10477009797067e+001°)
1.25892541179417e+006	(-3.99056230074581e+000dB,-8.92580899796616e+001°)
1.58489319246112e+006	(-6.39096991332783e+000dB,-1.07632679458728e+002°)
1.99526231496888e+006	(-9.54720138902777e+000dB,-1.23729223146399e+002°)
2.51188643150959e+006	(-1.31623197605966e+001dB,-1.36593199518380e+002°)
3.16227766016839e+006	(-1.70010073847961e+001dB,-1.46513388591784e+002°)
3.98107170553498e+006	(-2.09366267350836e+001dB,-1.54149077005426e+002°)
5.01187233627274e+006	(-2.49121934423466e+001dB,-1.60099296420971e+002°)
6.30957344480195e+006	(-2.89041248093002e+001dB,-1.64817660382807e+002°)
7.94328234724284e+006	(-3.29032018688209e+001dB,-1.68636024273290e+002°)
1.00000000000000e+007	(-3.69062188515456e+001dB,-1.71801634531610e+002°)
1.25892541179417e+007	(-4.09126247007383e+001dB,-1.74505991214823e+002°)
1.58489319246112e+007	(-4.49233205676870e+001dB,-1.76904594871437e+002°)
1.99526231496889e+007	(-4.89404176699810e+001dB,-1.79130374453540e+002°)
2.51188643150959e+007	(-5.29675136378069e+001dB,1.78696818097523e+002°)
3.16227766016839e+007	(-5.70103852482101e+001dB,1.76463197192123e+002°)
3.98107170553499e+007	(-6.10781722689755e+001dB,1.74055876828024e+002°)
5.01187233627274e+007	(-6.51852556513260e+001dB,1.71359629873193e+002°)
6.30957344480195e+007	(-6.93541688874834e+001dB,1.68256452511889e+002°)
7.94328234724284e+007	(-7.36200690383710e+001dB,1.64629784161596e+002°)
1.00000000000000e+008	(-7.80376447110439e+001dB,1.60376187087048e+002°)
