Freq.	V(vin)/-I(R6)
1.00000000000000e+000	(6.79575131002144e+001dB,5.66863115175054e-004°)
1.25892541179417e+000	(6.79575131010222e+001dB,7.13638380595029e-004°)
1.58489319246111e+000	(6.79575131023026e+001dB,8.98417491947929e-004°)
1.99526231496888e+000	(6.79575131043318e+001dB,1.13104061058506e-003°)
2.51188643150958e+000	(6.79575131075479e+001dB,1.42389576558163e-003°)
3.16227766016838e+000	(6.79575131126450e+001dB,1.79257856133068e-003°)
3.98107170553497e+000	(6.79575131207235e+001dB,2.25672270009243e-003°)
5.01187233627272e+000	(6.79575131335270e+001dB,2.84104554772682e-003°)
6.30957344480194e+000	(6.79575131538191e+001dB,3.57666442254560e-003°)
7.94328234724282e+000	(6.79575131859800e+001dB,4.50275370396221e-003°)
1.00000000000000e+001	(6.79575132369515e+001dB,5.66863100701536e-003°)
1.25892541179417e+001	(6.79575133177359e+001dB,7.13638351716565e-003°)
1.58489319246111e+001	(6.79575134457706e+001dB,8.98417434327818e-003°)
1.99526231496888e+001	(6.79575136486920e+001dB,1.13104049561783e-002°)
2.51188643150958e+001	(6.79575139703005e+001dB,1.42389553619186e-002°)
3.16227766016838e+001	(6.79575144800157e+001dB,1.79257810363797e-002°)
3.98107170553498e+001	(6.79575152878596e+001dB,2.25672178687555e-002°)
5.01187233627273e+001	(6.79575165682054e+001dB,2.84104372562009e-002°)
6.30957344480194e+001	(6.79575185974153e+001dB,3.57666078696623e-002°)
7.94328234724283e+001	(6.79575218134932e+001dB,4.50274645003252e-002°)
1.00000000000000e+002	(6.79575269106250e+001dB,5.66861653353804e-002°)
1.25892541179417e+002	(6.79575349890139e+001dB,7.13635463882994e-002°)
1.58489319246112e+002	(6.79575477923461e+001dB,8.98411672357554e-002°)
1.99526231496888e+002	(6.79575680841308e+001dB,1.13102899902387e-001°)
2.51188643150958e+002	(6.79576002441176e+001dB,1.42387259762349e-001°)
3.16227766016838e+002	(6.79576512134461e+001dB,1.79253233565858e-001°)
3.98107170553498e+002	(6.79577319923395e+001dB,2.25663046927408e-001°)
5.01187233627273e+002	(6.79578600131121e+001dB,2.84086152786724e-001°)
6.30957344480194e+002	(6.79580628994397e+001dB,3.57629726988466e-001°)
7.94328234724283e+002	(6.79583844201411e+001dB,4.50202118625015e-001°)
1.00000000000000e+003	(6.79588939145995e+001dB,5.66716959428401e-001°)
1.25892541179417e+003	(6.79597012042201e+001dB,7.13346809674476e-001°)
1.58489319246112e+003	(6.79609801582036e+001dB,8.97835883616009e-001°)
1.99526231496888e+003	(6.79630058740991e+001dB,1.12988063014308e+000°)
2.51188643150959e+003	(6.79662131827300e+001dB,1.42158281877748e+000°)
3.16227766016839e+003	(6.79712883171760e+001dB,1.78796841856912e+000°)
3.98107170553498e+003	(6.79793115704121e+001dB,2.24753936755288e+000°)
5.01187233627273e+003	(6.79919768793261e+001dB,2.82276995479919e+000°)
6.30957344480195e+003	(6.80119238257747e+001dB,3.54034912785452e+000°)
7.94328234724283e+003	(6.80432249249547e+001dB,4.43076186394998e+000°)
1.00000000000000e+004	(6.80920653030142e+001dB,5.52643756570702e+000°)
1.25892541179417e+004	(6.81676061820992e+001dB,6.85712428883361e+000°)
