Freq.	V(vin)/-I(R5)
1.00000000000000e+001	(1.01830218680041e+002dB,-5.34581754618644e-003°)
1.25892541179417e+001	(1.01830218657922e+002dB,-6.72998554428219e-003°)
1.58489319246111e+001	(1.01830218622866e+002dB,-8.47254979990426e-003°)
1.99526231496888e+001	(1.01830218567306e+002dB,-1.06663082002991e-002°)
2.51188643150958e+001	(1.01830218479248e+002dB,-1.34280863526168e-002°)
3.16227766016838e+001	(1.01830218339687e+002dB,-1.69049589599690e-002°)
3.98107170553497e+001	(1.01830218118497e+002dB,-2.12820820586873e-002°)
5.01187233627272e+001	(1.01830217767935e+002dB,-2.67925531985716e-002°)
6.30957344480194e+001	(1.01830217212331e+002dB,-3.37298246299480e-002°)
7.94328234724282e+001	(1.01830216331759e+002dB,-4.24633304916566e-002°)
1.00000000000000e+002	(1.01830214936147e+002dB,-5.34581600982698e-002°)
1.25892541179417e+002	(1.01830212724251e+002dB,-6.72998247884299e-002°)
1.58489319246111e+002	(1.01830209218634e+002dB,-8.47254368355195e-002°)
1.99526231496888e+002	(1.01830203662612e+002dB,-1.06662959965813e-001°)
2.51188643150958e+002	(1.01830194856925e+002dB,-1.34280620030284e-001°)
3.16227766016838e+002	(1.01830180900889e+002dB,-1.69049103762476e-001°)
3.98107170553498e+002	(1.01830158782154e+002dB,-2.12819851217181e-001°)
5.01187233627273e+002	(1.01830123726551e+002dB,-2.67923597848361e-001°)
6.30957344480194e+002	(1.01830068167746e+002dB,-3.37294387218022e-001°)
7.94328234724282e+002	(1.01829980114428e+002dB,-4.24625605131367e-001°)
1.00000000000000e+003	(1.01829840562982e+002dB,-5.34566238190613e-001°)
1.25892541179417e+003	(1.01829619398030e+002dB,-6.72967596030164e-001°)
1.58489319246111e+003	(1.01829268898272e+002dB,-8.47193212856874e-001°)
1.99526231496888e+003	(1.01828713451527e+002dB,-1.06650758785431e+000°)
2.51188643150958e+003	(1.01827833273254e+002dB,-1.34256278464836e+000°)
3.16227766016838e+003	(1.01826438649997e+002dB,-1.69000545405816e+000°)
3.98107170553498e+003	(1.01824229238044e+002dB,-2.12722994428818e+000°)
5.01187233627273e+003	(1.01820729856849e+002dB,-2.67730437519558e+000°)
6.30957344480194e+003	(1.01815189480715e+002dB,-3.36909279676894e+000°)
7.94328234724283e+003	(1.01806423028560e+002dB,-4.23858154658716e+000°)
1.00000000000000e+004	(1.01792565284029e+002dB,-5.33037934964648e+000°)
1.25892541179417e+004	(1.01770692415016e+002dB,-6.69927541233060e+000°)
1.58489319246112e+004	(1.01736250337761e+002dB,-8.41156678266740e+000°)
1.99526231496888e+004	(1.01682216737365e+002dB,-1.05455403240494e+001°)
2.51188643150958e+004	(1.01597932948650e+002dB,-1.31899331151745e+001°)
3.16227766016839e+004	(1.01467614913683e+002dB,-1.64383579009992e+001°)
3.98107170553498e+004	(1.01268765383982e+002dB,-2.03767716274389e+001°)
5.01187233627273e+004	(1.00971150657574e+002dB,-2.50609782847225e+001°)
6.30957344480195e+004	(1.00537636948266e+002dB,-3.04839596141193e+001°)
7.94328234724283e+004	(9.99285262322988e+001dB,-3.65409589180580e+001°)
1.00000000000000e+005	(9.91100078684059e+001dB,-4.30120064574301e+001°)
1.25892541179417e+005	(9.80642975442368e+001dB,-4.95850549849624e+001°)
1.58489319246112e+005	(9.67960082776722e+001dB,-5.59231420216795e+001°)
1.99526231496888e+005	(9.53304315934123e+001dB,-6.17449485066424e+001°)
2.51188643150959e+005	(9.37049527571695e+001dB,-6.68762005950999e+001°)
3.16227766016839e+005	(9.19590565768393e+001dB,-7.12544513997415e+001°)
3.98107170553498e+005	(9.01274508676022e+001dB,-7.49016076683022e+001°)
5.01187233627273e+005	(8.82373388377317e+001dB,-7.78881643211374e+001°)
6.30957344480195e+005	(8.63085930183449e+001dB,-8.03043866400407e+001°)
7.94328234724283e+005	(8.43552257669188e+001dB,-8.22429791867365e+001°)
1.00000000000000e+006	(8.23869201715174e+001dB,-8.37922000731856e+001°)
1.25892541179417e+006	(8.04096702743732e+001dB,-8.50339867658874e+001°)
1.58489319246112e+006	(7.84259656675431e+001dB,-8.60365001891365e+001°)
1.99526231496888e+006	(7.64366981676732e+001dB,-8.68459145696432e+001°)
2.51188643150959e+006	(7.44432018454738e+001dB,-8.74945468878700e+001°)
3.16227766016839e+006	(7.24470180845213e+001dB,-8.80109972554158e+001°)
3.98107170553498e+006	(7.04492668477053e+001dB,-8.84210513642279e+001°)
5.01187233627274e+006	(6.84506135172197e+001dB,-8.87464058214217e+001°)
6.30957344480195e+006	(6.64514328559617e+001dB,-8.90045769502402e+001°)
7.94328234724284e+006	(6.44519374537483e+001dB,-8.92094900399974e+001°)
1.00000000000000e+007	(6.24522508568366e+001dB,-8.93721705928785e+001°)
1.25892541179417e+007	(6.04524466098040e+001dB,-8.95013460324991e+001°)
1.58489319246112e+007	(5.84525693270038e+001dB,-8.96039297899617e+001°)
1.99526231496889e+007	(5.64526464395948e+001dB,-8.96854027395468e+001°)
2.51188643150959e+007	(5.44526949681710e+001dB,-8.97501128058397e+001°)
3.16227766016839e+007	(5.24527255373798e+001dB,-8.98015107100485e+001°)
3.98107170553499e+007	(5.04527448052358e+001dB,-8.98423359416085e+001°)
5.01187233627274e+007	(4.84527569544636e+001dB,-8.98747637841744e+001°)
6.30957344480195e+007	(4.64527646169359e+001dB,-8.99005217377053e+001°)
7.94328234724284e+007	(4.44527694503661e+001dB,-8.99209818080670e+001°)
1.00000000000000e+008	(4.24527724995517e+001dB,-8.99372337196354e+001°)
