time	V(vin)	V(vout)
0.000000000000000e+000	0.000000e+000	6.047826e-003
1.012043383392794e-007	3.179428e-005	6.056982e-003
2.024086766785588e-007	6.358856e-005	6.075944e-003
3.036130150178382e-007	9.538284e-005	6.104712e-003
4.048173533571176e-007	1.271771e-004	6.143285e-003
5.060216916963971e-007	1.589714e-004	6.191664e-003
6.072260300356765e-007	1.907657e-004	6.249850e-003
7.084303683749557e-007	2.225600e-004	6.317840e-003
9.962473696351234e-005	3.136756e-002	5.614959e-002
1.985410435586497e-004	6.240763e-002	1.058133e-001
2.974573501537872e-004	9.334278e-002	1.553090e-001
3.963736567489246e-004	1.241730e-001	2.046366e-001
4.952899633440619e-004	1.548983e-001	2.537961e-001
5.942062699391993e-004	1.855187e-001	3.027876e-001
6.931225765343365e-004	2.160342e-001	3.516111e-001
9.081810442512138e-004	2.821584e-001	4.574086e-001
1.123239511968091e-003	3.462906e-001	5.600192e-001
1.338297979684968e-003	4.084305e-001	6.594429e-001
1.553356447401846e-003	4.685783e-001	7.556796e-001
1.768414915118723e-003	5.267338e-001	8.487294e-001
1.983473382835600e-003	5.828973e-001	9.385923e-001
2.198531850552477e-003	6.370685e-001	1.025268e+000
2.564082669081249e-003	7.228046e-001	1.162450e+000
2.929633487610021e-003	7.971062e-001	1.281338e+000
3.295184306138793e-003	8.599733e-001	1.381932e+000
3.660735124667565e-003	9.114059e-001	1.464232e+000
4.026285943196336e-003	9.514040e-001	1.528238e+000
4.391836761725108e-003	9.799676e-001	1.573950e+000
4.757387580253879e-003	9.970967e-001	1.601367e+000
5.160219611503879e-003	9.967862e-001	1.600884e+000
5.563051642753879e-003	9.819436e-001	1.577148e+000
5.965883674003880e-003	9.525688e-001	1.530161e+000
6.368715705253880e-003	9.086619e-001	1.459923e+000
6.771547736503881e-003	8.502228e-001	1.366433e+000
7.174379767753881e-003	7.772516e-001	1.249692e+000
7.577211799003880e-003	6.897483e-001	1.109699e+000
7.803041877128877e-003	6.359270e-001	1.023591e+000
8.028871955253874e-003	5.796506e-001	9.335548e-001
8.254702033378872e-003	5.209190e-001	8.395900e-001
8.480532111503868e-003	4.597323e-001	7.416966e-001
8.706362189628865e-003	3.960904e-001	6.398746e-001
8.932192267753863e-003	3.299934e-001	5.341240e-001
9.158022345878859e-003	2.614413e-001	4.244448e-001
9.273117211950285e-003	2.262608e-001	3.681580e-001
9.388212078021712e-003	1.909008e-001	3.115839e-001
9.503306944093138e-003	1.553613e-001	2.547224e-001
9.618401810164566e-003	1.196423e-001	1.975736e-001
9.733496676235992e-003	8.374370e-002	1.401374e-001
9.848591542307420e-003	4.766561e-002	8.241377e-002
9.963686408378846e-003	1.140800e-002	2.440283e-002
9.978509232039559e-003	6.751217e-003	1.695212e-002
9.993332055700273e-003	2.094538e-003	9.501574e-003
1.000815487936099e-002	-2.562035e-003	2.051202e-003
1.002297770302170e-002	-7.218500e-003	-5.399002e-003
1.003780052668242e-002	-1.187486e-002	-1.284904e-002
1.005262335034313e-002	-1.653111e-002	-2.029890e-002
1.006744617400384e-002	-2.118726e-002	-2.774860e-002
1.011664269272234e-002	-3.664633e-002	-5.257597e-002
1.016583921144084e-002	-5.208714e-002	-7.732907e-002
1.021503573015933e-002	-6.750966e-002	-1.020079e-001
1.026423224887783e-002	-8.291391e-002	-1.266124e-001
1.031342876759633e-002	-9.829989e-002	-1.511427e-001
1.036262528631483e-002	-1.136676e-001	-1.755987e-001
1.041182180503332e-002	-1.290170e-001	-1.999805e-001
1.041573610143491e-002	-1.302363e-001	-1.995177e-001
1.041590488615999e-002	-1.302889e-001	-1.994978e-001
1.041602092565849e-002	-1.303251e-001	-1.999593e-001
1.041619765299308e-002	-1.303801e-001	-2.005287e-001
1.041683910075669e-002	-1.305799e-001	-2.004837e-001
1.042709409082909e-002	-1.337733e-001	-1.992725e-001
1.042714385592524e-002	-1.337888e-001	-1.993789e-001
1.042715555759252e-002	-1.337925e-001	-1.994583e-001
1.042716725925981e-002	-1.337961e-001	-1.995656e-001
1.042717896092709e-002	-1.337998e-001	-1.997007e-001
1.042719066259438e-002	-1.338034e-001	-1.998638e-001
1.042720236426166e-002	-1.338070e-001	-2.000547e-001
1.042721406592894e-002	-1.338107e-001	-2.002736e-001
1.042722576759622e-002	-1.338143e-001	-2.005203e-001
1.042727025288546e-002	-1.338282e-001	-2.013464e-001
1.042732618080719e-002	-1.338456e-001	-2.020262e-001
1.042738812936406e-002	-1.338649e-001	-2.023402e-001
