v3	V(vin)	V(vout)
-4.700000000000037e+000	-4.700000e+000	-7.513889e+000
-4.600000000000037e+000	-4.600000e+000	-7.353891e+000
-4.500000000000037e+000	-4.500000e+000	-7.193892e+000
-4.400000000000038e+000	-4.400000e+000	-7.033894e+000
-4.300000000000038e+000	-4.300000e+000	-6.873895e+000
-4.200000000000038e+000	-4.200000e+000	-6.713896e+000
-4.100000000000039e+000	-4.100000e+000	-6.553897e+000
-4.000000000000039e+000	-4.000000e+000	-6.393899e+000
-3.900000000000039e+000	-3.900000e+000	-6.233900e+000
-3.800000000000039e+000	-3.800000e+000	-6.073902e+000
-3.700000000000039e+000	-3.700000e+000	-5.913903e+000
-3.600000000000039e+000	-3.600000e+000	-5.753904e+000
-3.500000000000039e+000	-3.500000e+000	-5.593905e+000
-3.400000000000039e+000	-3.400000e+000	-5.433907e+000
-3.300000000000039e+000	-3.300000e+000	-5.273908e+000
-3.200000000000038e+000	-3.200000e+000	-5.113910e+000
-3.100000000000038e+000	-3.100000e+000	-4.953911e+000
-3.000000000000038e+000	-3.000000e+000	-4.793912e+000
-2.900000000000038e+000	-2.900000e+000	-4.633914e+000
-2.800000000000038e+000	-2.800000e+000	-4.473915e+000
-2.700000000000038e+000	-2.700000e+000	-4.313916e+000
-2.600000000000038e+000	-2.600000e+000	-4.153917e+000
-2.500000000000038e+000	-2.500000e+000	-3.993919e+000
-2.400000000000038e+000	-2.400000e+000	-3.833920e+000
-2.300000000000038e+000	-2.300000e+000	-3.673922e+000
-2.200000000000038e+000	-2.200000e+000	-3.513923e+000
-2.100000000000037e+000	-2.100000e+000	-3.353924e+000
-2.000000000000037e+000	-2.000000e+000	-3.193926e+000
-1.900000000000037e+000	-1.900000e+000	-3.033927e+000
-1.800000000000037e+000	-1.800000e+000	-2.873928e+000
-1.700000000000037e+000	-1.700000e+000	-2.713929e+000
-1.600000000000037e+000	-1.600000e+000	-2.553931e+000
-1.500000000000037e+000	-1.500000e+000	-2.393932e+000
-1.400000000000037e+000	-1.400000e+000	-2.233933e+000
-1.300000000000037e+000	-1.300000e+000	-2.073935e+000
-1.200000000000037e+000	-1.200000e+000	-1.913936e+000
-1.100000000000037e+000	-1.100000e+000	-1.753937e+000
-1.000000000000036e+000	-1.000000e+000	-1.593939e+000
-9.000000000000364e-001	-9.000000e-001	-1.433940e+000
-8.000000000000365e-001	-8.000000e-001	-1.273942e+000
-7.000000000000365e-001	-7.000000e-001	-1.113943e+000
-6.000000000000365e-001	-6.000000e-001	-9.539442e-001
-5.000000000000365e-001	-5.000000e-001	-7.939455e-001
-4.000000000000366e-001	-4.000000e-001	-6.339468e-001
-3.000000000000366e-001	-3.000000e-001	-4.739482e-001
-2.000000000000366e-001	-2.000000e-001	-3.139495e-001
-1.000000000000366e-001	-1.000000e-001	-1.539508e-001
-3.655409308578328e-014	-3.655409e-014	6.047826e-003
9.999999999996345e-002	1.000000e-001	1.660465e-001
1.999999999999635e-001	2.000000e-001	3.260452e-001
2.999999999999635e-001	3.000000e-001	4.860438e-001
3.999999999999635e-001	4.000000e-001	6.460425e-001
4.999999999999635e-001	5.000000e-001	8.060412e-001
5.999999999999635e-001	6.000000e-001	9.660398e-001
6.999999999999634e-001	7.000000e-001	1.126039e+000
7.999999999999634e-001	8.000000e-001	1.286037e+000
8.999999999999634e-001	9.000000e-001	1.446036e+000
9.999999999999634e-001	1.000000e+000	1.606035e+000
1.099999999999964e+000	1.100000e+000	1.766033e+000
1.199999999999964e+000	1.200000e+000	1.926032e+000
1.299999999999964e+000	1.300000e+000	2.086030e+000
1.399999999999964e+000	1.400000e+000	2.246029e+000
1.499999999999964e+000	1.500000e+000	2.406028e+000
1.599999999999964e+000	1.600000e+000	2.566026e+000
1.699999999999964e+000	1.700000e+000	2.726025e+000
1.799999999999964e+000	1.800000e+000	2.886024e+000
1.899999999999964e+000	1.900000e+000	3.046022e+000
1.999999999999964e+000	2.000000e+000	3.206021e+000
2.099999999999964e+000	2.100000e+000	3.366020e+000
2.199999999999964e+000	2.200000e+000	3.526019e+000
2.299999999999964e+000	2.300000e+000	3.686017e+000
2.399999999999964e+000	2.400000e+000	3.846016e+000
2.499999999999965e+000	2.500000e+000	4.006014e+000
2.599999999999965e+000	2.600000e+000	4.166013e+000
2.699999999999965e+000	2.700000e+000	4.326012e+000
2.799999999999965e+000	2.800000e+000	4.486011e+000
2.899999999999965e+000	2.900000e+000	4.646009e+000
2.999999999999965e+000	3.000000e+000	4.806008e+000
3.099999999999965e+000	3.100000e+000	4.966006e+000
3.199999999999965e+000	3.200000e+000	5.126005e+000
3.299999999999965e+000	3.300000e+000	5.286004e+000
3.399999999999965e+000	3.400000e+000	5.446002e+000
3.499999999999965e+000	3.500000e+000	5.606001e+000
3.599999999999965e+000	3.600000e+000	5.766000e+000
3.699999999999966e+000	3.700000e+000	5.925999e+000
3.799999999999966e+000	3.800000e+000	6.085997e+000
3.899999999999966e+000	3.900000e+000	6.245996e+000
3.999999999999966e+000	4.000000e+000	6.405994e+000
4.099999999999966e+000	4.100000e+000	6.565993e+000
4.199999999999966e+000	4.200000e+000	6.725992e+000
4.299999999999965e+000	4.300000e+000	6.885991e+000
4.399999999999965e+000	4.400000e+000	7.045989e+000
4.499999999999965e+000	4.500000e+000	7.205988e+000
4.599999999999964e+000	4.600000e+000	7.365986e+000
4.699999999999964e+000	4.700000e+000	7.525985e+000
4.799999999999963e+000	4.800000e+000	7.685984e+000
4.899999999999963e+000	4.900000e+000	7.845983e+000
4.999999999999963e+000	5.000000e+000	8.005981e+000
5.099999999999962e+000	5.100000e+000	8.165980e+000
5.199999999999962e+000	5.200000e+000	8.325978e+000
5.299999999999962e+000	5.300000e+000	8.485977e+000
5.399999999999961e+000	5.400000e+000	8.645976e+000
5.499999999999961e+000	5.500000e+000	8.805975e+000
5.599999999999961e+000	5.600000e+000	8.965973e+000
5.699999999999960e+000	5.700000e+000	9.125972e+000
5.799999999999960e+000	5.800000e+000	9.285971e+000
5.899999999999960e+000	5.900000e+000	9.445970e+000
5.999999999999959e+000	6.000000e+000	9.605968e+000
6.099999999999959e+000	6.100000e+000	9.765966e+000
6.199999999999958e+000	6.200000e+000	9.925965e+000
6.299999999999958e+000	6.300000e+000	1.008596e+001
6.399999999999958e+000	6.400000e+000	1.024596e+001
6.499999999999957e+000	6.500000e+000	1.040596e+001
6.599999999999957e+000	6.600000e+000	1.056596e+001
6.699999999999957e+000	6.700000e+000	1.072596e+001
6.799999999999956e+000	6.800000e+000	1.088596e+001
6.899999999999956e+000	6.900000e+000	1.104596e+001
6.999999999999956e+000	7.000000e+000	1.120595e+001
7.099999999999955e+000	7.100000e+000	1.136595e+001
7.199999999999955e+000	7.200000e+000	1.152595e+001
7.299999999999955e+000	7.300000e+000	1.168595e+001
7.399999999999954e+000	7.400000e+000	1.184595e+001
7.499999999999954e+000	7.500000e+000	1.200595e+001
7.599999999999954e+000	7.600000e+000	1.216595e+001
7.699999999999953e+000	7.700000e+000	1.232594e+001
7.799999999999953e+000	7.800000e+000	1.248594e+001
7.899999999999952e+000	7.900000e+000	1.264594e+001
7.999999999999952e+000	8.000000e+000	1.280594e+001
8.099999999999952e+000	8.100000e+000	1.296594e+001
8.199999999999951e+000	8.200000e+000	1.312594e+001
8.299999999999951e+000	8.300000e+000	1.328594e+001
8.399999999999951e+000	8.400000e+000	1.344594e+001
8.499999999999950e+000	8.500000e+000	1.360593e+001
8.599999999999950e+000	8.600000e+000	1.368619e+001
8.699999999999950e+000	8.700000e+000	1.368619e+001
8.799999999999949e+000	8.800000e+000	1.368619e+001
8.899999999999949e+000	8.900000e+000	1.368619e+001
8.999999999999949e+000	9.000000e+000	1.368619e+001
9.099999999999948e+000	9.100000e+000	1.368619e+001
9.199999999999948e+000	9.200000e+000	1.368619e+001
9.299999999999947e+000	9.300000e+000	1.368619e+001
9.399999999999947e+000	9.400000e+000	1.368619e+001
9.499999999999947e+000	9.500000e+000	1.368619e+001
9.599999999999946e+000	9.600000e+000	1.368619e+001
9.699999999999946e+000	9.700000e+000	1.368619e+001
9.799999999999946e+000	9.800000e+000	1.368619e+001
9.899999999999945e+000	9.900000e+000	1.368619e+001
9.999999999999945e+000	1.000000e+001	1.368619e+001
1.009999999999995e+001	1.010000e+001	1.368619e+001
1.019999999999994e+001	1.020000e+001	1.368619e+001
1.029999999999994e+001	1.030000e+001	1.368619e+001
1.039999999999994e+001	1.040000e+001	1.368619e+001
1.049999999999994e+001	1.050000e+001	1.368619e+001
1.059999999999994e+001	1.060000e+001	1.368619e+001
1.069999999999994e+001	1.070000e+001	1.368619e+001
1.079999999999994e+001	1.080000e+001	1.368619e+001
1.089999999999994e+001	1.090000e+001	1.368619e+001
1.099999999999994e+001	1.100000e+001	1.368619e+001
1.109999999999994e+001	1.110000e+001	1.368619e+001
1.119999999999994e+001	1.120000e+001	1.368619e+001
1.129999999999994e+001	1.130000e+001	1.368619e+001
1.139999999999994e+001	1.140000e+001	1.368619e+001
1.149999999999994e+001	1.150000e+001	1.368619e+001
1.159999999999994e+001	1.160000e+001	1.368619e+001
1.169999999999994e+001	1.170000e+001	1.368619e+001
1.179999999999994e+001	1.180000e+001	1.368619e+001
1.189999999999994e+001	1.190000e+001	1.368619e+001
1.199999999999994e+001	1.200000e+001	1.368619e+001
1.209999999999994e+001	1.210000e+001	1.368619e+001
1.219999999999994e+001	1.220000e+001	1.368619e+001
1.229999999999994e+001	1.230000e+001	1.368619e+001
1.239999999999994e+001	1.240000e+001	1.368619e+001
1.249999999999994e+001	1.250000e+001	1.368619e+001
1.259999999999994e+001	1.260000e+001	1.368619e+001
1.269999999999994e+001	1.270000e+001	1.368619e+001
1.279999999999994e+001	1.280000e+001	1.368619e+001
1.289999999999994e+001	1.290000e+001	1.368619e+001
1.299999999999993e+001	1.300000e+001	1.368619e+001
1.309999999999993e+001	1.310000e+001	1.368619e+001
1.319999999999993e+001	1.320000e+001	1.368619e+001
1.329999999999993e+001	1.330000e+001	1.368619e+001
1.339999999999993e+001	1.340000e+001	1.368619e+001
1.349999999999993e+001	1.350000e+001	1.368619e+001
1.359999999999993e+001	1.360000e+001	1.368619e+001
1.369999999999993e+001	1.370000e+001	1.368619e+001
1.379999999999993e+001	1.380000e+001	1.368619e+001
1.389999999999993e+001	1.390000e+001	1.368619e+001
1.399999999999993e+001	1.400000e+001	1.368619e+001
1.409999999999993e+001	1.410000e+001	1.368619e+001
1.419999999999993e+001	1.420000e+001	1.368619e+001
1.429999999999993e+001	1.430000e+001	1.368619e+001
1.439999999999993e+001	1.440000e+001	1.368619e+001
1.449999999999993e+001	1.450000e+001	1.368619e+001
1.459999999999993e+001	1.460000e+001	1.368619e+001
1.469999999999993e+001	1.470000e+001	1.368619e+001
1.479999999999993e+001	1.480000e+001	1.368619e+001
1.489999999999993e+001	1.490000e+001	1.368619e+001
1.500000000000000e+001	1.500000e+001	1.368619e+001
