x-axis,1,2
second,Volt,Volt
+3.20666000E-03,+216.29687473E-03,-4.02500000000E+00
+3.20671000E-03,+220.20312473E-03,-4.01406250000E+00
+3.20676000E-03,+223.71874973E-03,-4.00625000000E+00
+3.20681000E-03,+226.06249973E-03,-4.00000000000E+00
+3.20686000E-03,+229.18749973E-03,-4.00078125000E+00
+3.20691000E-03,+229.96874973E-03,-4.00390625000E+00
+3.20696000E-03,+233.09374973E-03,-4.00390625000E+00
+3.20701000E-03,+233.48437473E-03,-4.00390625000E+00
+3.20706000E-03,+235.43749973E-03,-4.00468750000E+00
+3.20711000E-03,+237.39062473E-03,-4.00859375000E+00
+3.20716000E-03,+239.34374973E-03,-4.01328125000E+00
+3.20721000E-03,+240.90624973E-03,-4.02031250000E+00
+3.20726000E-03,+241.68749973E-03,-4.02421875000E+00
+3.20731000E-03,+244.81249973E-03,-4.02812500000E+00
+3.20736000E-03,+245.20312473E-03,-4.03046875000E+00
+3.20741000E-03,+247.54687473E-03,-4.02578125000E+00
+3.20746000E-03,+251.06249973E-03,-4.01875000000E+00
+3.20751000E-03,+253.40624973E-03,-4.01484375000E+00
+3.20756000E-03,+256.53124973E-03,-4.01015625000E+00
+3.20761000E-03,+257.31249973E-03,-4.00468750000E+00
+3.20766000E-03,+260.82812473E-03,-4.00703125000E+00
+3.20771000E-03,+262.78124973E-03,-4.00390625000E+00
+3.20776000E-03,+264.73437473E-03,-4.00468750000E+00
+3.20781000E-03,+266.68749973E-03,-4.00781250000E+00
+3.20786000E-03,+268.24999973E-03,-4.00859375000E+00
+3.20791000E-03,+269.03124973E-03,-4.01328125000E+00
+3.20796000E-03,+272.54687473E-03,-4.02031250000E+00
+3.20801000E-03,+274.10937473E-03,-4.02421875000E+00
+3.20806000E-03,+274.49999973E-03,-4.02734375000E+00
+3.20811000E-03,+276.45312473E-03,-4.02734375000E+00
+3.20816000E-03,+278.40624973E-03,-4.02734375000E+00
+3.20821000E-03,+280.35937473E-03,-4.02734375000E+00
+3.20826000E-03,+282.31249973E-03,-4.02656250000E+00
+3.20831000E-03,+284.65624973E-03,-4.02265625000E+00
+3.20836000E-03,+288.17187473E-03,-4.01875000000E+00
+3.20841000E-03,+290.12499973E-03,-4.01562500000E+00
+3.20846000E-03,+292.07812473E-03,-4.01484375000E+00
+3.20851000E-03,+294.03124973E-03,-4.01250000000E+00
+3.20856000E-03,+295.98437473E-03,-4.01562500000E+00
+3.20861000E-03,+297.93749973E-03,-4.01640625000E+00
+3.20866000E-03,+299.49999973E-03,-4.01953125000E+00
