x-axis,2
second,Volt
+14.7955000E-03,-133.3593726E-03
+14.7960000E-03,-162.6562476E-03
+14.7965000E-03,-182.1874976E-03
+14.7970000E-03,-182.1874976E-03
+14.7975000E-03,-152.8906226E-03
+14.7980000E-03,-133.3593726E-03
+14.7985000E-03,-133.3593726E-03
+14.7990000E-03,-152.8906226E-03
+14.7995000E-03,-172.4218726E-03
+14.8000000E-03,-182.1874976E-03
+14.8005000E-03,-162.6562476E-03
+14.8010000E-03,-152.8906226E-03
+14.8015000E-03,-162.6562476E-03
+14.8020000E-03,-172.4218726E-03
+14.8025000E-03,-182.1874976E-03
+14.8030000E-03,-162.6562476E-03
+14.8035000E-03,-162.6562476E-03
+14.8040000E-03,-143.1249976E-03
+14.8045000E-03,-152.8906226E-03
+14.8050000E-03,-152.8906226E-03
+14.8055000E-03,-172.4218726E-03
+14.8060000E-03,-172.4218726E-03
+14.8065000E-03,-152.8906226E-03
+14.8070000E-03,-133.3593726E-03
+14.8075000E-03,-133.3593726E-03
+14.8080000E-03,-152.8906226E-03
+14.8085000E-03,-152.8906226E-03
+14.8090000E-03,-172.4218726E-03
+14.8095000E-03,-152.8906226E-03
+14.8100000E-03,-152.8906226E-03
+14.8105000E-03,-123.5937476E-03
+14.8110000E-03,-133.3593726E-03
+14.8115000E-03,-133.3593726E-03
+14.8120000E-03,-152.8906226E-03
+14.8125000E-03,-143.1249976E-03
+14.8130000E-03,-133.3593726E-03
+14.8135000E-03,-152.8906226E-03
+14.8140000E-03,-152.8906226E-03
+14.8145000E-03,-152.8906226E-03
+14.8150000E-03,-152.8906226E-03
+14.8155000E-03,-162.6562476E-03
+14.8160000E-03,-152.8906226E-03
+14.8165000E-03,-143.1249976E-03
+14.8170000E-03,-143.1249976E-03
+14.8175000E-03,-162.6562476E-03
+14.8180000E-03,-162.6562476E-03
+14.8185000E-03,-172.4218726E-03
+14.8190000E-03,-162.6562476E-03
+14.8195000E-03,-143.1249976E-03
+14.8200000E-03,-133.3593726E-03
+14.8205000E-03,-143.1249976E-03
+14.8210000E-03,-143.1249976E-03
+14.8215000E-03,-162.6562476E-03
+14.8220000E-03,-182.1874976E-03
+14.8225000E-03,-162.6562476E-03
+14.8230000E-03,-162.6562476E-03
+14.8235000E-03,-152.8906226E-03
+14.8240000E-03,-143.1249976E-03
+14.8245000E-03,-162.6562476E-03
+14.8250000E-03,-172.4218726E-03
+14.8255000E-03,-152.8906226E-03
+14.8260000E-03,-152.8906226E-03
+14.8265000E-03,-152.8906226E-03
+14.8270000E-03,-172.4218726E-03
+14.8275000E-03,-182.1874976E-03
+14.8280000E-03,-162.6562476E-03
+14.8285000E-03,-172.4218726E-03
+14.8290000E-03,-152.8906226E-03
+14.8295000E-03,-152.8906226E-03
+14.8300000E-03,-162.6562476E-03
+14.8305000E-03,-172.4218726E-03
+14.8310000E-03,-162.6562476E-03
+14.8315000E-03,-162.6562476E-03
+14.8320000E-03,-152.8906226E-03
+14.8325000E-03,-123.5937476E-03
+14.8330000E-03,-133.3593726E-03
+14.8335000E-03,-143.1249976E-03
+14.8340000E-03,-152.8906226E-03
+14.8345000E-03,-143.1249976E-03
+14.8350000E-03,-152.8906226E-03
+14.8355000E-03,-133.3593726E-03
+14.8360000E-03,-133.3593726E-03
+14.8365000E-03,-143.1249976E-03
+14.8370000E-03,-152.8906226E-03
+14.8375000E-03,-143.1249976E-03
+14.8380000E-03,-143.1249976E-03
+14.8385000E-03,-133.3593726E-03
+14.8390000E-03,-152.8906226E-03
+14.8395000E-03,-152.8906226E-03
+14.8400000E-03,-172.4218726E-03
+14.8405000E-03,-162.6562476E-03
+14.8410000E-03,-152.8906226E-03
+14.8415000E-03,-162.6562476E-03
+14.8420000E-03,-143.1249976E-03
+14.8425000E-03,-162.6562476E-03
+14.8430000E-03,-172.4218726E-03
+14.8435000E-03,-182.1874976E-03
+14.8440000E-03,-143.1249976E-03
+14.8445000E-03,-143.1249976E-03
+14.8450000E-03,-152.8906226E-03
+14.8455000E-03,-172.4218726E-03
+14.8460000E-03,-172.4218726E-03
+14.8465000E-03,-182.1874976E-03
+14.8470000E-03,-162.6562476E-03
+14.8475000E-03,-152.8906226E-03
+14.8480000E-03,-133.3593726E-03
+14.8485000E-03,-162.6562476E-03
+14.8490000E-03,-162.6562476E-03
+14.8495000E-03,-172.4218726E-03
+14.8500000E-03,-162.6562476E-03
+14.8505000E-03,-143.1249976E-03
+14.8510000E-03,-143.1249976E-03
+14.8515000E-03,-152.8906226E-03
+14.8520000E-03,-152.8906226E-03
+14.8525000E-03,-152.8906226E-03
+14.8530000E-03,-152.8906226E-03
+14.8535000E-03,-143.1249976E-03
+14.8540000E-03,-162.6562476E-03
+14.8545000E-03,-162.6562476E-03
+14.8550000E-03,-152.8906226E-03
+14.8555000E-03,-152.8906226E-03
+14.8560000E-03,-152.8906226E-03
