x-axis,1,2
second,Volt,Volt
+15.4680000E-03,-1.3507812023E+00,+8.2480468750E+00
+15.4685000E-03,-1.3898437023E+00,+8.1992187500E+00
+15.4690000E-03,-1.4328124523E+00,+8.2089843750E+00
+15.4695000E-03,-1.4718749523E+00,+8.2285156250E+00
+15.4700000E-03,-1.5148437023E+00,+8.2480468750E+00
+15.4705000E-03,-1.5539062023E+00,+8.2285156250E+00
+15.4710000E-03,-1.5968749523E+00,+8.2382812500E+00
+15.4715000E-03,-1.6359374523E+00,+8.2480468750E+00
+15.4720000E-03,-1.6749999523E+00,+8.2382812500E+00
+15.4725000E-03,-1.7140624523E+00,+8.2187500000E+00
+15.4730000E-03,-1.7531249523E+00,+8.2480468750E+00
+15.4735000E-03,-1.7921874523E+00,+8.2675781250E+00
+15.4740000E-03,-1.8351562023E+00,+8.2675781250E+00
+15.4745000E-03,-1.8742187023E+00,+8.2382812500E+00
+15.4750000E-03,-1.9054687023E+00,+8.2285156250E+00
+15.4755000E-03,-1.8781249523E+00,+7.2128906250E+00
+15.4760000E-03,-1.8664062023E+00,+4.4296874999E+00
+15.4765000E-03,-1.8585937023E+00,+1.1289062499E+00
+15.4770000E-03,-1.8507812023E+00,-1.9863281250E+00
+15.4775000E-03,-1.8351562023E+00,-4.5839843750E+00
+15.4780000E-03,-1.8117187023E+00,-6.4687500000E+00
+15.4785000E-03,-1.7843749523E+00,-7.5234375000E+00
+15.4790000E-03,-1.7453124523E+00,-7.9726562500E+00
+15.4795000E-03,-1.7062499523E+00,-8.1386718750E+00
+15.4800000E-03,-1.6671874523E+00,-8.1972656250E+00
+15.4805000E-03,-1.6320312023E+00,-8.2070312500E+00
+15.4810000E-03,-1.5890624523E+00,-8.1972656250E+00
+15.4815000E-03,-1.5499999523E+00,-8.2363281250E+00
+15.4820000E-03,-1.5109374523E+00,-8.2851562500E+00
+15.4825000E-03,-1.4679687023E+00,-8.3144531250E+00
+15.4830000E-03,-1.4289062023E+00,-8.3242187500E+00
+15.4835000E-03,-1.3859374523E+00,-8.3339843750E+00
+15.4840000E-03,-1.3507812023E+00,-8.3535156250E+00
+15.4845000E-03,-1.3078124523E+00,-8.3535156250E+00
+15.4850000E-03,-1.2648437023E+00,-8.3535156250E+00
+15.4855000E-03,-1.2257812023E+00,-8.3828125000E+00
+15.4860000E-03,-1.1867187023E+00,-8.4023437500E+00
+15.4865000E-03,-1.1437499523E+00,-8.4023437500E+00
+15.4870000E-03,-1.1007812023E+00,-8.3925781250E+00
