Freq.	V(vout)/V(vin)
1.00000000000000e-001	(1.99981422301377e+001dB,1.79999878611515e+002°)
1.02329299228075e-001	(1.99981422301368e+001dB,1.79999875784014e+002°)
1.04712854805090e-001	(1.99981422301359e+001dB,1.79999872890652e+002°)
1.07151930523761e-001	(1.99981422301350e+001dB,1.79999869929895e+002°)
1.09647819614319e-001	(1.99981422301340e+001dB,1.79999866900173e+002°)
1.12201845430196e-001	(1.99981422301329e+001dB,1.79999863799880e+002°)
1.14815362149688e-001	(1.99981422301318e+001dB,1.79999860627372e+002°)
1.17489755493953e-001	(1.99981422301307e+001dB,1.79999857380966e+002°)
1.20226443461741e-001	(1.99981422301295e+001dB,1.79999854058942e+002°)
1.23026877081238e-001	(1.99981422301282e+001dB,1.79999850659538e+002°)
1.25892541179417e-001	(1.99981422301269e+001dB,1.79999847180952e+002°)
1.28824955169313e-001	(1.99981422301255e+001dB,1.79999843621339e+002°)
1.31825673855641e-001	(1.99981422301241e+001dB,1.79999839978812e+002°)
1.34896288259165e-001	(1.99981422301226e+001dB,1.79999836251440e+002°)
1.38038426460288e-001	(1.99981422301210e+001dB,1.79999832437246e+002°)
1.41253754462275e-001	(1.99981422301193e+001dB,1.79999828534208e+002°)
1.44543977074593e-001	(1.99981422301176e+001dB,1.79999824540256e+002°)
1.47910838816821e-001	(1.99981422301158e+001dB,1.79999820453274e+002°)
1.51356124843621e-001	(1.99981422301139e+001dB,1.79999816271093e+002°)
1.54881661891248e-001	(1.99981422301119e+001dB,1.79999811991497e+002°)
1.58489319246111e-001	(1.99981422301098e+001dB,1.79999807612217e+002°)
1.62181009735893e-001	(1.99981422301076e+001dB,1.79999803130930e+002°)
1.65958690743756e-001	(1.99981422301053e+001dB,1.79999798545260e+002°)
1.69824365246174e-001	(1.99981422301029e+001dB,1.79999793852776e+002°)
1.73780082874937e-001	(1.99981422301004e+001dB,1.79999789050991e+002°)
1.77827941003892e-001	(1.99981422300978e+001dB,1.79999784137357e+002°)
1.81970085860998e-001	(1.99981422300950e+001dB,1.79999779109270e+002°)
1.86208713666287e-001	(1.99981422300921e+001dB,1.79999773964064e+002°)
1.90546071796325e-001	(1.99981422300891e+001dB,1.79999768699011e+002°)
1.94984459975804e-001	(1.99981422300860e+001dB,1.79999763311319e+002°)
1.99526231496888e-001	(1.99981422300827e+001dB,1.79999757798131e+002°)
2.04173794466953e-001	(1.99981422300792e+001dB,1.79999752156525e+002°)
2.08929613085404e-001	(1.99981422300756e+001dB,1.79999746383508e+002°)
2.13796208950223e-001	(1.99981422300718e+001dB,1.79999740476022e+002°)
2.18776162394955e-001	(1.99981422300678e+001dB,1.79999734430931e+002°)
2.23872113856834e-001	(1.99981422300636e+001dB,1.79999728245033e+002°)
2.29086765276777e-001	(1.99981422300593e+001dB,1.79999721915047e+002°)
2.34422881531992e-001	(1.99981422300547e+001dB,1.79999715437616e+002°)
2.39883291901949e-001	(1.99981422300499e+001dB,1.79999708809307e+002°)
2.45470891568503e-001	(1.99981422300449e+001dB,1.79999702026604e+002°)
2.51188643150958e-001	(1.99981422300396e+001dB,1.79999695085912e+002°)
2.57039578276886e-001	(1.99981422300342e+001dB,1.79999687983551e+002°)
2.63026799189538e-001	(1.99981422300284e+001dB,1.79999680715754e+002°)
2.69153480392691e-001	(1.99981422300224e+001dB,1.79999673278669e+002°)
2.75422870333816e-001	(1.99981422300161e+001dB,1.79999665668351e+002°)
2.81838293126445e-001	(1.99981422300095e+001dB,1.79999657880767e+002°)
2.88403150312660e-001	(1.99981422300026e+001dB,1.79999649911786e+002°)
2.95120922666638e-001	(1.99981422299953e+001dB,1.79999641757184e+002°)
3.01995172040201e-001	(1.99981422299877e+001dB,1.79999633412637e+002°)
3.09029543251359e-001	(1.99981422299798e+001dB,1.79999624873720e+002°)
3.16227766016838e-001	(1.99981422299715e+001dB,1.79999616135906e+002°)
3.23593656929628e-001	(1.99981422299628e+001dB,1.79999607194563e+002°)
