Freq.	V(vout)/V(vin)
1.00000000000000e+001	(-2.00001090705227e+001dB,1.79999296751707e+002°)
1.02329299228075e+001	(-2.00001090705247e+001dB,1.79999280370950e+002°)
1.04712854805090e+001	(-2.00001090705268e+001dB,1.79999263608636e+002°)
1.07151930523761e+001	(-2.00001090705290e+001dB,1.79999246455878e+002°)
1.09647819614319e+001	(-2.00001090705312e+001dB,1.79999228903580e+002°)
1.12201845430196e+001	(-2.00001090705336e+001dB,1.79999210942437e+002°)
1.14815362149688e+001	(-2.00001090705361e+001dB,1.79999192562926e+002°)
1.17489755493953e+001	(-2.00001090705387e+001dB,1.79999173755300e+002°)
1.20226443461741e+001	(-2.00001090705414e+001dB,1.79999154509589e+002°)
1.23026877081238e+001	(-2.00001090705443e+001dB,1.79999134815587e+002°)
1.25892541179417e+001	(-2.00001090705473e+001dB,1.79999114662853e+002°)
1.28824955169313e+001	(-2.00001090705504e+001dB,1.79999094040702e+002°)
1.31825673855641e+001	(-2.00001090705537e+001dB,1.79999072938199e+002°)
1.34896288259165e+001	(-2.00001090705571e+001dB,1.79999051344156e+002°)
1.38038426460288e+001	(-2.00001090705607e+001dB,1.79999029247122e+002°)
1.41253754462275e+001	(-2.00001090705645e+001dB,1.79999006635383e+002°)
1.44543977074593e+001	(-2.00001090705684e+001dB,1.79998983496949e+002°)
1.47910838816821e+001	(-2.00001090705725e+001dB,1.79998959819551e+002°)
1.51356124843621e+001	(-2.00001090705769e+001dB,1.79998935590636e+002°)
1.54881661891248e+001	(-2.00001090705814e+001dB,1.79998910797357e+002°)
1.58489319246111e+001	(-2.00001090705861e+001dB,1.79998885426568e+002°)
1.62181009735893e+001	(-2.00001090705911e+001dB,1.79998859464817e+002°)
1.65958690743756e+001	(-2.00001090705963e+001dB,1.79998832898340e+002°)
1.69824365246174e+001	(-2.00001090706018e+001dB,1.79998805713050e+002°)
1.73780082874937e+001	(-2.00001090706075e+001dB,1.79998777894534e+002°)
1.77827941003892e+001	(-2.00001090706134e+001dB,1.79998749428040e+002°)
1.81970085860998e+001	(-2.00001090706197e+001dB,1.79998720298477e+002°)
1.86208713666287e+001	(-2.00001090706262e+001dB,1.79998690490400e+002°)
1.90546071796325e+001	(-2.00001090706331e+001dB,1.79998659988003e+002°)
1.94984459975804e+001	(-2.00001090706402e+001dB,1.79998628775114e+002°)
1.99526231496888e+001	(-2.00001090706477e+001dB,1.79998596835183e+002°)
2.04173794466953e+001	(-2.00001090706556e+001dB,1.79998564151276e+002°)
2.08929613085404e+001	(-2.00001090706638e+001dB,1.79998530706062e+002°)
2.13796208950223e+001	(-2.00001090706725e+001dB,1.79998496481810e+002°)
2.18776162394955e+001	(-2.00001090706815e+001dB,1.79998461460372e+002°)
2.23872113856834e+001	(-2.00001090706910e+001dB,1.79998425623181e+002°)
2.29086765276777e+001	(-2.00001090707009e+001dB,1.79998388951234e+002°)
2.34422881531992e+001	(-2.00001090707112e+001dB,1.79998351425087e+002°)
2.39883291901949e+001	(-2.00001090707221e+001dB,1.79998313024844e+002°)
2.45470891568503e+001	(-2.00001090707335e+001dB,1.79998273730145e+002°)
2.51188643150958e+001	(-2.00001090707454e+001dB,1.79998233520155e+002°)
2.57039578276886e+001	(-2.00001090707578e+001dB,1.79998192373553e+002°)
2.63026799189538e+001	(-2.00001090707709e+001dB,1.79998150268524e+002°)
2.69153480392691e+001	(-2.00001090707846e+001dB,1.79998107182743e+002°)
2.75422870333816e+001	(-2.00001090707989e+001dB,1.79998063093366e+002°)
2.81838293126445e+001	(-2.00001090708139e+001dB,1.79998017977014e+002°)
2.88403150312660e+001	(-2.00001090708296e+001dB,1.79997971809768e+002°)
2.95120922666638e+001	(-2.00001090708460e+001dB,1.79997924567149e+002°)
3.01995172040201e+001	(-2.00001090708632e+001dB,1.79997876224107e+002°)
3.09029543251359e+001	(-2.00001090708812e+001dB,1.79997826755012e+002°)
3.16227766016838e+001	(-2.00001090709001e+001dB,1.79997776133633e+002°)
3.23593656929628e+001	(-2.00001090709199e+001dB,1.79997724333131e+002°)
3.31131121482591e+001	(-2.00001090709406e+001dB,1.79997671326040e+002°)
3.38844156139202e+001	(-2.00001090709623e+001dB,1.79997617084256e+002°)
3.46736850452531e+001	(-2.00001090709849e+001dB,1.79997561579018e+002°)
3.54813389233575e+001	(-2.00001090710087e+001dB,1.79997504780896e+002°)
3.63078054770101e+001	(-2.00001090710336e+001dB,1.79997446659777e+002°)
3.71535229097172e+001	(-2.00001090710596e+001dB,1.79997387184843e+002°)
3.80189396320561e+001	(-2.00001090710869e+001dB,1.79997326324560e+002°)
3.89045144994280e+001	(-2.00001090711155e+001dB,1.79997264046658e+002°)
3.98107170553497e+001	(-2.00001090711454e+001dB,1.79997200318118e+002°)
4.07380277804112e+001	(-2.00001090711767e+001dB,1.79997135105150e+002°)
4.16869383470335e+001	(-2.00001090712095e+001dB,1.79997068373176e+002°)
4.26579518801592e+001	(-2.00001090712438e+001dB,1.79997000086815e+002°)
4.36515832240165e+001	(-2.00001090712798e+001dB,1.79996930209860e+002°)
4.46683592150962e+001	(-2.00001090713175e+001dB,1.79996858705262e+002°)
4.57088189614874e+001	(-2.00001090713569e+001dB,1.79996785535108e+002°)
4.67735141287197e+001	(-2.00001090713982e+001dB,1.79996710660602e+002°)
4.78630092322638e+001	(-2.00001090714414e+001dB,1.79996634042045e+002°)
4.89778819368445e+001	(-2.00001090714867e+001dB,1.79996555638812e+002°)
5.01187233627271e+001	(-2.00001090715341e+001dB,1.79996475409333e+002°)
5.12861383991364e+001	(-2.00001090715837e+001dB,1.79996393311070e+002°)
5.24807460249772e+001	(-2.00001090716357e+001dB,1.79996309300493e+002°)
5.37031796370252e+001	(-2.00001090716901e+001dB,1.79996223333057e+002°)
5.49540873857624e+001	(-2.00001090717471e+001dB,1.79996135363183e+002°)
5.62341325190348e+001	(-2.00001090718068e+001dB,1.79996045344228e+002°)
5.75439937337156e+001	(-2.00001090718693e+001dB,1.79995953228461e+002°)
5.88843655355588e+001	(-2.00001090719348e+001dB,1.79995858967043e+002°)
6.02559586074357e+001	(-2.00001090720032e+001dB,1.79995762509994e+002°)
6.16595001861481e+001	(-2.00001090720750e+001dB,1.79995663806172e+002°)
6.30957344480192e+001	(-2.00001090721502e+001dB,1.79995562803242e+002°)
6.45654229034654e+001	(-2.00001090722288e+001dB,1.79995459447653e+002°)
6.60693448007595e+001	(-2.00001090723112e+001dB,1.79995353684602e+002°)
6.76082975391980e+001	(-2.00001090723975e+001dB,1.79995245458013e+002°)
6.91830970918935e+001	(-2.00001090724878e+001dB,1.79995134710503e+002°)
7.07945784384136e+001	(-2.00001090725824e+001dB,1.79995021383352e+002°)
7.24435960074988e+001	(-2.00001090726814e+001dB,1.79994905416472e+002°)
7.41310241300916e+001	(-2.00001090727851e+001dB,1.79994786748377e+002°)
7.58577575029182e+001	(-2.00001090728938e+001dB,1.79994665316147e+002°)
7.76247116628690e+001	(-2.00001090730075e+001dB,1.79994541055397e+002°)
7.94328234724279e+001	(-2.00001090731265e+001dB,1.79994413900242e+002°)
8.12830516164097e+001	(-2.00001090732512e+001dB,1.79994283783264e+002°)
8.31763771102669e+001	(-2.00001090733818e+001dB,1.79994150635471e+002°)
8.51138038202374e+001	(-2.00001090735185e+001dB,1.79994014386268e+002°)
8.70963589956078e+001	(-2.00001090736617e+001dB,1.79993874963413e+002°)
8.91250938133743e+001	(-2.00001090738116e+001dB,1.79993732292983e+002°)
9.12010839355907e+001	(-2.00001090739685e+001dB,1.79993586299331e+002°)
9.33254300796988e+001	(-2.00001090741330e+001dB,1.79993436905050e+002°)
9.54992586021433e+001	(-2.00001090743050e+001dB,1.79993284030930e+002°)
9.77237220955808e+001	(-2.00001090744853e+001dB,1.79993127595914e+002°)
9.99999999999997e+001	(-2.00001090746740e+001dB,1.79992967517058e+002°)
1.02329299228075e+002	(-2.00001090748716e+001dB,1.79992803709486e+002°)
1.04712854805090e+002	(-2.00001090750785e+001dB,1.79992636086346e+002°)
1.07151930523760e+002	(-2.00001090752952e+001dB,1.79992464558762e+002°)
1.09647819614318e+002	(-2.00001090755221e+001dB,1.79992289035786e+002°)
1.12201845430196e+002	(-2.00001090757597e+001dB,1.79992109424356e+002°)
1.14815362149688e+002	(-2.00001090760085e+001dB,1.79991925629237e+002°)
1.17489755493953e+002	(-2.00001090762690e+001dB,1.79991737552980e+002°)
1.20226443461741e+002	(-2.00001090765418e+001dB,1.79991545095865e+002°)
1.23026877081238e+002	(-2.00001090768274e+001dB,1.79991348155847e+002°)
1.25892541179416e+002	(-2.00001090771265e+001dB,1.79991146628507e+002°)
1.28824955169313e+002	(-2.00001090774398e+001dB,1.79990940406992e+002°)
1.31825673855640e+002	(-2.00001090777677e+001dB,1.79990729381960e+002°)
1.34896288259165e+002	(-2.00001090781112e+001dB,1.79990513441524e+002°)
1.38038426460288e+002	(-2.00001090784708e+001dB,1.79990292471190e+002°)
1.41253754462275e+002	(-2.00001090788473e+001dB,1.79990066353794e+002°)
1.44543977074592e+002	(-2.00001090792416e+001dB,1.79989834969448e+002°)
1.47910838816820e+002	(-2.00001090796545e+001dB,1.79989598195468e+002°)
1.51356124843620e+002	(-2.00001090800868e+001dB,1.79989355906314e+002°)
1.54881661891248e+002	(-2.00001090805396e+001dB,1.79989107973519e+002°)
1.58489319246111e+002	(-2.00001090810136e+001dB,1.79988854265628e+002°)
