Freq.	V(vin)/I(R1)
3.16227766016839e+005	(8.80148583571020e+001dB,1.83446475531656e+000°)
3.98107170553499e+005	(8.80496759602913e+001dB,2.28801544503960e+000°)
5.01187233627274e+005	(8.81069900002070e+001dB,2.82302200707830e+000°)
6.30957344480196e+005	(8.82003562086897e+001dB,3.39951664632689e+000°)
7.94328234724285e+005	(8.83446782731245e+001dB,3.88320993869859e+000°)
1.00000000000000e+006	(8.85381658725800e+001dB,3.99867511678334e+000°)
1.25892541179417e+006	(8.87322969709457e+001dB,3.48549565014226e+000°)
1.58489319246112e+006	(8.88527043064104e+001dB,2.49478977722511e+000°)
1.99526231496889e+006	(8.88816177653725e+001dB,1.51605699188837e+000°)
2.51188643150959e+006	(8.88595793891856e+001dB,8.33375617050103e-001°)
3.16227766016839e+006	(8.88249104124370e+001dB,4.35572383102611e-001°)
3.98107170553499e+006	(8.87943450084215e+001dB,2.22477469353928e-001°)
5.01187233627275e+006	(8.87716846928115e+001dB,1.12486548504658e-001°)
6.30957344480196e+006	(8.87560990344212e+001dB,5.66195715754903e-002°)
7.94328234724285e+006	(8.87457717999177e+001dB,2.84421610179977e-002°)
1.00000000000000e+007	(8.87390650575250e+001dB,1.42750311419815e-002°)
1.25892541179417e+007	(8.87347590324880e+001dB,7.16229683323696e-003°)
1.58489319246112e+007	(8.87320129243824e+001dB,3.59364064195898e-003°)
1.99526231496889e+007	(8.87302687330958e+001dB,1.80362103224584e-003°)
2.51188643150959e+007	(8.87291636661422e+001dB,9.05778663450940e-004°)
3.16227766016839e+007	(8.87284646089131e+001dB,4.55359807787283e-004°)
3.98107170553499e+007	(8.87280228159426e+001dB,2.29311561150357e-004°)
5.01187233627275e+007	(8.87277437781518e+001dB,1.15789366802447e-004°)
6.30957344480196e+007	(8.87275676037510e+001dB,5.87146848998438e-005°)
7.94328234724286e+007	(8.87274564000785e+001dB,2.99686868141598e-005°)
1.00000000000001e+008	(8.87273862173411e+001dB,1.54499972080317e-005°)
1.25892541179417e+008	(8.87273419278777e+001dB,8.08490987711220e-006°)
1.58489319246112e+008	(8.87273139802696e+001dB,4.32335492128690e-006°)
1.99526231496889e+008	(8.87272963453882e+001dB,2.38230746116814e-006°)
2.51188643150959e+008	(8.87272852180793e+001dB,1.36515595392036e-006°)
3.16227766016840e+008	(8.87272781970425e+001dB,8.20166461087401e-007°)
3.98107170553499e+008	(8.87272737669962e+001dB,5.19059801192846e-007°)
5.01187233627275e+008	(8.87272709717976e+001dB,3.45935801154557e-007°)
6.30957344480197e+008	(8.87272692081351e+001dB,2.41523736497815e-007°)
7.94328234724286e+008	(8.87272680953349e+001dB,1.75178208504404e-007°)
1.00000000000001e+009	(8.87272673932035e+001dB,1.30793745863542e-007°)
1.25892541179417e+009	(8.87272669501879e+001dB,9.97056194844456e-008°)
1.58489319246112e+009	(8.87272666706637e+001dB,7.71002440811005e-008°)
1.99526231496889e+009	(8.87272664942957e+001dB,6.01910366991794e-008°)
2.51188643150960e+009	(8.87272663830150e+001dB,4.72842590734730e-008°)
3.16227766016840e+009	(8.87272663128016e+001dB,3.72950057130382e-008°)
3.98107170553500e+009	(8.87272662684999e+001dB,2.94920541937551e-008°)
5.01187233627275e+009	(8.87272662405474e+001dB,2.33600031866371e-008°)
6.30957344480197e+009	(8.87272662229106e+001dB,1.85222472626727e-008°)
7.94328234724287e+009	(8.87272662117825e+001dB,1.46960730364128e-008°)
1.00000000000001e+010	(8.87272662047612e+001dB,1.16651504919743e-008°)
1.25892541179418e+010	(8.87272662003310e+001dB,9.26177089878854e-009°)
1.58489319246112e+010	(8.87272661975358e+001dB,7.35478736684137e-009°)
1.99526231496889e+010	(8.87272661957721e+001dB,5.84106331686968e-009°)
2.51188643150960e+010	(8.87272661946593e+001dB,4.63919433183761e-009°)
3.16227766016840e+010	(8.87272661939571e+001dB,3.68477886253478e-009°)
3.98107170553500e+010	(8.87272661935141e+001dB,2.92679149141162e-009°)
5.01187233627276e+010	(8.87272661932346e+001dB,2.32476669603796e-009°)
6.30957344480198e+010	(8.87272661930582e+001dB,1.84659445097722e-009°)
7.94328234724287e+010	(8.87272661929470e+001dB,1.46678537614870e-009°)
1.00000000000000e+011	(8.87272661928767e+001dB,1.16510061797960e-009°)
