x-axis,1,2
second,Volt,Volt
-354.00E-06,-14.03320313E+00,+5.82226562E+00
-353.00E-06,-14.02343750E+00,+6.17382813E+00
-352.00E-06,-14.02343750E+00,+6.53515625E+00
-351.00E-06,-14.02343750E+00,+6.90625000E+00
-350.00E-06,-14.03320313E+00,+7.24804688E+00
-349.00E-06,-14.02343750E+00,+7.62890625E+00
-348.00E-06,-14.02343750E+00,+8.00000000E+00
-347.00E-06,-14.02343750E+00,+8.37109375E+00
-346.00E-06,-14.03320313E+00,+8.72265625E+00
-345.00E-06,-14.03320313E+00,+9.09375000E+00
-344.00E-06,-14.03320313E+00,+9.44531250E+00
-343.00E-06,-14.02343750E+00,+9.79687500E+00
-342.00E-06,-14.02343750E+00,+10.14843750E+00
-341.00E-06,-14.03320313E+00,+10.49023438E+00
-340.00E-06,-14.02343750E+00,+10.83203125E+00
-339.00E-06,-14.02343750E+00,+11.18359375E+00
-338.00E-06,-14.03320313E+00,+11.54492188E+00
-337.00E-06,-14.03320313E+00,+11.89648438E+00
-336.00E-06,-14.02343750E+00,+12.24804688E+00
-335.00E-06,-14.02343750E+00,+12.61914063E+00
-334.00E-06,-14.02343750E+00,+12.96093750E+00
-333.00E-06,-14.02343750E+00,+13.29296875E+00
-332.00E-06,-14.02343750E+00,+13.59570313E+00
-331.00E-06,-14.02343750E+00,+13.68359375E+00
-330.00E-06,-14.02343750E+00,+13.68359375E+00
-329.00E-06,-14.02343750E+00,+13.68359375E+00
-328.00E-06,-14.03320313E+00,+13.68359375E+00
-327.00E-06,-14.01367188E+00,+13.69335938E+00
-326.00E-06,-14.02343750E+00,+13.68359375E+00
-325.00E-06,-14.03320313E+00,+13.68359375E+00
-324.00E-06,-14.03320313E+00,+13.69335938E+00
-323.00E-06,-14.02343750E+00,+13.70312500E+00
-322.00E-06,-13.96484375E+00,+13.70312500E+00
-321.00E-06,-13.70117187E+00,+13.69335938E+00
-320.00E-06,-13.31054687E+00,+13.69335938E+00
-319.00E-06,-12.95898437E+00,+13.70312500E+00
-318.00E-06,-12.77343750E+00,+13.71289063E+00
-317.00E-06,-12.73437500E+00,+13.70312500E+00
-316.00E-06,-12.69531250E+00,+13.70312500E+00
-315.00E-06,-12.65625000E+00,+13.71289063E+00
-314.00E-06,-12.60742188E+00,+13.72265625E+00
-313.00E-06,-12.58789063E+00,+13.70312500E+00
-312.00E-06,-12.55859375E+00,+13.70312500E+00
-311.00E-06,-12.51953125E+00,+13.71289063E+00
-310.00E-06,-12.47070313E+00,+13.72265625E+00
