Freq.	V(vo)
2.29086765276776e+002	(-1.68365058574693e+001dB,-9.00009832245163e+001°)
2.34422881531991e+002	(-1.66365049772173e+001dB,-9.00010061259383e+001°)
2.39883291901948e+002	(-1.64365040554803e+001dB,-9.00010295607443e+001°)
2.45470891568502e+002	(-1.62365030903030e+001dB,-9.00010535413542e+001°)
2.51188643150957e+002	(-1.60365020796382e+001dB,-9.00010780804771e+001°)
2.57039578276885e+002	(-1.58365010213420e+001dB,-9.00011031911175e+001°)
2.63026799189537e+002	(-1.56364999131698e+001dB,-9.00011288865826e+001°)
2.69153480392690e+002	(-1.54364987527709e+001dB,-9.00011551804892e+001°)
2.75422870333816e+002	(-1.52364975376839e+001dB,-9.00011820867710e+001°)
2.81838293126444e+002	(-1.50364962653314e+001dB,-9.00012096196855e+001°)
2.88403150312659e+002	(-1.48364949330146e+001dB,-9.00012377938222e+001°)
2.95120922666637e+002	(-1.46364935379074e+001dB,-9.00012666241097e+001°)
3.01995172040200e+002	(-1.44364920770506e+001dB,-9.00012961258241e+001°)
3.09029543251358e+002	(-1.42364905473455e+001dB,-9.00013263145964e+001°)
3.16227766016837e+002	(-1.40364889455472e+001dB,-9.00013572064212e+001°)
3.23593656929627e+002	(-1.38364872682583e+001dB,-9.00013888176654e+001°)
3.31131121482590e+002	(-1.36364855119207e+001dB,-9.00014211650759e+001°)
3.38844156139201e+002	(-1.34364836728092e+001dB,-9.00014542657893e+001°)
3.46736850452530e+002	(-1.32364817470225e+001dB,-9.00014881373404e+001°)
3.54813389233574e+002	(-1.30364797304759e+001dB,-9.00015227976717e+001°)
3.63078054770100e+002	(-1.28364776188918e+001dB,-9.00015582651427e+001°)
3.71535229097171e+002	(-1.26364754077912e+001dB,-9.00015945585396e+001°)
3.80189396320559e+002	(-1.24364730924841e+001dB,-9.00016316970850e+001°)
3.89045144994279e+002	(-1.22364706680593e+001dB,-9.00016697004484e+001°)
3.98107170553495e+002	(-1.20364681293740e+001dB,-9.00017085887561e+001°)
4.07380277804111e+002	(-1.18364654710434e+001dB,-9.00017483826019e+001°)
4.16869383470333e+002	(-1.16364626874287e+001dB,-9.00017891030579e+001°)
4.26579518801591e+002	(-1.14364597726252e+001dB,-9.00018307716858e+001°)
4.36515832240164e+002	(-1.12364567204502e+001dB,-9.00018734105477e+001°)
4.46683592150961e+002	(-1.10364535244294e+001dB,-9.00019170422180e+001°)
4.57088189614873e+002	(-1.08364501777835e+001dB,-9.00019616897952e+001°)
4.67735141287196e+002	(-1.06364466734137e+001dB,-9.00020073769137e+001°)
4.78630092322636e+002	(-1.04364430038864e+001dB,-9.00020541277566e+001°)
4.89778819368444e+002	(-1.02364391614179e+001dB,-9.00021019670678e+001°)
5.01187233627270e+002	(-1.00364351378575e+001dB,-9.00021509201654e+001°)
5.12861383991362e+002	(-9.83643092467060e+000dB,-9.00022010129547e+001°)
5.24807460249770e+002	(-9.63642651292001e+000dB,-9.00022522719414e+001°)
5.37031796370250e+002	(-9.43642189324755e+000dB,-9.00023047242460e+001°)
5.49540873857622e+002	(-9.23641705585391e+000dB,-9.00023583976173e+001°)
5.62341325190346e+002	(-9.03641199047797e+000dB,-9.00024133204473e+001°)
5.75439937337154e+002	(-8.83640668637495e+000dB,-9.00024695217857e+001°)
5.88843655355586e+002	(-8.63640113229368e+000dB,-9.00025270313549e+001°)
6.02559586074355e+002	(-8.43639531645271e+000dB,-9.00025858795654e+001°)
6.16595001861479e+002	(-8.23638922651530e+000dB,-9.00026460975319e+001°)
6.30957344480190e+002	(-8.03638284956326e+000dB,-9.00027077170890e+001°)
6.45654229034652e+002	(-7.83637617206956e+000dB,-9.00027707708075e+001°)
6.60693448007592e+002	(-7.63636917986962e+000dB,-9.00028352920118e+001°)
6.76082975391978e+002	(-7.43636185813123e+000dB,-9.00029013147964e+001°)
6.91830970918933e+002	(-7.23635419132312e+000dB,-9.00029688740438e+001°)
7.07945784384134e+002	(-7.03634616318201e+000dB,-9.00030380054423e+001°)
7.24435960074986e+002	(-6.83633775667807e+000dB,-9.00031087455042e+001°)
7.41310241300914e+002	(-6.63632895397883e+000dB,-9.00031811315849e+001°)
7.58577575029180e+002	(-6.43631973641130e+000dB,-9.00032552019012e+001°)
7.76247116628688e+002	(-6.23631008442240e+000dB,-9.00033309955516e+001°)
7.94328234724277e+002	(-6.03629997753744e+000dB,-9.00034085525357e+001°)
8.12830516164095e+002	(-5.83628939431667e+000dB,-9.00034879137746e+001°)
8.31763771102666e+002	(-5.63627831230985e+000dB,-9.00035691211319e+001°)
8.51138038202372e+002	(-5.43626670800852e+000dB,-9.00036522174344e+001°)
8.70963589956076e+002	(-5.23625455679620e+000dB,-9.00037372464942e+001°)
8.91250938133741e+002	(-5.03624183289612e+000dB,-9.00038242531304e+001°)
9.12010839355905e+002	(-4.83622850931653e+000dB,-9.00039132831917e+001°)
9.33254300796986e+002	(-4.63621455779341e+000dB,-9.00040043835795e+001°)
9.54992586021431e+002	(-4.43619994873052e+000dB,-9.00040976022711e+001°)
9.77237220955805e+002	(-4.23618465113658e+000dB,-9.00041929883438e+001°)
9.99999999999994e+002	(-4.03616863255951e+000dB,-9.00042905919989e+001°)
1.02329299228075e+003	(-3.83615185901755e+000dB,-9.00043904645870e+001°)
1.04712854805089e+003	(-3.63613429492714e+000dB,-9.00044926586331e+001°)
1.07151930523760e+003	(-3.43611590302745e+000dB,-9.00045972278622e+001°)
1.09647819614318e+003	(-3.23609664430122e+000dB,-9.00047042272261e+001°)
1.12201845430196e+003	(-3.03607647789205e+000dB,-9.00048137129294e+001°)
1.14815362149688e+003	(-2.83605536101761e+000dB,-9.00049257424578e+001°)
1.17489755493952e+003	(-2.63603324887886e+000dB,-9.00050403746048e+001°)
1.20226443461741e+003	(-2.43601009456496e+000dB,-9.00051576695010e+001°)
1.23026877081237e+003	(-2.23598584895373e+000dB,-9.00052776886420e+001°)
1.25892541179416e+003	(-2.03596046060731e+000dB,-9.00054004949182e+001°)
1.28824955169313e+003	(-1.83593387566307e+000dB,-9.00055261526446e+001°)
1.31825673855640e+003	(-1.63590603771917e+000dB,-9.00056547275908e+001°)
1.34896288259165e+003	(-1.43587688771490e+000dB,-9.00057862870120e+001°)
1.38038426460288e+003	(-1.23584636380524e+000dB,-9.00059208996801e+001°)
1.41253754462275e+003	(-1.03581440122961e+000dB,-9.00060586359157e+001°)
1.44543977074592e+003	(-8.35780932174352e-001dB,-9.00061995676202e+001°)
1.47910838816820e+003	(-6.35745885628730e-001dB,-9.00063437683086e+001°)
1.51356124843620e+003	(-4.35709187234178e-001dB,-9.00064913131426e+001°)
1.54881661891247e+003	(-2.35670759126396e-001dB,-9.00066422789644e+001°)
1.58489319246110e+003	(-3.56305197699857e-002dB,-9.00067967443308e+001°)
1.62181009735892e+003	(1.64411616214681e-001dB,-9.00069547895475e+001°)
1.65958690743755e+003	(3.64455738232787e-001dB,-9.00071164967045e+001°)
1.69824365246173e+003	(5.64501939904993e-001dB,-9.00072819497111e+001°)
1.73780082874936e+003	(7.64550319266247e-001dB,-9.00074512343317e+001°)
1.77827941003891e+003	(9.64600978974049e-001dB,-9.00076244382222e+001°)
1.81970085860997e+003	(1.16465402652653e+000dB,-9.00078016509659e+001°)
1.86208713666286e+003	(1.36470957449083e+000dB,-9.00079829641109e+001°)
1.90546071796323e+003	(1.56476774074222e+000dB,-9.00081684712065e+001°)
1.94984459975803e+003	(1.76482864871463e+000dB,-9.00083582678408e+001°)
1.99526231496887e+003	(1.96489242766287e+000dB,-9.00085524516781e+001°)
2.04173794466952e+003	(2.16495921293738e+000dB,-9.00087511224963e+001°)
2.08929613085403e+003	(2.36502914627184e+000dB,-9.00089543822248e+001°)
2.13796208950222e+003	(2.56510237608444e+000dB,-9.00091623349822e+001°)
2.18776162394954e+003	(2.76517905779340e+000dB,-9.00093750871141e+001°)
2.23872113856832e+003	(2.96525935414737e+000dB,-9.00095927472306e+001°)
2.29086765276776e+003	(3.16534343557143e+000dB,-9.00098154262439e+001°)
2.34422881531991e+003	(3.36543148052952e+000dB,-9.00100432374059e+001°)
2.39883291901947e+003	(3.56552367590397e+000dB,-9.00102762963447e+001°)
2.45470891568501e+003	(3.76562021739294e+000dB,-9.00105147211016e+001°)
2.51188643150956e+003	(3.96572130992678e+000dB,-9.00107586321672e+001°)
2.57039578276885e+003	(4.16582716810395e+000dB,-9.00110081525168e+001°)
2.63026799189536e+003	(4.36593801664764e+000dB,-9.00112634076453e+001°)
2.69153480392690e+003	(4.56605409088406e+000dB,-9.00115245256012e+001°)
2.75422870333815e+003	(4.76617563724323e+000dB,-9.00117916370197e+001°)
2.81838293126443e+003	(4.96630291378364e+000dB,-9.00120648751544e+001°)
2.88403150312659e+003	(5.16643619074161e+000dB,-9.00123443759078e+001°)
2.95120922666636e+003	(5.36657575110686e+000dB,-9.00126302778608e+001°)
3.01995172040199e+003	(5.56672189122514e+000dB,-9.00129227222998e+001°)
3.09029543251357e+003	(5.76687492142959e+000dB,-9.00132218532423e+001°)
3.16227766016836e+003	(5.96703516670199e+000dB,-9.00135278174607e+001°)
3.23593656929626e+003	(6.16720296736529e+000dB,-9.00138407645030e+001°)
3.31131121482589e+003	(6.36737867980915e+000dB,-9.00141608467118e+001°)
3.38844156139200e+003	(6.56756267724972e+000dB,-9.00144882192397e+001°)
3.46736850452529e+003	(6.76775535052569e+000dB,-9.00148230400618e+001°)
3.54813389233573e+003	(6.96795710893194e+000dB,-9.00151654699849e+001°)
3.63078054770099e+003	(7.16816838109295e+000dB,-9.00155156726525e+001°)
3.71535229097170e+003	(7.36838961587763e+000dB,-9.00158738145455e+001°)
3.80189396320558e+003	(7.56862128335765e+000dB,-9.00162400649786e+001°)
3.89045144994278e+003	(7.76886387581136e+000dB,-9.00166145960913e+001°)
3.98107170553494e+003	(7.96911790877548e+000dB,-9.00169975828334e+001°)
4.07380277804110e+003	(8.16938392214682e+000dB,-9.00173892029444e+001°)
4.16869383470332e+003	(8.36966248133647e+000dB,-9.00177896369260e+001°)
4.26579518801589e+003	(8.56995417847906e+000dB,-9.00181990680077e+001°)
4.36515832240162e+003	(8.77025963369948e+000dB,-9.00186176821041e+001°)
4.46683592150960e+003	(8.97057949644021e+000dB,-9.00190456677640e+001°)
4.57088189614871e+003	(9.17091444685190e+000dB,-9.00194832161095e+001°)
4.67735141287194e+003	(9.37126519725032e+000dB,-9.00199305207654e+001°)
4.78630092322634e+003	(9.57163249364294e+000dB,-9.00203877777775e+001°)
4.89778819368442e+003	(9.77201711732856e+000dB,-9.00208551855185e+001°)
5.01187233627268e+003	(9.97241988657336e+000dB,-9.00213329445814e+001°)
5.12861383991361e+003	(1.01728416583672e+001dB,-9.00218212576581e+001°)
5.24807460249768e+003	(1.03732833302642e+001dB,-9.00223203294037e+001°)
5.37031796370248e+003	(1.05737458423112e+001dB,-9.00228303662831e+001°)
5.49540873857620e+003	(1.07742301790693e+001dB,-9.00233515764005e+001°)
5.62341325190344e+003	(1.09747373717321e+001dB,-9.00238841693089e+001°)
5.75439937337152e+003	(1.11752685003456e+001dB,-9.00244283557997e+001°)
5.88843655355584e+003	(1.13758246961353e+001dB,-9.00249843476681e+001°)
6.02559586074353e+003	(1.15764071439452e+001dB,-9.00255523574553e+001°)
6.16595001861477e+003	(1.17770170847943e+001dB,-9.00261325981637e+001°)
6.30957344480188e+003	(1.19776558185563e+001dB,-9.00267252829437e+001°)
6.45654229034650e+003	(1.21783247067690e+001dB,-9.00273306247494e+001°)
6.60693448007590e+003	(1.23790251755798e+001dB,-9.00279488359616e+001°)
6.76082975391976e+003	(1.25797587188329e+001dB,-9.00285801279742e+001°)
6.91830970918931e+003	(1.27805269013072e+001dB,-9.00292247107424e+001°)
7.07945784384132e+003	(1.29813313621105e+001dB,-9.00298827922891e+001°)
7.24435960074984e+003	(1.31821738182393e+001dB,-9.00305545781657e+001°)
7.41310241300911e+003	(1.33830560683117e+001dB,-9.00312402708648e+001°)
7.58577575029177e+003	(1.35839799964816e+001dB,-9.00319400691807e+001°)
7.76247116628685e+003	(1.37849475765453e+001dB,-9.00326541675130e+001°)
7.94328234724275e+003	(1.39859608762477e+001dB,-9.00333827551093e+001°)
8.12830516164092e+003	(1.41870220617999e+001dB,-9.00341260152427e+001°)
8.31763771102664e+003	(1.43881334026184e+001dB,-9.00348841243183e+001°)
8.51138038202369e+003	(1.45892972762975e+001dB,-9.00356572509036e+001°)
8.70963589956073e+003	(1.47905161738261e+001dB,-9.00364455546767e+001°)
8.91250938133738e+003	(1.49917927050622e+001dB,-9.00372491852865e+001°)
9.12010839355902e+003	(1.51931296044785e+001dB,-9.00380682811164e+001°)
9.33254300796983e+003	(1.53945297371919e+001dB,-9.00389029679468e+001°)
9.54992586021428e+003	(1.55959961052930e+001dB,-9.00397533575057e+001°)
9.77237220955802e+003	(1.57975318544910e+001dB,-9.00406195459004e+001°)
9.99999999999991e+003	(1.59991402810895e+001dB,-9.00415016119212e+001°)
1.02329299228075e+004	(1.62008248393123e+001dB,-9.00423996152055e+001°)
1.04712854805089e+004	(1.64025891489955e+001dB,-9.00433135942536e+001°)
1.07151930523760e+004	(1.66044370036681e+001dB,-9.00442435642830e+001°)
1.09647819614318e+004	(1.68063723790392e+001dB,-9.00451895149097e+001°)
1.12201845430195e+004	(1.70083994419152e+001dB,-9.00461514076421e+001°)
1.14815362149687e+004	(1.72105225595699e+001dB,-9.00471291731741e+001°)
1.17489755493952e+004	(1.74127463095913e+001dB,-9.00481227084598e+001°)
1.20226443461740e+004	(1.76150754902328e+001dB,-9.00491318735552e+001°)
1.23026877081237e+004	(1.78175151312939e+001dB,-9.00501564882062e+001°)
1.25892541179416e+004	(1.80200705055626e+001dB,-9.00511963281645e+001°)
1.28824955169312e+004	(1.82227471408481e+001dB,-9.00522511212093e+001°)
1.31825673855640e+004	(1.84255508326387e+001dB,-9.00533205428522e+001°)
1.34896288259164e+004	(1.86284876574185e+001dB,-9.00544042116985e+001°)
1.38038426460287e+004	(1.88315639866819e+001dB,-9.00555016844406e+001°)
1.41253754462274e+004	(1.90347865016843e+001dB,-9.00566124504504e+001°)
1.44543977074591e+004	(1.92381622089718e+001dB,-9.00577359259423e+001°)
1.47910838816819e+004	(1.94416984567358e+001dB,-9.00588714476698e+001°)
1.51356124843619e+004	(1.96454029520395e+001dB,-9.00600182661192e+001°)
1.54881661891247e+004	(1.98492837789680e+001dB,-9.00611755381592e+001°)
1.58489319246110e+004	(2.00533494177575e+001dB,-9.00623423191037e+001°)
1.62181009735891e+004	(2.02576087649612e+001dB,-9.00635175541371e+001°)
1.65958690743755e+004	(2.04620711547152e+001dB,-9.00647000690534e+001°)
1.69824365246173e+004	(2.06667463811712e+001dB,-9.00658885602500e+001°)
1.73780082874936e+004	(2.08716447221675e+001dB,-9.00670815839150e+001°)
1.77827941003891e+004	(2.10767769642159e+001dB,-9.00682775443427e+001°)
1.81970085860997e+004	(2.12821544288861e+001dB,-9.00694746813023e+001°)
1.86208713666285e+004	(2.14877890006764e+001dB,-9.00706710563812e+001°)
1.90546071796323e+004	(2.16936931564662e+001dB,-9.00718645382168e+001°)
1.94984459975803e+004	(2.18998799966521e+001dB,-9.00730527865205e+001°)
1.99526231496886e+004	(2.21063632780770e+001dB,-9.00742332347933e+001°)
2.04173794466951e+004	(2.23131574488720e+001dB,-9.00754030716170e+001°)
2.08929613085402e+004	(2.25202776853375e+001dB,-9.00765592204003e+001°)
2.13796208950221e+004	(2.27277399310017e+001dB,-9.00776983174430e+001°)
2.18776162394953e+004	(2.29355609380051e+001dB,-9.00788166881712e+001°)
2.23872113856832e+004	(2.31437583109723e+001dB,-9.00799103213806e+001°)
2.29086765276775e+004	(2.33523505535440e+001dB,-9.00809748413107e+001°)
2.34422881531990e+004	(2.35613571177588e+001dB,-9.00820054773529e+001°)
2.39883291901947e+004	(2.37707984564879e+001dB,-9.00829970311793e+001°)
2.45470891568501e+004	(2.39806960791460e+001dB,-9.00839438410535e+001°)
2.51188643150956e+004	(2.41910726109173e+001dB,-9.00848397430650e+001°)
2.57039578276884e+004	(2.44019518557608e+001dB,-9.00856780289963e+001°)
2.63026799189536e+004	(2.46133588634785e+001dB,-9.00864514005094e+001°)
2.69153480392689e+004	(2.48253200011590e+001dB,-9.00871519192959e+001°)
2.75422870333814e+004	(2.50378630293354e+001dB,-9.00877709528067e+001°)
2.81838293126443e+004	(2.52510171832287e+001dB,-9.00882991151272e+001°)
2.88403150312658e+004	(2.54648132594830e+001dB,-9.00887262025228e+001°)
2.95120922666636e+004	(2.56792837088373e+001dB,-9.00890411231229e+001°)
3.01995172040199e+004	(2.58944627352217e+001dB,-9.00892318201536e+001°)
3.09029543251356e+004	(2.61103864018147e+001dB,-9.00892851880611e+001°)
3.16227766016835e+004	(2.63270927446500e+001dB,-9.00891869807930e+001°)
3.23593656929625e+004	(2.65446218944229e+001dB,-9.00889217114182e+001°)
