time	V(vin)	V(vout)
0.000000000000000e+000	0.000000e+000	6.268447e-003
7.408928566811875e-005	2.330283e-002	3.943281e-003
1.481785713362375e-004	4.656239e-002	1.621239e-003
2.222678570043562e-004	6.977866e-002	-6.976788e-004
2.963571426724750e-004	9.295165e-002	-3.013473e-003
3.704464283405938e-004	1.160814e-001	-5.326143e-003
4.445357140087125e-004	1.391678e-001	-7.635689e-003
5.186249996768311e-004	1.622109e-001	-9.942112e-003
6.999866068196884e-004	2.185744e-001	-1.557801e-002
8.813482139625457e-004	2.737915e-001	-2.109932e-002
1.062709821105403e-003	3.278623e-001	-2.650605e-002
1.244071428248260e-003	3.807866e-001	-3.179818e-002
1.425433035391118e-003	4.325646e-001	-3.697573e-002
1.606794642533975e-003	4.831963e-001	-4.203868e-002
1.788156249676832e-003	5.326815e-001	-4.698705e-002
2.081124999676832e-003	6.094994e-001	-5.466876e-002
2.374093749676833e-003	6.798317e-001	-6.170203e-002
2.667062499676833e-003	7.436784e-001	-6.808687e-002
2.960031249676833e-003	8.010396e-001	-7.382327e-002
3.252999999676833e-003	8.519153e-001	-7.891123e-002
3.545968749676834e-003	8.963054e-001	-8.335076e-002
3.838937499676834e-003	9.342099e-001	-8.714185e-002
4.313267856819689e-003	9.760922e-001	-9.133134e-002
4.787598213962544e-003	9.966043e-001	-9.338395e-002
5.261928571105400e-003	9.957460e-001	-9.329969e-002
5.736258928248256e-003	9.735175e-001	-9.107855e-002
6.210589285391112e-003	9.299186e-001	-8.672054e-002
6.684919642533967e-003	8.649495e-001	-8.022565e-002
7.159249999676822e-003	7.786102e-001	-7.159389e-002
7.396415178248249e-003	7.289293e-001	-6.662680e-002
7.633580356819677e-003	6.759915e-001	-6.133400e-002
7.870745535391105e-003	6.197968e-001	-5.571549e-002
8.107910713962533e-003	5.603452e-001	-4.977126e-002
8.345075892533960e-003	4.976368e-001	-4.350133e-002
8.582241071105388e-003	4.316714e-001	-3.690568e-002
8.819406249676816e-003	3.624492e-001	-2.998432e-002
8.958915178248244e-003	3.210621e-001	-2.584614e-002
9.098424106819672e-003	2.792614e-001	-2.166657e-002
9.237933035391100e-003	2.370472e-001	-1.744562e-002
9.377441963962528e-003	1.944194e-001	-1.318327e-002
9.516950892533956e-003	1.513780e-001	-8.879539e-003
9.656459821105384e-003	1.079230e-001	-4.534418e-003
