Freq.	V(vin)/I(R6)
1.00000000000000e+000	(6.79567205921031e+001dB,-1.79999951982466e+002°)
1.25892541179417e+000	(6.79567205921144e+001dB,-1.79999939549507e+002°)
1.58489319246111e+000	(6.79567205921322e+001dB,-1.79999923897338e+002°)
1.99526231496888e+000	(6.79567205921605e+001dB,-1.79999904192425e+002°)
2.51188643150958e+000	(6.79567205922054e+001dB,-1.79999879385409e+002°)
3.16227766016838e+000	(6.79567205922765e+001dB,-1.79999848155226e+002°)
3.98107170553497e+000	(6.79567205923892e+001dB,-1.79999808838755e+002°)
5.01187233627272e+000	(6.79567205925678e+001dB,-1.79999759342251e+002°)
6.30957344480194e+000	(6.79567205928508e+001dB,-1.79999697029845e+002°)
7.94328234724282e+000	(6.79567205932995e+001dB,-1.79999618583173e+002°)
1.00000000000000e+001	(6.79567205940105e+001dB,-1.79999519824664e+002°)
1.25892541179417e+001	(6.79567205951374e+001dB,-1.79999395495067e+002°)
1.58489319246111e+001	(6.79567205969234e+001dB,-1.79999238973379e+002°)
1.99526231496888e+001	(6.79567205997541e+001dB,-1.79999041924248e+002°)
2.51188643150958e+001	(6.79567206042403e+001dB,-1.79998793854091e+002°)
3.16227766016838e+001	(6.79567206113506e+001dB,-1.79998481552268e+002°)
3.98107170553498e+001	(6.79567206226196e+001dB,-1.79998088387569e+002°)
5.01187233627273e+001	(6.79567206404797e+001dB,-1.79997593422544e+002°)
6.30957344480194e+001	(6.79567206687861e+001dB,-1.79996970298508e+002°)
7.94328234724283e+001	(6.79567207136487e+001dB,-1.79996185831845e+002°)
1.00000000000000e+002	(6.79567207847512e+001dB,-1.79995198246873e+002°)
1.25892541179417e+002	(6.79567208974411e+001dB,-1.79993954951143e+002°)
1.58489319246112e+002	(6.79567210760424e+001dB,-1.79992389734728e+002°)
1.99526231496888e+002	(6.79567213591065e+001dB,-1.79990419244356e+002°)
2.51188643150958e+002	(6.79567218077327e+001dB,-1.79987938544649e+002°)
3.16227766016838e+002	(6.79567225187572e+001dB,-1.79984815530134e+002°)
3.98107170553498e+002	(6.79567236456547e+001dB,-1.79980883890566e+002°)
5.01187233627273e+002	(6.79567254316660e+001dB,-1.79975934255123e+002°)
6.30957344480194e+002	(6.79567282623008e+001dB,-1.79969703044296e+002°)
7.94328234724283e+002	(6.79567327485487e+001dB,-1.79961858436611e+002°)
1.00000000000000e+003	(6.79567398587580e+001dB,-1.79951982704487e+002°)
1.25892541179417e+003	(6.79567511276434e+001dB,-1.79939549981822e+002°)
1.58489319246112e+003	(6.79567689875309e+001dB,-1.79923898285837e+002°)
1.99526231496888e+003	(6.79567972933130e+001dB,-1.79904194316227e+002°)
2.51188643150959e+003	(6.79568421543716e+001dB,-1.79879389182915e+002°)
3.16227766016839e+003	(6.79569132528941e+001dB,-1.79848162756401e+002°)
3.98107170553498e+003	(6.79570259327816e+001dB,-1.79808853780162e+002°)
5.01187233627273e+003	(6.79572045091331e+001dB,-1.79759372228814e+002°)
6.30957344480195e+003	(6.79574875103819e+001dB,-1.79697089654537e+002°)
7.94328234724283e+003	(6.79579359788810e+001dB,-1.79618702499290e+002°)
