Freq.	V(vin)/I(R6)
1.00000000000000e+004	(6.79586466072651e+001dB,-1.79520062721724e+002°)
1.25892541179417e+004	(6.79597725100522e+001dB,-1.79395969961068e+002°)
1.58489319246112e+004	(6.79615560237148e+001dB,-1.79239920618650e+002°)
1.99526231496889e+004	(6.79643803888782e+001dB,-1.79043813298385e+002°)
2.51188643150959e+004	(6.79688509045256e+001dB,-1.78797620267838e+002°)
3.16227766016839e+004	(6.79759216604814e+001dB,-1.78489057395801e+002°)
3.98107170553498e+004	(6.79870916996238e+001dB,-1.78103332704965e+002°)
5.01187233627274e+004	(6.80047043081685e+001dB,-1.77623149054144e+002°)
6.30957344480195e+004	(6.80323929389850e+001dB,-1.77029319361836e+002°)
7.94328234724284e+004	(6.80757193863204e+001dB,-1.76302685560428e+002°)
1.00000000000000e+005	(6.81430236486437e+001dB,-1.75428590874365e+002°)
1.25892541179417e+005	(6.82464040567198e+001dB,-1.74405962216418e+002°)
1.58489319246112e+005	(6.84024858949621e+001dB,-1.73263866812711e+002°)
1.99526231496889e+005	(6.86321136344384e+001dB,-1.72088194459141e+002°)
2.51188643150959e+005	(6.89573348662702e+001dB,-1.71057447808161e+002°)
3.16227766016839e+005	(6.93935313371034e+001dB,-1.70476091570422e+002°)
3.98107170553499e+005	(6.99356234698676e+001dB,-1.70776356553082e+002°)
5.01187233627274e+005	(7.05415214161551e+001dB,-1.72445822357073e+002°)
6.30957344480196e+005	(7.11232153453148e+001dB,-1.75853310009449e+002°)
7.94328234724285e+005	(7.15615048038335e+001dB,1.78981598572843e+002°)
1.00000000000000e+006	(7.17519005896287e+001dB,1.72504113115349e+002°)
1.25892541179417e+006	(7.16551034665379e+001dB,1.65428471819292e+002°)
1.58489319246112e+006	(7.13015037319323e+001dB,1.58328962169785e+002°)
1.99526231496889e+006	(7.07446668928640e+001dB,1.51410734645878e+002°)
2.51188643150959e+006	(7.00160005592043e+001dB,1.44620967089363e+002°)
3.16227766016839e+006	(6.91155723441562e+001dB,1.37887155912126e+002°)
3.98107170553499e+006	(6.80296324246912e+001dB,1.31260215745784e+002°)
5.01187233627275e+006	(6.67517300932778e+001dB,1.24913136855162e+002°)
6.30957344480196e+006	(6.52930882482763e+001dB,1.19056447274380e+002°)
7.94328234724285e+006	(6.36803951098520e+001dB,1.13852650356770e+002°)
1.00000000000000e+007	(6.19472031128891e+001dB,1.09376838731977e+002°)
1.25892541179417e+007	(6.01258614699774e+001dB,1.05622922109684e+002°)
1.58489319246112e+007	(5.82431097757138e+001dB,1.02531250978134e+002°)
1.99526231496889e+007	(5.63190072459198e+001dB,1.00016746391537e+002°)
2.51188643150959e+007	(5.43676918200142e+001dB,9.79887384667557e+001°)
3.16227766016839e+007	(5.23987361237088e+001dB,9.63620598505323e+001°)
3.98107170553499e+007	(5.04184572016796e+001dB,9.50619155490014e+001°)
5.01187233627275e+007	(4.84309560478501e+001dB,9.40251245538331e+001°)
6.30957344480196e+007	(4.64388676256906e+001dB,9.31995485104699e+001°)
7.94328234724286e+007	(4.44438740921455e+001dB,9.25427726691621e+001°)
1.00000000000001e+008	(4.24470451515986e+001dB,9.20205956117490e+001°)
1.25892541179417e+008	(4.04490593930393e+001dB,9.16055880943733e+001°)
1.58489319246112e+008	(3.84503463136753e+001dB,9.12758247116204e+001°)
1.99526231496889e+008	(3.64511765700770e+001dB,9.10138157114327e+001°)
2.51188643150959e+008	(3.44517191841904e+001dB,9.08056314181855e+001°)
3.16227766016840e+008	(3.24520783653334e+001dB,9.06401952067419e+001°)
3.98107170553499e+008	(3.04523179648060e+001dB,9.05087131406879e+001°)
5.01187233627275e+008	(2.84524777669837e+001dB,9.04042100828445e+001°)
6.30957344480197e+008	(2.64525836133351e+001dB,9.03211522293161e+001°)
7.94328234724286e+008	(2.44526530124996e+001dB,9.02551446110771e+001°)
1.00000000000001e+009	(2.24526980522262e+001dB,9.02026930147061e+001°)
1.25892541179417e+009	(2.04527270340851e+001dB,9.01610178342741e+001°)
1.58489319246112e+009	(1.84527455636966e+001dB,9.01279078258488e+001°)
1.99526231496889e+009	(1.64527573571433e+001dB,9.01016043036072e+001°)
2.51188643150960e+009	(1.44527648403168e+001dB,9.00807089541267e+001°)
3.16227766016840e+009	(1.24527695789663e+001dB,9.00641103063052e+001°)
3.98107170553500e+009	(1.04527725757470e+001dB,9.00509250832186e+001°)
5.01187233627275e+009	(8.45277446935644e+000dB,9.00404514613743e+001°)
6.30957344480197e+009	(6.45277566525146e+000dB,9.00321318534504e+001°)
7.94328234724287e+009	(4.45277642025292e+000dB,9.00255232964386e+001°)
1.00000000000001e+010	(2.45277689680326e+000dB,9.00202739041092e+001°)
1.25892541179418e+010	(4.52777197556619e-001dB,9.00161041490589e+001°)
1.58489319246112e+010	(-1.54722261265279e+000dB,9.00127919876126e+001°)
1.99526231496889e+010	(-3.54722249289184e+000dB,9.00101610406081e+001°)
2.51188643150960e+010	(-5.54722241732334e+000dB,9.00080712032885e+001°)
3.16227766016840e+010	(-7.54722236964107e+000dB,9.00064111855821e+001°)
3.98107170553500e+010	(-9.54722233955489e+000dB,9.00050925861880e+001°)
5.01187233627276e+010	(-1.15472223205715e+001dB,9.00040451852285e+001°)
6.30957344480198e+010	(-1.35472223085937e+001dB,9.00032132049578e+001°)
7.94328234724287e+010	(-1.55472223010362e+001dB,9.00025523394801e+001°)
1.00000000000000e+011	(-1.75472222962676e+001dB,9.00020273953428e+001°)
