Freq.	V(vin)/-I(R3)
Step Information: Run=1  (Run: 1/18)
9.54992586021433e+001	(1.61670921366363e+002dB,-3.13222927157264e+001°)
9.77237220955808e+001	(1.61615810023478e+002dB,-3.19106305327781e+001°)
9.99999999999997e+001	(1.61558841264347e+002dB,-3.25049396229243e+001°)
1.02329299228075e+002	(1.61499977922492e+002dB,-3.31050206285430e+001°)
1.04712854805090e+002	(1.61439183772853e+002dB,-3.37106620818517e+001°)
1.07151930523760e+002	(1.61376423646667e+002dB,-3.43216405667274e+001°)
1.09647819614318e+002	(1.61311663545536e+002dB,-3.49377209313620e+001°)
1.12201845430196e+002	(1.61244870756056e+002dB,-3.55586565619713e+001°)
1.14815362149688e+002	(1.61176013962431e+002dB,-3.61841897101908e+001°)
1.17489755493953e+002	(1.61105063356874e+002dB,-3.68140518764242e+001°)
1.20226443461741e+002	(1.61031990748354e+002dB,-3.74479642555698e+001°)
1.23026877081238e+002	(1.60956769665962e+002dB,-3.80856382298881e+001°)
1.25892541179416e+002	(1.60879375459752e+002dB,-3.87267759255040e+001°)
1.28824955169313e+002	(1.60799785394813e+002dB,-3.93710708133543e+001°)
1.31825673855640e+002	(1.60717978740718e+002dB,-4.00182083668046e+001°)
1.34896288259165e+002	(1.60633936853445e+002dB,-4.06678667617336e+001°)
1.38038426460288e+002	(1.60547643250910e+002dB,-4.13197176253413e+001°)
1.41253754462275e+002	(1.60459083679898e+002dB,-4.19734268212239e+001°)
1.44543977074592e+002	(1.60368246174501e+002dB,-4.26286552697678e+001°)
1.47910838816820e+002	(1.60275121106196e+002dB,-4.32850598031882e+001°)
1.51356124843620e+002	(1.60179701223692e+002dB,-4.39422940414357e+001°)
1.54881661891248e+002	(1.60081981684261e+002dB,-4.46000092963144e+001°)
1.58489319246111e+002	(1.59981960073043e+002dB,-4.52578554778461e+001°)
1.62181009735892e+002	(1.59879636414283e+002dB,-4.59154820231986e+001°)
1.65958690743755e+002	(1.59775013170336e+002dB,-4.65725388161106e+001°)
1.69824365246174e+002	(1.59668095232307e+002dB,-4.72286771164210e+001°)
1.73780082874937e+002	(1.59558889898478e+002dB,-4.78835504670482e+001°)
1.77827941003892e+002	(1.59447406843869e+002dB,-4.85368155941174e+001°)
1.81970085860998e+002	(1.59333658080142e+002dB,-4.91881332875947e+001°)
1.86208713666286e+002	(1.59217657905352e+002dB,-4.98371692506876e+001°)
1.90546071796324e+002	(1.59099422845268e+002dB,-5.04835949221781e+001°)
1.94984459975804e+002	(1.58978971585855e+002dB,-5.11270882600433e+001°)
1.99526231496887e+002	(1.58856324898342e+002dB,-5.17673344889133e+001°)
2.04173794466952e+002	(1.58731505556806e+002dB,-5.24040268017381e+001°)
2.08929613085403e+002	(1.58604538248633e+002dB,-5.30368670095328e+001°)
2.13796208950222e+002	(1.58475449480254e+002dB,-5.36655661503888e+001°)
2.18776162394954e+002	(1.58344267476453e+002dB,-5.42898450345858e+001°)
2.23872113856833e+002	(1.58211022076538e+002dB,-5.49094347458250e+001°)
2.29086765276776e+002	(1.58075744626170e+002dB,-5.55240770799510e+001°)
2.34422881531991e+002	(1.57938467866147e+002dB,-5.61335249245016e+001°)
2.39883291901948e+002	(1.57799225820419e+002dB,-5.67375425933818e+001°)
2.45470891568502e+002	(1.57658053681130e+002dB,-5.73359060887252e+001°)
2.51188643150957e+002	(1.57514987694523e+002dB,-5.79284033203850e+001°)
2.57039578276885e+002	(1.57370065046125e+002dB,-5.85148342620999e+001°)
2.63026799189537e+002	(1.57223323747082e+002dB,-5.90950110576758e+001°)
2.69153480392690e+002	(1.57074802521797e+002dB,-5.96687580742735e+001°)
2.75422870333816e+002	(1.56924540697675e+002dB,-6.02359119075943e+001°)
2.81838293126444e+002	(1.56772578097111e+002dB,-6.07963213368801e+001°)
2.88403150312659e+002	(1.56618954932982e+002dB,-6.13498472414667e+001°)
2.95120922666637e+002	(1.56463711706869e+002dB,-6.18963624677913e+001°)
3.01995172040200e+002	(1.56306889111689e+002dB,-6.24357516653029e+001°)
3.09029543251358e+002	(1.56148527937983e+002dB,-6.29679110815643e+001°)
3.16227766016837e+002	(1.55988668984849e+002dB,-6.34927483285417e+001°)
3.23593656929627e+002	(1.55827352975344e+002dB,-6.40101821184228e+001°)
3.31131121482590e+002	(1.55664620476433e+002dB,-6.45201419709487e+001°)
3.38844156139201e+002	(1.55500511824269e+002dB,-6.50225679041135e+001°)
3.46736850452530e+002	(1.55335067053907e+002dB,-6.55174100985064e+001°)
3.54813389233574e+002	(1.55168325834193e+002dB,-6.60046285475821e+001°)
3.63078054770100e+002	(1.55000327407757e+002dB,-6.64841926960935e+001°)
3.71535229097171e+002	(1.54831110535594e+002dB,-6.69560810625916e+001°)
3.80189396320559e+002	(1.54660713446887e+002dB,-6.74202808589979e+001°)
3.89045144994279e+002	(1.54489173793196e+002dB,-6.78767875982624e+001°)
3.98107170553495e+002	(1.54316528607481e+002dB,-6.83256047010252e+001°)
4.07380277804111e+002	(1.54142814267792e+002dB,-6.87667431035598e+001°)
4.16869383470333e+002	(1.53968066464846e+002dB,-6.92002208587089e+001°)
4.26579518801591e+002	(1.53792320174205e+002dB,-6.96260627460653e+001°)
4.36515832240164e+002	(1.53615609632134e+002dB,-7.00442998807952e+001°)
4.46683592150961e+002	(1.53437968315398e+002dB,-7.04549693304900e+001°)
4.57088189614873e+002	(1.53259428924616e+002dB,-7.08581137378696e+001°)
4.67735141287196e+002	(1.53080023370862e+002dB,-7.12537809488723e+001°)
4.78630092322636e+002	(1.52899782765627e+002dB,-7.16420236526412e+001°)
4.89778819368444e+002	(1.52718737413620e+002dB,-7.20228990288737e+001°)
5.01187233627270e+002	(1.52536916808366e+002dB,-7.23964684059123e+001°)
5.12861383991362e+002	(1.52354349630307e+002dB,-7.27627969285654e+001°)
5.24807460249770e+002	(1.52171063747413e+002dB,-7.31219532405076e+001°)
5.37031796370250e+002	(1.51987086217684e+002dB,-7.34740091722197e+001°)
5.49540873857622e+002	(1.51802443293914e+002dB,-7.38190394472816e+001°)
5.62341325190346e+002	(1.51617160430120e+002dB,-7.41571213977384e+001°)
5.75439937337154e+002	(1.51431262289549e+002dB,-7.44883346905941e+001°)
5.88843655355586e+002	(1.51244772754166e+002dB,-7.48127610671526e+001°)
6.02559586074355e+002	(1.51057714935581e+002dB,-7.51304840974560e+001°)
6.16595001861479e+002	(1.50870111186915e+002dB,-7.54415889422118e+001°)
6.30957344480190e+002	(1.50681983115856e+002dB,-7.57461621303966e+001°)
6.45654229034652e+002	(1.50493351598440e+002dB,-7.60442913452843e+001°)
6.60693448007592e+002	(1.50304236793731e+002dB,-7.63360652249720e+001°)
6.76082975391978e+002	(1.50114658159065e+002dB,-7.66215731727490e+001°)
6.91830970918933e+002	(1.49924634465792e+002dB,-7.69009051768150e+001°)
7.07945784384134e+002	(1.49734183815608e+002dB,-7.71741516452677e+001°)
7.24435960074986e+002	(1.49543323657006e+002dB,-7.74414032449179e+001°)
7.41310241300914e+002	(1.49352070802196e+002dB,-7.77027507559047e+001°)
7.58577575029180e+002	(1.49160441444075e+002dB,-7.79582849320760e+001°)
7.76247116628688e+002	(1.48968451173353e+002dB,-7.82080963719348e+001°)
7.94328234724277e+002	(1.48776114995749e+002dB,-7.84522753988449e+001°)
8.12830516164095e+002	(1.48583447349133e+002dB,-7.86909119484642e+001°)
8.31763771102666e+002	(1.48390462120632e+002dB,-7.89240954650389e+001°)
8.51138038202372e+002	(1.48197172663621e+002dB,-7.91519148049797e+001°)
8.70963589956076e+002	(1.48003591814598e+002dB,-7.93744581489797e+001°)
8.91250938133741e+002	(1.47809731909772e+002dB,-7.95918129179224e+001°)
9.12010839355905e+002	(1.47615604801568e+002dB,-7.98040656996392e+001°)
9.33254300796986e+002	(1.47421221874781e+002dB,-8.00113021786882e+001°)
9.54992586021431e+002	(1.47226594062480e+002dB,-8.02136070726076e+001°)
9.77237220955805e+002	(1.47031731861667e+002dB,-8.04110640756810e+001°)
9.99999999999994e+002	(1.46836645348543e+002dB,-8.06037558048084e+001°)
1.02329299228075e+003	(1.46641344193525e+002dB,-8.07917637533842e+001°)
1.04712854805089e+003	(1.46445837675855e+002dB,-8.09751682470067e+001°)
1.07151930523760e+003	(1.46250134697935e+002dB,-8.11540484068335e+001°)
1.09647819614318e+003	(1.46054243799217e+002dB,-8.13284821130138e+001°)
1.12201845430196e+003	(1.45858173169816e+002dB,-8.14985459758971e+001°)
1.14815362149688e+003	(1.45661930663689e+002dB,-8.16643153075328e+001°)
1.17489755493952e+003	(1.45465523811497e+002dB,-8.18258640989435e+001°)
1.20226443461741e+003	(1.45268959833066e+002dB,-8.19832649990725e+001°)
1.23026877081237e+003	(1.45072245649502e+002dB,-8.21365892975099e+001°)
1.25892541179416e+003	(1.44875387894910e+002dB,-8.22859069083186e+001°)
1.28824955169313e+003	(1.44678392927786e+002dB,-8.24312863584359e+001°)
1.31825673855640e+003	(1.44481266842044e+002dB,-8.25727947775262e+001°)
1.34896288259165e+003	(1.44284015477657e+002dB,-8.27104978889358e+001°)
1.38038426460288e+003	(1.44086644430987e+002dB,-8.28444600038098e+001°)
1.41253754462275e+003	(1.43889159064760e+002dB,-8.29747440168841e+001°)
1.44543977074592e+003	(1.43691564517705e+002dB,-8.31014114034525e+001°)
1.47910838816820e+003	(1.43493865713862e+002dB,-8.32245222181911e+001°)
1.51356124843620e+003	(1.43296067371574e+002dB,-8.33441350948503e+001°)
1.54881661891247e+003	(1.43098174012170e+002dB,-8.34603072482085e+001°)
1.58489319246110e+003	(1.42900189968333e+002dB,-8.35730944757929e+001°)
1.62181009735892e+003	(1.42702119392173e+002dB,-8.36825511615307e+001°)
1.65958690743755e+003	(1.42503966263031e+002dB,-8.37887302804091e+001°)
1.69824365246173e+003	(1.42305734394971e+002dB,-8.38916834031606e+001°)
1.73780082874936e+003	(1.42107427444033e+002dB,-8.39914607024554e+001°)
1.77827941003891e+003	(1.41909048915199e+002dB,-8.40881109590869e+001°)
1.81970085860997e+003	(1.41710602169122e+002dB,-8.41816815692865e+001°)
1.86208713666286e+003	(1.41512090428603e+002dB,-8.42722185522662e+001°)
1.90546071796323e+003	(1.41313516784830e+002dB,-8.43597665579171e+001°)
1.94984459975803e+003	(1.41114884203393e+002dB,-8.44443688752582e+001°)
1.99526231496887e+003	(1.40916195530077e+002dB,-8.45260674410528e+001°)
2.04173794466952e+003	(1.40717453496443e+002dB,-8.46049028482904e+001°)
2.08929613085403e+003	(1.40518660725206e+002dB,-8.46809143555126e+001°)
2.13796208950222e+003	(1.40319819735425e+002dB,-8.47541398955986e+001°)
2.18776162394954e+003	(1.40120932947491e+002dB,-8.48246160851942e+001°)
2.23872113856832e+003	(1.39922002687954e+002dB,-8.48923782338360e+001°)
2.29086765276776e+003	(1.39723031194153e+002dB,-8.49574603524677e+001°)
2.34422881531991e+003	(1.39524020618715e+002dB,-8.50198951638328e+001°)
2.39883291901947e+003	(1.39324973033865e+002dB,-8.50797141104435e+001°)
2.45470891568501e+003	(1.39125890435609e+002dB,-8.51369473639849e+001°)
2.51188643150956e+003	(1.38926774747755e+002dB,-8.51916238338740e+001°)
2.57039578276885e+003	(1.38727627825824e+002dB,-8.52437711763438e+001°)
2.63026799189536e+003	(1.38528451460800e+002dB,-8.52934158023090e+001°)
2.69153480392690e+003	(1.38329247382785e+002dB,-8.53405828859582e+001°)
2.75422870333815e+003	(1.38130017264521e+002dB,-8.53852963726044e+001°)
2.81838293126443e+003	(1.37930762724810e+002dB,-8.54275789863984e+001°)
2.88403150312659e+003	(1.37731485331830e+002dB,-8.54674522378582e+001°)
2.95120922666636e+003	(1.37532186606346e+002dB,-8.55049364308258e+001°)
3.01995172040199e+003	(1.37332868024842e+002dB,-8.55400506695742e+001°)
3.09029543251357e+003	(1.37133531022556e+002dB,-8.55728128651509e+001°)
3.16227766016836e+003	(1.36934176996439e+002dB,-8.56032397414308e+001°)
3.23593656929626e+003	(1.36734807308040e+002dB,-8.56313468411832e+001°)
3.31131121482589e+003	(1.36535423286323e+002dB,-8.56571485314853e+001°)
3.38844156139200e+003	(1.36336026230415e+002dB,-8.56806580087098e+001°)
3.46736850452529e+003	(1.36136617412303e+002dB,-8.57018873033984e+001°)
3.54813389233573e+003	(1.35937198079471e+002dB,-8.57208472844855e+001°)
3.63078054770099e+003	(1.35737769457489e+002dB,-8.57375476631503e+001°)
3.71535229097170e+003	(1.35538332752566e+002dB,-8.57519969966031e+001°)
3.80189396320558e+003	(1.35338889154056e+002dB,-8.57642026909813e+001°)
3.89045144994278e+003	(1.35139439836939e+002dB,-8.57741710043782e+001°)
3.98107170553494e+003	(1.34939985964263e+002dB,-8.57819070486866e+001°)
4.07380277804110e+003	(1.34740528689575e+002dB,-8.57874147920030e+001°)
4.16869383470332e+003	(1.34541069159321e+002dB,-8.57906970595710e+001°)
4.26579518801589e+003	(1.34341608515243e+002dB,-8.57917555355421e+001°)
4.36515832240162e+003	(1.34142147896755e+002dB,-8.57905907627089e+001°)
4.46683592150960e+003	(1.33942688443329e+002dB,-8.57872021435508e+001°)
4.57088189614871e+003	(1.33743231296864e+002dB,-8.57815879394066e+001°)
4.67735141287194e+003	(1.33543777604076e+002dB,-8.57737452701841e+001°)
4.78630092322634e+003	(1.33344328518885e+002dB,-8.57636701131298e+001°)
4.89778819368442e+003	(1.33144885204825e+002dB,-8.57513573013577e+001°)
5.01187233627268e+003	(1.32945448837467e+002dB,-8.57368005219433e+001°)
5.12861383991361e+003	(1.32746020606871e+002dB,-8.57199923135928e+001°)
5.24807460249768e+003	(1.32546601720060e+002dB,-8.57009240639524e+001°)
5.37031796370248e+003	(1.32347193403537e+002dB,-8.56795860063704e+001°)
5.49540873857620e+003	(1.32147796905828e+002dB,-8.56559672162483e+001°)
5.62341325190344e+003	(1.31948413500083e+002dB,-8.56300556074412e+001°)
5.75439937337152e+003	(1.31749044486712e+002dB,-8.56018379275011e+001°)
5.88843655355584e+003	(1.31549691196082e+002dB,-8.55712997530475e+001°)
6.02559586074353e+003	(1.31350354991275e+002dB,-8.55384254849060e+001°)
6.16595001861477e+003	(1.31151037270899e+002dB,-8.55031983422613e+001°)
6.30957344480188e+003	(1.30951739471981e+002dB,-8.54656003570512e+001°)
6.45654229034650e+003	(1.30752463072928e+002dB,-8.54256123676340e+001°)
6.60693448007590e+003	(1.30553209596570e+002dB,-8.53832140123558e+001°)
6.76082975391976e+003	(1.30353980613287e+002dB,-8.53383837226971e+001°)
6.91830970918931e+003	(1.30154777744235e+002dB,-8.52910987160167e+001°)
7.07945784384132e+003	(1.29955602664660e+002dB,-8.52413349881842e+001°)
7.24435960074984e+003	(1.29756457107320e+002dB,-8.51890673057839e+001°)
7.41310241300911e+003	(1.29557342866024e+002dB,-8.51342691982058e+001°)
7.58577575029177e+003	(1.29358261799276e+002dB,-8.50769129493533e+001°)
7.76247116628685e+003	(1.29159215834047e+002dB,-8.50169695891972e+001°)
7.94328234724275e+003	(1.28960206969677e+002dB,-8.49544088851094e+001°)
8.12830516164092e+003	(1.28761237281917e+002dB,-8.48891993332173e+001°)
8.31763771102664e+003	(1.28562308927103e+002dB,-8.48213081492213e+001°)
8.51138038202369e+003	(1.28363424146489e+002dB,-8.47507012595260e+001°)
8.70963589956073e+003	(1.28164585270738e+002dB,-8.46773432920310e+001°)
8.91250938133738e+003	(1.27965794724571e+002dB,-8.46011975669193e+001°)
9.12010839355902e+003	(1.27767055031595e+002dB,-8.45222260875410e+001°)
9.33254300796983e+003	(1.27568368819305e+002dB,-8.44403895312708e+001°)
9.54992586021428e+003	(1.27369738824278e+002dB,-8.43556472403256e+001°)
9.77237220955802e+003	(1.27171167897561e+002dB,-8.42679572129452e+001°)
9.99999999999991e+003	(1.26972659010262e+002dB,-8.41772760945423e+001°)
1.02329299228075e+004	(1.26774215259351e+002dB,-8.40835591691689e+001°)
1.04712854805089e+004	(1.26575839873689e+002dB,-8.39867603512453e+001°)
1.07151930523760e+004	(1.26377536220273e+002dB,-8.38868321776480e+001°)
1.09647819614318e+004	(1.26179307810729e+002dB,-8.37837258002142e+001°)
1.12201845430195e+004	(1.25981158308043e+002dB,-8.36773909786375e+001°)
1.14815362149687e+004	(1.25783091533552e+002dB,-8.35677760741127e+001°)
1.17489755493952e+004	(1.25585111474194e+002dB,-8.34548280434142e+001°)
1.20226443461740e+004	(1.25387222290027e+002dB,-8.33384924337973e+001°)
1.23026877081237e+004	(1.25189428322036e+002dB,-8.32187133787534e+001°)
1.25892541179416e+004	(1.24991734100217e+002dB,-8.30954335945121e+001°)
1.28824955169312e+004	(1.24794144351972e+002dB,-8.29685943778383e+001°)
1.31825673855640e+004	(1.24596664010791e+002dB,-8.28381356046151e+001°)
1.34896288259164e+004	(1.24399298225266e+002dB,-8.27039957299991e+001°)
1.38038426460287e+004	(1.24202052368414e+002dB,-8.25661117896880e+001°)
1.41253754462274e+004	(1.24004932047327e+002dB,-8.24244194028550e+001°)
1.44543977074591e+004	(1.23807943113171e+002dB,-8.22788527767151e+001°)
1.47910838816819e+004	(1.23611091671508e+002dB,-8.21293447127005e+001°)
1.51356124843619e+004	(1.23414384092984e+002dB,-8.19758266149188e+001°)
1.54881661891247e+004	(1.23217827024361e+002dB,-8.18182285004302e+001°)
1.58489319246110e+004	(1.23021427399906e+002dB,-8.16564790119672e+001°)
1.62181009735891e+004	(1.22825192453153e+002dB,-8.14905054331396e+001°)
1.65958690743755e+004	(1.22629129729019e+002dB,-8.13202337062966e+001°)
1.69824365246173e+004	(1.22433247096296e+002dB,-8.11455884532605e+001°)
1.73780082874936e+004	(1.22237552760504e+002dB,-8.09664929991976e+001°)
1.77827941003891e+004	(1.22042055277121e+002dB,-8.07828693998376e+001°)
1.81970085860997e+004	(1.21846763565169e+002dB,-8.05946384722544e+001°)
1.86208713666285e+004	(1.21651686921171e+002dB,-8.04017198294855e+001°)
1.90546071796323e+004	(1.21456835033457e+002dB,-8.02040319192028e+001°)
1.94984459975803e+004	(1.21262217996821e+002dB,-8.00014920668354e+001°)
1.99526231496886e+004	(1.21067846327521e+002dB,-7.97940165233127e+001°)
2.04173794466951e+004	(1.20873730978600e+002dB,-7.95815205177007e+001°)
2.08929613085402e+004	(1.20679883355521e+002dB,-7.93639183152174e+001°)
2.13796208950221e+004	(1.20486315332094e+002dB,-7.91411232806780e+001°)
2.18776162394953e+004	(1.20293039266675e+002dB,-7.89130479480491e+001°)
2.23872113856832e+004	(1.20100068018615e+002dB,-7.86796040960286e+001°)
2.29086765276775e+004	(1.19907414964920e+002dB,-7.84407028304132e+001°)
2.34422881531990e+004	(1.19715094017107e+002dB,-7.81962546733472e+001°)
2.39883291901947e+004	(1.19523119638200e+002dB,-7.79461696598577e+001°)
2.45470891568501e+004	(1.19331506859835e+002dB,-7.76903574421060e+001°)
2.51188643150956e+004	(1.19140271299425e+002dB,-7.74287274017510e+001°)
2.57039578276884e+004	(1.18949429177335e+002dB,-7.71611887707086e+001°)
2.63026799189536e+004	(1.18758997334000e+002dB,-7.68876507606687e+001°)
2.69153480392689e+004	(1.18568993246934e+002dB,-7.66080227019636e+001°)
2.75422870333814e+004	(1.18379435047546e+002dB,-7.63222141918162e+001°)
2.81838293126443e+004	(1.18190341537703e+002dB,-7.60301352526275e+001°)
2.88403150312658e+004	(1.18001732205936e+002dB,-7.57316965005174e+001°)
2.95120922666636e+004	(1.17813627243211e+002dB,-7.54268093244443e+001°)
3.01995172040199e+004	(1.17626047558160e+002dB,-7.51153860762902e+001°)
3.09029543251356e+004	(1.17439014791668e+002dB,-7.47973402721684e+001°)
3.16227766016835e+004	(1.17252551330694e+002dB,-7.44725868051841e+001°)
3.23593656929625e+004	(1.17066680321206e+002dB,-7.41410421699687e+001°)
3.31131121482588e+004	(1.16881425680108e+002dB,-7.38026246991158e+001°)
3.38844156139199e+004	(1.16696812105994e+002dB,-7.34572548116558e+001°)
3.46736850452528e+004	(1.16512865088606e+002dB,-7.31048552737408e+001°)
3.54813389233572e+004	(1.16329610916821e+002dB,-7.27453514714708e+001°)
