x-axis,1,2
second,Volt,Volt
+15.4680000E-03,-825.7812262E-03,-2.7109375000E+00
+15.4685000E-03,-814.0624762E-03,-2.7109375000E+00
+15.4690000E-03,-800.3906012E-03,-2.7402343750E+00
+15.4695000E-03,-790.6249762E-03,-2.7402343750E+00
+15.4700000E-03,-778.9062262E-03,-2.7500000000E+00
+15.4705000E-03,-765.2343512E-03,-2.7500000000E+00
+15.4710000E-03,-751.5624762E-03,-2.7207031250E+00
+15.4715000E-03,-739.8437262E-03,-2.7500000000E+00
+15.4720000E-03,-726.1718512E-03,-2.7695312500E+00
+15.4725000E-03,-714.4531012E-03,-2.7207031250E+00
+15.4730000E-03,-700.7812262E-03,-2.7304687500E+00
+15.4735000E-03,-689.0624762E-03,-2.7597656250E+00
+15.4740000E-03,-677.3437262E-03,-2.7792968750E+00
+15.4745000E-03,-663.6718512E-03,-2.7597656250E+00
+15.4750000E-03,-649.9999762E-03,-2.7402343750E+00
+15.4755000E-03,-636.3281012E-03,-2.7500000000E+00
+15.4760000E-03,-624.6093512E-03,-2.7500000000E+00
+15.4765000E-03,-610.9374762E-03,-2.7597656250E+00
+15.4770000E-03,-599.2187262E-03,-2.7500000000E+00
+15.4775000E-03,-587.4999762E-03,-2.7792968750E+00
+15.4780000E-03,-573.8281012E-03,-2.7597656250E+00
+15.4785000E-03,-560.1562262E-03,-2.7109375000E+00
+15.4790000E-03,-548.4374762E-03,-2.7304687500E+00
+15.4795000E-03,-534.7656012E-03,-2.7597656250E+00
+15.4800000E-03,-523.0468512E-03,-2.7988281250E+00
+15.4805000E-03,-511.3281012E-03,-2.7695312500E+00
+15.4810000E-03,-501.5624762E-03,-2.7695312500E+00
+15.4815000E-03,-487.8906012E-03,-2.7597656250E+00
+15.4820000E-03,-478.1249762E-03,-2.7695312500E+00
+15.4825000E-03,-464.4531012E-03,-2.7597656250E+00
+15.4830000E-03,-450.7812262E-03,-2.7695312500E+00
+15.4835000E-03,-439.0624762E-03,-2.7890625000E+00
+15.4840000E-03,-425.3906012E-03,-2.7988281250E+00
+15.4845000E-03,-413.6718512E-03,-2.7500000000E+00
+15.4850000E-03,-399.9999762E-03,-2.7597656250E+00
+15.4855000E-03,-388.2812262E-03,-2.7792968750E+00
+15.4860000E-03,-376.5624762E-03,-2.7988281250E+00
+15.4865000E-03,-364.8437262E-03,-2.7792968750E+00
+15.4870000E-03,-351.1718512E-03,-2.7500000000E+00
+15.4875000E-03,-339.4531012E-03,-2.7695312500E+00
+15.4880000E-03,-325.7812262E-03,-2.7792968750E+00
